"PAGNUM","PAGFEC","CLICOD","","","","","","","",""
"6627","20190806","1221","","","","","","","",""
"6628","20190807","758","","","","","","","",""
"6629","20190808","1789","","","","","","","",""
"6630","20190808","946","","","","","","","",""
"6631","20190808","580","","","","","","","",""
"6632","20190809","1593","","","","","","","",""
"6633","20190809","628","","","","","","","",""
"6634","20190809","1445","","","","","","","",""
"6635","20190809","1735","","","","","","","",""
"6636","20190812","185","","","","","","","",""
"6637","20190812","1756","","","","","","","",""
"6638","20190813","1571","","","","","","","",""
"6639","20190814","1707","","","","","","","",""
"6640","20190814","990","","","","","","","",""
"6642","20190814","1733","","","","","","","",""
"6643","20190814","1085","","","","","","","",""
"6644","20190814","17","","","","","","","",""
"6645","20190814","943","","","","","","","",""
"6646","20190814","944","","","","","","","",""
"6647","20190814","1722","","","","","","","",""
"6648","20190814","945","","","","","","","",""
"6649","20190815","1221","","","","","","","",""
"6650","20190815","1713","","","","","","","",""
"6651","20190815","623","","","","","","","",""
"6652","20190815","622","","","","","","","",""
"6653","20190815","1509","","","","","","","",""
"6654","20190815","153","","","","","","","",""
"6655","20190815","1532","","","","","","","",""
"6656","20190815","710","","","","","","","",""
"6657","20190816","630","","","","","","","",""
"6658","20190816","1707","","","","","","","",""
"6659","20190816","696","","","","","","","",""
"6660","20190816","185","","","","","","","",""
"6661","20190816","580","","","","","","","",""
"6662","20190821","1221","","","","","","","",""
"6663","20190823","316","","","","","","","",""
"6664","20190826","1729","","","","","","","",""
"6665","20190826","1790","","","","","","","",""
"6666","20190826","1758","","","","","","","",""
"6667","20190828","1571","","","","","","","",""
"6668","20190829","1675","","","","","","","",""
"6669","20190829","1753","","","","","","","",""
"6670","20190830","1707","","","","","","","",""
"6671","20190830","1679","","","","","","","",""
"6672","20190830","1593","","","","","","","",""
"6673","20190830","1593","","","","","","","",""
"6674","20190902","803","","","","","","","",""
"6675","20190902","1732","","","","","","","",""
"6676","20190902","1539","","","","","","","",""
"6677","20190902","1729","","","","","","","",""
"6678","20190903","185","","","","","","","",""
"6679","20190903","1328","","","","","","","",""
"6680","20190903","1713","","","","","","","",""
"6681","20190903","1745","","","","","","","",""
"6682","20190903","1571","","","","","","","",""
"6683","20190903","1486","","","","","","","",""
"6684","20190904","1471","","","","","","","",""
"6685","20190904","1443","","","","","","","",""
"6686","20190904","33","","","","","","","",""
"6687","20190904","209","","","","","","","",""
"6688","20190904","1753","","","","","","","",""
"6689","20190905","1238","","","","","","","",""
"6690","20190905","1499","","","","","","","",""
"6691","20190905","710","","","","","","","",""
"6692","20190905","431","","","","","","","",""
"6693","20190905","1782","","","","","","","",""
"6694","20190905","1221","","","","","","","",""
"6695","20190905","1238","","","","","","","",""
"6696","20190905","1443","","","","","","","",""
"6697","20190905","1443","","","","","","","",""
"6698","20190905","1471","","","","","","","",""
"6699","20190905","1471","","","","","","","",""
"6700","20190906","104","","","","","","","",""
"6701","20190906","1573","","","","","","","",""
"6702","20190909","888","","","","","","","",""
"6703","20190909","1207","","","","","","","",""
"6704","20190909","1035","","","","","","","",""
"6705","20190909","885","","","","","","","",""
"6706","20190909","658","","","","","","","",""
"6707","20190909","398","","","","","","","",""
"6708","20190909","623","","","","","","","",""
"6709","20190910","1469","","","","","","","",""
"6710","20190910","163","","","","","","","",""
"6711","20190910","574","","","","","","","",""
"6712","20190910","1450","","","","","","","",""
"6713","20190910","1636","","","","","","","",""
"6714","20190910","1231","","","","","","","",""
"6715","20190910","1625","","","","","","","",""
"6716","20190910","1709","","","","","","","",""
"6717","20190911","1708","","","","","","","",""
"6718","20190911","240","","","","","","","",""
"6719","20190911","493","","","","","","","",""
"6720","20190911","690","","","","","","","",""
"6721","20190911","69","","","","","","","",""
"6722","20190911","1748","","","","","","","",""
"6723","20190911","1065","","","","","","","",""
"6724","20190912","1775","","","","","","","",""
"6725","20190912","1756","","","","","","","",""
"6726","20190912","1793","","","","","","","",""
"6727","20190912","946","","","","","","","",""
"6728","20190913","1721","","","","","","","",""
"6729","20190913","1462","","","","","","","",""
"6730","20190913","1627","","","","","","","",""
"6731","20190913","409","","","","","","","",""
"6732","20190916","1657","","","","","","","",""
"6733","20190916","1515","","","","","","","",""
"6734","20190916","1793","","","","","","","",""
"6735","20190916","254","","","","","","","",""
"6736","20190917","476","","","","","","","",""
"6737","20190917","1096","","","","","","","",""
"6738","20190917","33","","","","","","","",""
"6739","20190917","1729","","","","","","","",""
"6740","20190917","1708","","","","","","","",""
"6741","20190918","1265","","","","","","","",""
"6742","20190918","1787","","","","","","","",""
"6743","20190918","1729","","","","","","","",""
"6744","20190918","1794","","","","","","","",""
"6745","20190918","1623","","","","","","","",""
"6746","20190919","1308","","","","","","","",""
"6747","20190919","710","","","","","","","",""
"6748","20190919","1333","","","","","","","",""
"6749","20190919","542","","","","","","","",""
"6750","20190919","547","","","","","","","",""
"6751","20190919","1213","","","","","","","",""
"6752","20190919","57","","","","","","","",""
"6753","20190919","322","","","","","","","",""
"6754","20190919","313","","","","","","","",""
"6755","20190920","1707","","","","","","","",""
"6756","20190920","1015","","","","","","","",""
"6757","20190920","1019","","","","","","","",""
"6758","20190920","628","","","","","","","",""
"6759","20190924","107","","","","","","","",""
"6760","20190924","1469","","","","","","","",""
"6761","20190924","1278","","","","","","","",""
"6762","20190924","168","","","","","","","",""
"6763","20190924","1762","","","","","","","",""
"6764","20190925","1471","","","","","","","",""
"6765","20190925","1571","","","","","","","",""
"6766","20190925","1186","","","","","","","",""
"6767","20190925","1445","","","","","","","",""
"6768","20190926","1618","","","","","","","",""
"6769","20190926","1443","","","","","","","",""
"6770","20190926","1443","","","","","","","",""
"6771","20190926","1471","","","","","","","",""
"6772","20190926","1238","","","","","","","",""
"6773","20190926","1238","","","","","","","",""
"6774","20190926","1753","","","","","","","",""
"6775","20190926","1758","","","","","","","",""
"6776","20190927","1795","","","","","","","",""
"6777","20190927","1721","","","","","","","",""
"6778","20190927","1729","","","","","","","",""
"6779","20190927","1762","","","","","","","",""
"6780","20190927","1623","","","","","","","",""
"6781","20190930","1613","","","","","","","",""
"6782","20190930","1779","","","","","","","",""
"6783","20191001","1238","","","","","","","",""
"6784","20191001","1471","","","","","","","",""
"6785","20191001","1443","","","","","","","",""
"6786","20191001","1499","","","","","","","",""
"6787","20191001","1497","","","","","","","",""
"6788","20191001","168","","","","","","","",""
"6789","20191002","1238","","","","","","","",""
"6790","20191002","1443","","","","","","","",""
"6791","20191002","254","","","","","","","",""
"6792","20191002","586","","","","","","","",""
"6793","20191002","493","","","","","","","",""
"6794","20191002","1044","","","","","","","",""
"6795","20191002","184","","","","","","","",""
"6796","20191002","1221","","","","","","","",""
"6797","20191002","1471","","","","","","","",""
"6798","20191003","1729","","","","","","","",""
"6799","20191003","1752","","","","","","","",""
"6800","20191003","351","","","","","","","",""
"6801","20191003","1608","","","","","","","",""
"6802","20191003","1796","","","","","","","",""
"6803","20191003","1774","","","","","","","",""
"6804","20191003","1545","","","","","","","",""
"6805","20191003","432","","","","","","","",""
"6806","20191003","1597","","","","","","","",""
"6807","20191003","1547","","","","","","","",""
"6808","20191003","189","","","","","","","",""
"6809","20191003","1533","","","","","","","",""
"6810","20191003","1578","","","","","","","",""
"6811","20191003","514","","","","","","","",""
"6812","20191003","29","","","","","","","",""
"6813","20191003","1761","","","","","","","",""
"6814","20191004","1707","","","","","","","",""
"6815","20191004","225","","","","","","","",""
"6816","20191004","1042","","","","","","","",""
"6817","20191004","888","","","","","","","",""
"6818","20191004","1571","","","","","","","",""
"6819","20191004","1775","","","","","","","",""
"6820","20191007","1255","","","","","","","",""
"6821","20191007","1485","","","","","","","",""
"6822","20191007","1708","","","","","","","",""
"6823","20191007","1654","","","","","","","",""
"6824","20191007","33","","","","","","","",""
"6825","20191007","209","","","","","","","",""
"6826","20191007","1735","","","","","","","",""
"6827","20191007","1776","","","","","","","",""
"6828","20191007","209","","","","","","","",""
"6829","20191007","33","","","","","","","",""
"6830","20191008","1","","","","","","","",""
"6831","20191008","1729","","","","","","","",""
"6832","20191009","1787","","","","","","","",""
"6833","20191009","1","","","","","","","",""
"6834","20191010","1770","","","","","","","",""
"6835","20191010","365","","","","","","","",""
"6836","20191010","1781","","","","","","","",""
"6837","20191011","1610","","","","","","","",""
"6838","20191011","1729","","","","","","","",""
"6839","20191011","1184","","","","","","","",""
"6840","20191011","401","","","","","","","",""
"6841","20191011","1571","","","","","","","",""
"6842","20191015","185","","","","","","","",""
"6843","20191015","1165","","","","","","","",""
"6844","20191015","1713","","","","","","","",""
"6845","20191015","758","","","","","","","",""
"6846","20191015","1732","","","","","","","",""
"6847","20191015","887","","","","","","","",""
"6848","20191015","1541","","","","","","","",""
"6849","20191015","1797","","","","","","","",""
"6850","20191015","1169","","","","","","","",""
"6851","20191015","240","","","","","","","",""
"6852","20191015","1758","","","","","","","",""
"6853","20191015","1735","","","","","","","",""
"6854","20191015","1469","","","","","","","",""
"6855","20191016","1221","","","","","","","",""
"6857","20191017","1648","","","","","","","",""
"6860","20191017","1735","","","","","","","",""
"6861","20191018","1729","","","","","","","",""
"6862","20191018","1796","","","","","","","",""
"6863","20191018","1707","","","","","","","",""
"6864","20191018","1539","","","","","","","",""
"6865","20191018","1721","","","","","","","",""
"6866","20191018","1753","","","","","","","",""
"6867","20191018","889","","","","","","","",""
"6868","20191021","78","","","","","","","",""
"6869","20191021","1073","","","","","","","",""
"6870","20191021","632","","","","","","","",""
"6871","20191021","628","","","","","","","",""
"6872","20191022","1708","","","","","","","",""
"6873","20191022","78","","","","","","","",""
"6874","20191022","1729","","","","","","","",""
"6875","20191022","409","","","","","","","",""
"6876","20191023","1571","","","","","","","",""
"6877","20191023","1753","","","","","","","",""
"6878","20191024","1457","","","","","","","",""
"6879","20191024","262","","","","","","","",""
"6880","20191024","1187","","","","","","","",""
"6881","20191024","1783","","","","","","","",""
"6882","20191024","1475","","","","","","","",""
"6883","20191025","1651","","","","","","","",""
"6884","20191025","1482","","","","","","","",""
"6885","20191025","1457","","","","","","","",""
"6886","20191025","33","","","","","","","",""
"6887","20191025","710","","","","","","","",""
"6888","20191025","1593","","","","","","","",""
"6889","20191025","1641","","","","","","","",""
"6890","20191025","37","","","","","","","",""
"6891","20191025","1469","","","","","","","",""
"6892","20191028","1471","","","","","","","",""
"6893","20191028","1488","","","","","","","",""
"6894","20191028","673","","","","","","","",""
"6895","20191028","104","","","","","","","",""
"6896","20191028","1065","","","","","","","",""
"6897","20191028","690","","","","","","","",""
"6898","20191029","1745","","","","","","","",""
"6899","20191029","1443","","","","","","","",""
"6900","20191030","1238","","","","","","","",""
"6901","20191030","942","","","","","","","",""
"6902","20191030","1800","","","","","","","",""
"6903","20191030","1756","","","","","","","",""
"6904","20191030","1796","","","","","","","",""
"6905","20191030","1221","","","","","","","",""
"6906","20191031","185","","","","","","","",""
"6907","20191031","1207","","","","","","","",""
"6908","20191031","1042","","","","","","","",""
"6909","20191031","1318","","","","","","","",""
"6910","20191031","1452","","","","","","","",""
"6911","20191101","1488","","","","","","","",""
"6912","20191101","1462","","","","","","","",""
"6913","20191101","1471","","","","","","","",""
"6914","20191101","1485","","","","","","","",""
"6915","20191101","1758","","","","","","","",""
"6916","20191104","1238","","","","","","","",""
"6917","20191104","1443","","","","","","","",""
"6918","20191104","1471","","","","","","","",""
"6919","20191104","1539","","","","","","","",""
"6920","20191105","1109","","","","","","","",""
"6921","20191105","1708","","","","","","","",""
"6922","20191105","547","","","","","","","",""
"6923","20191105","1792","","","","","","","",""
"6924","20191105","603","","","","","","","",""
"6925","20191105","432","","","","","","","",""
"6926","20191106","1499","","","","","","","",""
"6927","20191106","1787","","","","","","","",""
"6928","20191107","1729","","","","","","","",""
"6929","20191107","1213","","","","","","","",""
"6930","20191107","57","","","","","","","",""
"6931","20191107","964","","","","","","","",""
"6932","20191107","1","","","","","","","",""
"6933","20191107","313","","","","","","","",""
"6934","20191107","322","","","","","","","",""
"6935","20191107","399","","","","","","","",""
"6936","20191107","623","","","","","","","",""
"6937","20191108","185","","","","","","","",""
"6938","20191108","1566","","","","","","","",""
"6939","20191108","1735","","","","","","","",""
"6940","20191108","1482","","","","","","","",""
"6941","20191111","946","","","","","","","",""
"6942","20191111","1691","","","","","","","",""
"6943","20191111","1580","","","","","","","",""
"6944","20191111","1751","","","","","","","",""
"6945","20191111","1601","","","","","","","",""
"6946","20191111","1164","","","","","","","",""
"6947","20191111","1621","","","","","","","",""
"6948","20191111","1194","","","","","","","",""
"6949","20191111","1558","","","","","","","",""
"6950","20191111","1616","","","","","","","",""
"6951","20191111","1785","","","","","","","",""
"6952","20191111","1586","","","","","","","",""
"6953","20191111","1562","","","","","","","",""
"6954","20191111","1584","","","","","","","",""
"6955","20191111","1771","","","","","","","",""
"6956","20191111","1602","","","","","","","",""
"6957","20191111","1690","","","","","","","",""
"6958","20191111","1582","","","","","","","",""
"6959","20191111","1706","","","","","","","",""
"6960","20191111","1730","","","","","","","",""
"6961","20191112","1784","","","","","","","",""
"6962","20191112","547","","","","","","","",""
"6963","20191112","943","","","","","","","",""
"6964","20191112","1722","","","","","","","",""
"6965","20191112","945","","","","","","","",""
"6966","20191112","17","","","","","","","",""
"6967","20191112","990","","","","","","","",""
"6968","20191112","1085","","","","","","","",""
"6969","20191112","1733","","","","","","","",""
"6970","20191112","1729","","","","","","","",""
"6971","20191113","107","","","","","","","",""
"6972","20191113","1707","","","","","","","",""
"6973","20191114","1725","","","","","","","",""
"6974","20191114","1232","","","","","","","",""
"6975","20191114","48","","","","","","","",""
"6976","20191115","574","","","","","","","",""
"6977","20191115","630","","","","","","","",""
"6978","20191115","1571","","","","","","","",""
"6979","20191115","1641","","","","","","","",""
"6980","20191115","758","","","","","","","",""
"6981","20191115","493","","","","","","","",""
"6982","20191115","1748","","","","","","","",""
"6983","20191115","231","","","","","","","",""
"6984","20191115","1044","","","","","","","",""
"6985","20191115","221","","","","","","","",""
"6986","20191115","69","","","","","","","",""
"6987","20191115","1768","","","","","","","",""
"6988","20191115","185","","","","","","","",""
"6989","20191115","1651","","","","","","","",""
"6990","20191119","547","","","","","","","",""
"6991","20191119","580","","","","","","","",""
"6992","20191119","19","","","","","","","",""
"6993","20191119","1573","","","","","","","",""
"6994","20191119","1573","","","","","","","",""
"6995","20191120","1222","","","","","","","",""
"6996","20191120","547","","","","","","","",""
"6997","20191120","209","","","","","","","",""
"6998","20191120","1692","","","","","","","",""
"6999","20191120","1221","","","","","","","",""
"7000","20191120","15","","","","","","","",""
"7001","20191121","188","","","","","","","",""
"7002","20191122","1471","","","","","","","",""
"7003","20191126","33","","","","","","","",""
"7004","20191126","1729","","","","","","","",""
"7005","20191126","1220","","","","","","","",""
"7006","20191126","344","","","","","","","",""
"7007","20191127","729","","","","","","","",""
"7008","20191127","184","","","","","","","",""
"7009","20191127","1777","","","","","","","",""
"7010","20191127","1545","","","","","","","",""
"7011","20191127","1533","","","","","","","",""
"7012","20191127","1546","","","","","","","",""
"7013","20191127","1578","","","","","","","",""
"7014","20191127","29","","","","","","","",""
"7015","20191127","189","","","","","","","",""
"7016","20191127","514","","","","","","","",""
"7017","20191127","1145","","","","","","","",""
"7018","20191128","1753","","","","","","","",""
"7019","20191128","1796","","","","","","","",""
"7020","20191128","1758","","","","","","","",""
"7021","20191128","1756","","","","","","","",""
"7022","20191128","1333","","","","","","","",""
"7023","20191202","858","","","","","","","",""
"7024","20191202","254","","","","","","","",""
"7025","20191203","1023","","","","","","","",""
"7026","20191203","1443","","","","","","","",""
"7027","20191203","547","","","","","","","",""
"7028","20191203","329","","","","","","","",""
"7029","20191203","885","","","","","","","",""
"7030","20191203","319","","","","","","","",""
"7031","20191204","1238","","","","","","","",""
"7032","20191204","1443","","","","","","","",""
"7033","20191204","1443","","","","","","","",""
"7034","20191204","1471","","","","","","","",""
"7035","20191204","710","","","","","","","",""
"7036","20191204","1488","","","","","","","",""
"7037","20191205","696","","","","","","","",""
"7038","20191205","888","","","","","","","",""
"7039","20191205","1207","","","","","","","",""
"7040","20191206","858","","","","","","","",""
"7041","20191206","1499","","","","","","","",""
"7042","20191206","1775","","","","","","","",""
"7043","20191206","1231","","","","","","","",""
"7044","20191206","1625","","","","","","","",""
"7045","20191206","1709","","","","","","","",""
"7046","20191206","1735","","","","","","","",""
"7047","20191209","818","","","","","","","",""
"7048","20191209","1729","","","","","","","",""
"7049","20191209","185","","","","","","","",""
"7050","20191209","1485","","","","","","","",""
"7051","20191209","628","","","","","","","",""
"7052","20191210","547","","","","","","","",""
"7053","20191210","1640","","","","","","","",""
"7054","20191210","1708","","","","","","","",""
"7055","20191210","1265","","","","","","","",""
"7056","20191210","1571","","","","","","","",""
"7057","20191210","1641","","","","","","","",""
"7058","20191211","1221","","","","","","","",""
"7059","20191211","1022","","","","","","","",""
"7060","20191211","240","","","","","","","",""
"7061","20191211","690","","","","","","","",""
"7062","20191212","1729","","","","","","","",""
"7063","20191212","1495","","","","","","","",""
"7064","20191213","1308","","","","","","","",""
"7065","20191213","1805","","","","","","","",""
"7066","20191213","1301","","","","","","","",""
"7067","20191213","1776","","","","","","","",""
"7068","20191213","209","","","","","","","",""
"7069","20191213","1796","","","","","","","",""
"7070","20191213","1761","","","","","","","",""
"7071","20191216","1469","","","","","","","",""
"7072","20191216","1651","","","","","","","",""
"7073","20191216","1445","","","","","","","",""
"7074","20191216","1573","","","","","","","",""
"7075","20191218","1471","","","","","","","",""
"7076","20191218","1443","","","","","","","",""
"7077","20191218","647","","","","","","","",""
"7078","20191218","1073","","","","","","","",""
"7079","20191218","623","","","","","","","",""
"7080","20191219","1651","","","","","","","",""
"7081","20191219","1792","","","","","","","",""
"7082","20191219","29","","","","","","","",""
"7083","20191219","514","","","","","","","",""
"7084","20191220","163","","","","","","","",""
"7085","20191220","1729","","","","","","","",""
"7086","20191220","1729","","","","","","","",""
"7087","20191220","1721","","","","","","","",""
"7088","20191220","104","","","","","","","",""
"7089","20191220","1809","","","","","","","",""
"7090","20191220","1758","","","","","","","",""
"7091","20191220","1808","","","","","","","",""
"7092","20191220","1308","","","","","","","",""
"7093","20191220","1474","","","","","","","",""
"7094","20191220","1474","","","","","","","",""
"7095","20191223","1278","","","","","","","",""
"7096","20191223","580","","","","","","","",""
"7097","20191223","1679","","","","","","","",""
"7098","20191224","1191","","","","","","","",""
"7099","20191226","409","","","","","","","",""
"7100","20191226","37","","","","","","","",""
"7104","20191227","1499","","","","","","","",""
"7105","20191230","33","","","","","","","",""
"7106","20200102","1613","","","","","","","",""
"7107","20200102","1779","","","","","","","",""
"7108","20200103","1753","","","","","","","",""
"7109","20200103","1571","","","","","","","",""
"7110","20200106","1707","","","","","","","",""
"7111","20200106","1713","","","","","","","",""
"7112","20200106","476","","","","","","","",""
"7113","20200106","1471","","","","","","","",""
"7114","20200106","942","","","","","","","",""
"7115","20200106","1238","","","","","","","",""
"7116","20200106","1443","","","","","","","",""
"7117","20200106","1443","","","","","","","",""
"7118","20200107","1471","","","","","","","",""
"7119","20200107","1732","","","","","","","",""
"7120","20200107","547","","","","","","","",""
"7121","20200107","1221","","","","","","","",""
"7122","20200107","942","","","","","","","",""
"7123","20200107","1758","","","","","","","",""
"7124","20200107","673","","","","","","","",""
"7125","20200107","942","","","","","","","",""
"7126","20200108","1771","","","","","","","",""
"7127","20200108","1186","","","","","","","",""
"7128","20200109","758","","","","","","","",""
"7129","20200109","710","","","","","","","",""
"7130","20200109","547","","","","","","","",""
"7131","20200113","1234","","","","","","","",""
"7132","20200114","1753","","","","","","","",""
"7133","20200114","1796","","","","","","","",""
"7134","20200114","1811","","","","","","","",""
"7135","20200115","1648","","","","","","","",""
"7136","20200115","1596","","","","","","","",""
"7137","20200115","1735","","","","","","","",""
"7138","20200116","1781","","","","","","","",""
"7139","20200116","1798","","","","","","","",""
"7140","20200116","1663","","","","","","","",""
"7141","20200116","78","","","","","","","",""
"7142","20200117","1807","","","","","","","",""
"7143","20200117","1454","","","","","","","",""
"7144","20200117","1806","","","","","","","",""
"7145","20200117","1627","","","","","","","",""
"7146","20200117","1488","","","","","","","",""
"7147","20200117","1474","","","","","","","",""
"7148","20200120","184","","","","","","","",""
"7149","20200120","209","","","","","","","",""
"7150","20200121","209","","","","","","","",""
"7151","20200122","1651","","","","","","","",""
"7152","20200122","493","","","","","","","",""
"7153","20200122","1748","","","","","","","",""
"7154","20200122","818","","","","","","","",""
"7155","20200122","632","","","","","","","",""
"7156","20200122","1801","","","","","","","",""
"7157","20200123","547","","","","","","","",""
"7158","20200123","1485","","","","","","","",""
"7159","20200123","1471","","","","","","","",""
"7160","20200124","1495","","","","","","","",""
"7161","20200124","313","","","","","","","",""
"7162","20200124","1213","","","","","","","",""
"7163","20200124","803","","","","","","","",""
"7164","20200124","17","","","","","","","",""
"7165","20200124","1722","","","","","","","",""
"7166","20200124","945","","","","","","","",""
"7167","20200124","990","","","","","","","",""
"7168","20200124","1085","","","","","","","",""
"7169","20200124","1733","","","","","","","",""
"7170","20200124","1780","","","","","","","",""
"7171","20200124","1443","","","","","","","",""
"7172","20200124","1721","","","","","","","",""
"7173","20200124","254","","","","","","","",""
"7174","20200127","1238","","","","","","","",""
"7175","20200128","1471","","","","","","","",""
"7176","20200128","431","","","","","","","",""
"7177","20200128","1571","","","","","","","",""
"7178","20200128","710","","","","","","","",""
"7179","20200129","1499","","","","","","","",""
"7180","20200129","1499","","","","","","","",""
"7181","20200130","1499","","","","","","","",""
"7182","20200130","1042","","","","","","","",""
"7183","20200130","1042","","","","","","","",""
"7184","20200130","1019","","","","","","","",""
"7185","20200130","1207","","","","","","","",""
"7186","20200130","1539","","","","","","","",""
"7187","20200131","185","","","","","","","",""
"7188","20200203","1471","","","","","","","",""
"7189","20200203","1238","","","","","","","",""
"7190","20200203","1443","","","","","","","",""
"7191","20200203","574","","","","","","","",""
"7192","20200204","1729","","","","","","","",""
"7193","20200210","1485","","","","","","","",""
"7194","20200213","1782","","","","","","","",""
"7195","20200213","1758","","","","","","","",""
"7196","20200214","1707","","","","","","","",""
"7197","20200217","1651","","","","","","","",""
"7198","20200217","993","","","","","","","",""
"7199","20200217","1708","","","","","","","",""
"7200","20200217","1815","","","","","","","",""
"7201","20200217","185","","","","","","","",""
"7202","20200217","1636","","","","","","","",""
"7203","20200217","547","","","","","","","",""
"7204","20200217","1539","","","","","","","",""
"7205","20200217","825","","","","","","","",""
"7206","20200218","1469","","","","","","","",""
"7207","20200218","1729","","","","","","","",""
"7208","20200219","1814","","","","","","","",""
"7209","20200219","960","","","","","","","",""
"7210","20200219","1813","","","","","","","",""
"7211","20200219","1221","","","","","","","",""
"7212","20200219","1761","","","","","","","",""
"7213","20200220","1333","","","","","","","",""
"7214","20200221","1618","","","","","","","",""
"7215","20200221","1311","","","","","","","",""
"7216","20200221","1713","","","","","","","",""
"7217","20200221","163","","","","","","","",""
"7218","20200221","1474","","","","","","","",""
"7219","20200221","1797","","","","","","","",""
"7220","20200221","1607","","","","","","","",""
"7221","20200221","1471","","","","","","","",""
"7222","20200221","1641","","","","","","","",""
"7223","20200221","1753","","","","","","","",""
"7224","20200221","943","","","","","","","",""
"7225","20200221","944","","","","","","","",""
"7226","20200226","1499","","","","","","","",""
"7227","20200226","319","","","","","","","",""
"7228","20200226","907","","","","","","","",""
"7229","20200226","329","","","","","","","",""
"7230","20200226","319","","","","","","","",""
"7231","20200226","1488","","","","","","","",""
"7232","20200226","1443","","","","","","","",""
"7233","20200226","1238","","","","","","","",""
"7234","20200226","409","","","","","","","",""
"7235","20200227","1812","","","","","","","",""
"7236","20200227","1651","","","","","","","",""
"7237","20200228","1471","","","","","","","",""
"7238","20200228","1238","","","","","","","",""
"7239","20200228","1443","","","","","","","",""
"7240","20200228","168","","","","","","","",""
"7241","20200302","1616","","","","","","","",""
"7242","20200302","1803","","","","","","","",""
"7243","20200302","1675","","","","","","","",""
"7244","20200302","1802","","","","","","","",""
"7245","20200302","1802","","","","","","","",""
"7246","20200302","1584","","","","","","","",""
"7247","20200302","1751","","","","","","","",""
"7248","20200302","1580","","","","","","","",""
"7249","20200302","1614","","","","","","","",""
"7250","20200302","1691","","","","","","","",""
"7251","20200302","262","","","","","","","",""
"7252","20200302","1164","","","","","","","",""
"7253","20200302","1621","","","","","","","",""
"7254","20200302","1687","","","","","","","",""
"7255","20200302","1561","","","","","","","",""
"7256","20200303","1238","","","","","","","",""
"7257","20200303","1443","","","","","","","",""
"7258","20200303","1471","","","","","","","",""
"7259","20200303","1109","","","","","","","",""
"7260","20200303","1571","","","","","","","",""
"7261","20200303","1784","","","","","","","",""
"7262","20200305","948","","","","","","","",""
"7264","20200305","1022","","","","","","","",""
"7265","20200305","1748","","","","","","","",""
"7266","20200305","493","","","","","","","",""
"7267","20200305","1756","","","","","","","",""
"7268","20200305","1758","","","","","","","",""
"7269","20200306","758","","","","","","","",""
"7270","20200306","1776","","","","","","","",""
"7271","20200306","1775","","","","","","","",""
"7272","20200306","33","","","","","","","",""
"7273","20200306","1816","","","","","","","",""
"7274","20200309","1205","","","","","","","",""
"7275","20200309","37","","","","","","","",""
"7276","20200309","1762","","","","","","","",""
"7277","20200309","1721","","","","","","","",""
"7278","20200309","1539","","","","","","","",""
"7279","20200309","104","","","","","","","",""
"7280","20200310","209","","","","","","","",""
"7281","20200310","888","","","","","","","",""
"7282","20200311","1145","","","","","","","",""
"7283","20200311","1817","","","","","","","",""
"7284","20200311","1695","","","","","","","",""
"7285","20200312","1145","","","","","","","",""
"7286","20200312","1695","","","","","","","",""
"7287","20200313","1713","","","","","","","",""
"7288","20200313","1651","","","","","","","",""
"7290","20200313","710","","","","","","","",""
"7291","20200313","1301","","","","","","","",""
"7292","20200313","316","","","","","","","",""
"7293","20200313","1729","","","","","","","",""
"7294","20200316","1469","","","","","","","",""
"7295","20200316","1707","","","","","","","",""
"7296","20200316","1816","","","","","","","",""
"7297","20200316","628","","","","","","","",""
"7298","20200316","1232","","","","","","","",""
"7299","20200317","945","","","","","","","",""
"7300","20200317","990","","","","","","","",""
"7301","20200317","1733","","","","","","","",""
"7302","20200317","1729","","","","","","","",""
"7303","20200318","1776","","","","","","","",""
"7304","20200318","1221","","","","","","","",""
"7305","20200319","943","","","","","","","",""
"7306","20200319","1231","","","","","","","",""
"7307","20200319","1709","","","","","","","",""
"7308","20200319","1558","","","","","","","",""
"7309","20200319","1625","","","","","","","",""
"7310","20200319","803","","","","","","","",""
"7311","20200325","313","","","","","","","",""
"7312","20200326","322","","","","","","","",""
"7313","20200326","1618","","","","","","","",""
"7314","20200327","1450","","","","","","","",""
"7315","20200401","1780","","","","","","","",""
"7316","20200401","1821","","","","","","","",""
"7317","20200402","1571","","","","","","","",""
"7318","20200402","221","","","","","","","",""
"7319","20200406","1311","","","","","","","",""
"7320","20200407","1311","","","","","","","",""
"7321","20200407","1607","","","","","","","",""
"7322","20200407","1499","","","","","","","",""
"7323","20200407","1454","","","","","","","",""
"7324","20200407","1618","","","","","","","",""
"7325","20200407","69","","","","","","","",""
"7326","20200407","1041","","","","","","","",""
"7327","20200407","225","","","","","","","",""
"7328","20200407","696","","","","","","","",""
"7329","20200409","1041","","","","","","","",""
"7330","20200409","226","","","","","","","",""
"7331","20200409","1450","","","","","","","",""
"7332","20200409","1450","","","","","","","",""
"7333","20200409","1471","","","","","","","",""
"7334","20200409","1238","","","","","","","",""
"7335","20200409","1443","","","","","","","",""
"7336","20200409","942","","","","","","","",""
"7337","20200409","586","","","","","","","",""
"7338","20200409","59","","","","","","","",""
"7339","20200409","1825","","","","","","","",""
"7342","20200409","1827","","","","","","","",""
"7343","20200409","57","","","","","","","",""
"7344","20200409","1222","","","","","","","",""
"7345","20200409","409","","","","","","","",""
"7346","20200413","1238","","","","","","","",""
