"PAGNUM","PAGFEC","CLICOD","","","","","","","",""
"7347","20200413","1238","","","","","","","",""
"7348","20200413","1443","","","","","","","",""
"7349","20200413","188","","","","","","","",""
"7350","20200413","322","","","","","","","",""
"7351","20200413","1820","","","","","","","",""
"7352","20200413","57","","","","","","","",""
"7353","20200413","462","","","","","","","",""
"7354","20200413","1822","","","","","","","",""
"7355","20200414","1311","","","","","","","",""
"7356","20200414","313","","","","","","","",""
"7357","20200414","69","","","","","","","",""
"7358","20200414","1829","","","","","","","",""
"7359","20200414","322","","","","","","","",""
"7360","20200414","964","","","","","","","",""
"7361","20200414","803","","","","","","","",""
"7362","20200414","231","","","","","","","",""
"7363","20200414","221","","","","","","","",""
"7364","20200414","1834","","","","","","","",""
"7365","20200415","964","","","","","","","",""
"7366","20200415","1471","","","","","","","",""
"7367","20200415","1826","","","","","","","",""
"7368","20200415","1022","","","","","","","",""
"7370","20200415","1822","","","","","","","",""
"7371","20200415","1822","","","","","","","",""
"7372","20200415","1822","","","","","","","",""
"7373","20200415","1822","","","","","","","",""
"7374","20200415","1839","","","","","","","",""
"7375","20200416","462","","","","","","","",""
"7376","20200416","945","","","","","","","",""
"7377","20200416","1085","","","","","","","",""
"7378","20200416","1732","","","","","","","",""
"7379","20200416","17","","","","","","","",""
"7380","20200416","462","","","","","","","",""
"7381","20200416","47","","","","","","","",""
"7382","20200416","1836","","","","","","","",""
"7383","20200416","1835","","","","","","","",""
"7384","20200416","710","","","","","","","",""
"7385","20200416","231","","","","","","","",""
"7386","20200416","1842","","","","","","","",""
"7387","20200417","1022","","","","","","","",""
"7388","20200417","1843","","","","","","","",""
"7389","20200420","942","","","","","","","",""
"7390","20200420","1841","","","","","","","",""
"7391","20200420","1841","","","","","","","",""
"7392","20200420","1840","","","","","","","",""
"7393","20200420","1844","","","","","","","",""
"7394","20200420","69","","","","","","","",""
"7395","20200420","1845","","","","","","","",""
"7396","20200420","1846","","","","","","","",""
"7397","20200420","1847","","","","","","","",""
"7398","20200420","1851","","","","","","","",""
"7399","20200421","1022","","","","","","","",""
"7400","20200421","1850","","","","","","","",""
"7401","20200421","696","","","","","","","",""
"7402","20200421","409","","","","","","","",""
"7403","20200422","690","","","","","","","",""
"7404","20200422","69","","","","","","","",""
"7405","20200422","1824","","","","","","","",""
"7406","20200422","690","","","","","","","",""
"7407","20200422","1041","","","","","","","",""
"7408","20200422","351","","","","","","","",""
"7409","20200422","76","","","","","","","",""
"7410","20200422","76","","","","","","","",""
"7411","20200422","329","","","","","","","",""
"7412","20200422","885","","","","","","","",""
"7413","20200422","885","","","","","","","",""
"7414","20200422","885","","","","","","","",""
"7415","20200422","1721","","","","","","","",""
"7416","20200422","184","","","","","","","",""
"7417","20200422","1826","","","","","","","",""
"7418","20200423","493","","","","","","","",""
"7419","20200423","832","","","","","","","",""
"7420","20200423","1450","","","","","","","",""
"7421","20200423","1848","","","","","","","",""
"7422","20200423","1272","","","","","","","",""
"7423","20200424","832","","","","","","","",""
"7424","20200424","1816","","","","","","","",""
"7425","20200424","1222","","","","","","","",""
"7426","20200424","1231","","","","","","","",""
"7427","20200427","69","","","","","","","",""
"7428","20200427","1850","","","","","","","",""
"7429","20200428","944","","","","","","","",""
"7430","20200428","57","","","","","","","",""
"7431","20200428","1820","","","","","","","",""
"7432","20200428","1837","","","","","","","",""
"7433","20200428","1838","","","","","","","",""
"7434","20200428","1852","","","","","","","",""
"7435","20200428","1789","","","","","","","",""
"7436","20200428","1840","","","","","","","",""
"7437","20200428","1810","","","","","","","",""
"7438","20200428","1474","","","","","","","",""
"7439","20200428","1567","","","","","","","",""
"7440","20200428","1498","","","","","","","",""
"7441","20200428","946","","","","","","","",""
"7442","20200428","1462","","","","","","","",""
"7443","20200428","410","","","","","","","",""
"7444","20200428","245","","","","","","","",""
"7445","20200428","1110","","","","","","","",""
"7446","20200428","1464","","","","","","","",""
"7447","20200428","153","","","","","","","",""
"7448","20200428","1474","","","","","","","",""
"7449","20200429","1853","","","","","","","",""
"7450","20200429","1165","","","","","","","",""
"7451","20200429","1713","","","","","","","",""
"7452","20200429","1707","","","","","","","",""
"7453","20200429","1571","","","","","","","",""
"7454","20200430","1708","","","","","","","",""
"7455","20200430","1729","","","","","","","",""
"7456","20200430","1854","","","","","","","",""
"7457","20200430","1328","","","","","","","",""
"7458","20200430","616","","","","","","","",""
"7459","20200430","1618","","","","","","","",""
"7460","20200430","1756","","","","","","","",""
"7461","20200430","1753","","","","","","","",""
"7462","20200430","1607","","","","","","","",""
"7463","20200504","1145","","","","","","","",""
"7464","20200504","1789","","","","","","","",""
"7465","20200504","1776","","","","","","","",""
"7466","20200504","1450","","","","","","","",""
"7467","20200504","1623","","","","","","","",""
"7468","20200504","240","","","","","","","",""
"7469","20200504","1623","","","","","","","",""
"7470","20200504","1707","","","","","","","",""
"7471","20200504","1789","","","","","","","",""
"7472","20200504","1756","","","","","","","",""
"7473","20200504","1232","","","","","","","",""
"7474","20200505","1145","","","","","","","",""
"7475","20200505","399","","","","","","","",""
"7476","20200505","1278","","","","","","","",""
"7477","20200505","1753","","","","","","","",""
"7478","20200505","1499","","","","","","","",""
"7479","20200505","1729","","","","","","","",""
"7480","20200506","1762","","","","","","","",""
"7481","20200507","69","","","","","","","",""
"7482","20200507","1855","","","","","","","",""
"7483","20200507","189","","","","","","","",""
"7484","20200507","1311","","","","","","","",""
"7485","20200508","322","","","","","","","",""
"7486","20200508","986","","","","","","","",""
"7487","20200511","1754","","","","","","","",""
"7488","20200511","226","","","","","","","",""
"7489","20200511","1545","","","","","","","",""
"7490","20200512","1573","","","","","","","",""
"7491","20200512","1308","","","","","","","",""
"7492","20200512","1753","","","","","","","",""
"7493","20200512","209","","","","","","","",""
"7494","20200513","1221","","","","","","","",""
"7495","20200513","1541","","","","","","","",""
"7496","20200513","476","","","","","","","",""
"7497","20200513","462","","","","","","","",""
"7498","20200513","462","","","","","","","",""
"7499","20200513","1623","","","","","","","",""
"7500","20200514","1311","","","","","","","",""
"7501","20200514","1855","","","","","","","",""
"7502","20200514","1596","","","","","","","",""
"7503","20200514","1856","","","","","","","",""
"7504","20200514","1707","","","","","","","",""
"7505","20200514","1221","","","","","","","",""
"7506","20200514","1758","","","","","","","",""
"7507","20200515","1768","","","","","","","",""
"7508","20200515","832","","","","","","","",""
"7509","20200515","1828","","","","","","","",""
"7510","20200518","329","","","","","","","",""
"7511","20200518","1729","","","","","","","",""
"7512","20200518","69","","","","","","","",""
"7513","20200518","1735","","","","","","","",""
"7514","20200518","1221","","","","","","","",""
"7515","20200519","690","","","","","","","",""
"7516","20200519","1816","","","","","","","",""
"7517","20200519","690","","","","","","","",""
"7518","20200519","1573","","","","","","","",""
"7519","20200519","1221","","","","","","","",""
"7520","20200520","163","","","","","","","",""
"7521","20200520","1729","","","","","","","",""
"7522","20200520","1854","","","","","","","",""
"7523","20200520","1485","","","","","","","",""
"7524","20200521","1729","","","","","","","",""
"7525","20200521","1713","","","","","","","",""
"7526","20200521","1457","","","","","","","",""
"7527","20200521","432","","","","","","","",""
"7528","20200521","1450","","","","","","","",""
"7529","20200521","33","","","","","","","",""
"7530","20200522","1571","","","","","","","",""
"7531","20200522","1651","","","","","","","",""
"7532","20200522","1782","","","","","","","",""
"7533","20200522","231","","","","","","","",""
"7534","20200522","1801","","","","","","","",""
"7535","20200526","1708","","","","","","","",""
"7536","20200526","1450","","","","","","","",""
"7537","20200526","1482","","","","","","","",""
"7538","20200526","48","","","","","","","",""
"7539","20200526","658","","","","","","","",""
"7540","20200526","858","","","","","","","",""
"7541","20200526","580","","","","","","","",""
"7542","20200527","1853","","","","","","","",""
"7543","20200527","1566","","","","","","","",""
"7544","20200527","409","","","","","","","",""
"7545","20200528","1729","","","","","","","",""
"7546","20200528","574","","","","","","","",""
"7547","20200528","1796","","","","","","","",""
"7548","20200528","1815","","","","","","","",""
"7549","20200529","431","","","","","","","",""
"7550","20200529","1732","","","","","","","",""
"7551","20200529","1184","","","","","","","",""
"7552","20200529","1753","","","","","","","",""
"7553","20200529","1618","","","","","","","",""
"7554","20200529","33","","","","","","","",""
"7555","20200601","943","","","","","","","",""
"7556","20200601","1085","","","","","","","",""
"7557","20200601","990","","","","","","","",""
"7558","20200601","1607","","","","","","","",""
"7559","20200601","226","","","","","","","",""
"7560","20200602","1238","","","","","","","",""
"7561","20200602","1443","","","","","","","",""
"7562","20200602","1729","","","","","","","",""
"7563","20200602","1278","","","","","","","",""
"7564","20200602","858","","","","","","","",""
"7565","20200603","1278","","","","","","","",""
"7566","20200603","1854","","","","","","","",""
"7567","20200603","1775","","","","","","","",""
"7568","20200603","1721","","","","","","","",""
"7569","20200603","1471","","","","","","","",""
"7570","20200603","1450","","","","","","","",""
"7571","20200604","1618","","","","","","","",""
"7572","20200604","1499","","","","","","","",""
"7573","20200604","1758","","","","","","","",""
"7574","20200605","758","","","","","","","",""
"7575","20200605","1596","","","","","","","",""
"7576","20200605","1707","","","","","","","",""
"7577","20200605","1753","","","","","","","",""
"7578","20200605","1854","","","","","","","",""
"7579","20200605","209","","","","","","","",""
"7580","20200608","1541","","","","","","","",""
"7581","20200608","1541","","","","","","","",""
"7582","20200608","696","","","","","","","",""
"7583","20200608","1213","","","","","","","",""
"7584","20200608","1860","","","","","","","",""
"7585","20200608","1861","","","","","","","",""
"7586","20200608","1596","","","","","","","",""
"7587","20200609","1729","","","","","","","",""
"7588","20200609","951","","","","","","","",""
"7589","20200609","1692","","","","","","","",""
"7590","20200609","1789","","","","","","","",""
"7591","","1756","","","","","","","",""
"7593","20200610","1109","","","","","","","",""
"7594","20200610","1863","","","","","","","",""
"7595","20200610","1768","","","","","","","",""
"7596","20200610","1857","","","","","","","",""
"7597","20200610","1776","","","","","","","",""
"7598","20200610","1571","","","","","","","",""
"7599","20200611","889","","","","","","","",""
"7600","20200611","1541","","","","","","","",""
"7601","20200611","1713","","","","","","","",""
"7602","20200611","1729","","","","","","","",""
"7603","20200611","1474","","","","","","","",""
"7604","20200611","1713","","","","","","","",""
"7605","20200611","514","","","","","","","",""
"7606","20200611","69","","","","","","","",""
"7607","20200612","1207","","","","","","","",""
"7608","20200612","951","","","","","","","",""
"7609","20200612","710","","","","","","","",""
"7610","20200612","1854","","","","","","","",""
"7611","20200612","1733","","","","","","","",""
"7613","20200612","17","","","","","","","",""
"7614","20200612","990","","","","","","","",""
"7615","20200612","990","","","","","","","",""
"7616","20200612","945","","","","","","","",""
"7621","20200616","163","","","","","","","",""
"7622","20200616","1450","","","","","","","",""
"7623","20200616","888","","","","","","","",""
"7624","20200616","1278","","","","","","","",""
"7625","20200616","1596","","","","","","","",""
"7626","20200616","240","","","","","","","",""
"7627","20200617","628","","","","","","","",""
"7628","20200617","188","","","","","","","",""
"7629","20200617","1708","","","","","","","",""
"7630","20200617","1729","","","","","","","",""
"7631","20200617","1729","","","","","","","",""
"7632","20200617","951","","","","","","","",""
"7633","20200617","1221","","","","","","","",""
"7634","20200617","1862","","","","","","","",""
"7635","20200617","1485","","","","","","","",""
"7636","20200617","69","","","","","","","",""
"7637","20200617","1768","","","","","","","",""
"7638","20200617","240","","","","","","","",""
"7639","20200617","690","","","","","","","",""
"7640","20200617","1735","","","","","","","",""
"7641","20200617","209","","","","","","","",""
"7642","20200617","19","","","","","","","",""
"7643","20200618","104","","","","","","","",""
"7644","20200618","1541","","","","","","","",""
"7645","20200618","1854","","","","","","","",""
"7646","20200618","1541","","","","","","","",""
"7647","20200618","951","","","","","","","",""
"7648","20200619","1272","","","","","","","",""
"7649","20200619","1729","","","","","","","",""
"7650","20200619","1860","","","","","","","",""
"7651","20200619","1221","","","","","","","",""
"7652","20200619","33","","","","","","","",""
"7653","20200622","1651","","","","","","","",""
"7654","20200622","1753","","","","","","","",""
"7655","20200622","1855","","","","","","","",""
"7656","20200622","1450","","","","","","","",""
"7657","20200622","33","","","","","","","",""
"7658","20200622","33","","","","","","","",""
"7659","20200622","1758","","","","","","","",""
"7660","20200622","1761","","","","","","","",""
"7661","20200623","1708","","","","","","","",""
"7662","20200623","1485","","","","","","","",""
"7663","20200623","1860","","","","","","","",""
"7664","20200623","1864","","","","","","","",""
"7665","20200623","1776","","","","","","","",""
"7666","20200623","37","","","","","","","",""
"7667","20200623","1692","","","","","","","",""
"7668","20200623","1856","","","","","","","",""
"7669","20200623","1866","","","","","","","",""
"7670","20200624","1865","","","","","","","",""
"7671","20200624","1311","","","","","","","",""
"7672","20200624","1593","","","","","","","",""
"7673","20200624","1729","","","","","","","",""
"7674","20200625","1761","","","","","","","",""
"7675","20200625","1776","","","","","","","",""
"7676","20200625","632","","","","","","","",""
"7677","20200626","1713","","","","","","","",""
"7678","20200626","1545","","","","","","","",""
"7679","20200626","57","","","","","","","",""
"7680","20200626","185","","","","","","","",""
"7681","20200629","1729","","","","","","","",""
"7682","20200629","189","","","","","","","",""
"7683","20200629","231","","","","","","","",""
"7684","20200629","69","","","","","","","",""
"7685","20200629","1333","","","","","","","",""
"7686","20200630","1636","","","","","","","",""
"7687","20200630","1729","","","","","","","",""
"7688","20200630","1857","","","","","","","",""
"7689","20200701","184","","","","","","","",""
"7690","20200701","1860","","","","","","","",""
"7691","20200701","1238","","","","","","","",""
"7692","20200701","1443","","","","","","","",""
"7693","20200701","1238","","","","","","","",""
"7694","20200701","1471","","","","","","","",""
"7695","20200701","1571","","","","","","","",""
"7696","20200701","1762","","","","","","","",""
"7697","20200701","1692","","","","","","","",""
"7698","20200702","1499","","","","","","","",""
"7699","20200702","1165","","","","","","","",""
"7700","20200702","184","","","","","","","",""
"7701","20200702","547","","","","","","","",""
"7702","20200702","1868","","","","","","","",""
"7703","20200702","1255","","","","","","","",""
"7704","20200703","231","","","","","","","",""
"7705","20200703","1824","","","","","","","",""
"7706","20200703","69","","","","","","","",""
"7707","20200703","1691","","","","","","","",""
"7708","20200703","1854","","","","","","","",""
"7709","20200703","1758","","","","","","","",""
"7710","20200706","885","","","","","","","",""
"7711","20200706","1265","","","","","","","",""
"7712","20200706","1856","","","","","","","",""
"7713","20200706","48","","","","","","","",""
"7714","20200707","628","","","","","","","",""
"7715","20200707","1758","","","","","","","",""
"7716","20200707","885","","","","","","","",""
"7717","20200707","1056","","","","","","","",""
"7718","20200707","1868","","","","","","","",""
"7719","20200707","1485","","","","","","","",""
"7720","20200707","628","","","","","","","",""
"7721","20200707","1858","","","","","","","",""
"7722","20200708","1762","","","","","","","",""
"7723","20200708","1582","","","","","","","",""
"7724","20200708","1469","","","","","","","",""
"7725","20200609","1729","","","","","","","",""
"7726","20200611","1729","","","","","","","",""
"7727","20200617","1729","","","","","","","",""
"7728","20200619","1729","","","","","","","",""
"7729","20200629","1729","","","","","","","",""
"7730","20200630","1729","","","","","","","",""
"7731","20200708","1729","","","","","","","",""
"7732","20200708","1499","","","","","","","",""
"7733","20200708","1753","","","","","","","",""
"7734","20200708","1756","","","","","","","",""
"7735","20200708","1735","","","","","","","",""
"7736","20200708","1485","","","","","","","",""
"7737","20200624","1593","","","","","","","",""
"7738","20200713","1866","","","","","","","",""
"7739","20200713","1776","","","","","","","",""
"7740","20200713","889","","","","","","","",""
"7741","20200713","1735","","","","","","","",""
"7743","20200714","1729","","","","","","","",""
"7744","20200714","1708","","","","","","","",""
"7745","20200714","1651","","","","","","","",""
"7746","20200612","1278","","","","","","","",""
"7747","20200714","1869","","","","","","","",""
"7748","20200701","547","","","","","","","",""
"7749","20200715","1194","","","","","","","",""
"7750","20200715","1721","","","","","","","",""
"7751","20200630","1636","","","","","","","",""
"7752","20200716","1636","","","","","","","",""
"7753","20200716","889","","","","","","","",""
"7754","20200716","1872","","","","","","","",""
"7755","20200716","1866","","","","","","","",""
"7756","20200716","1857","","","","","","","",""
"7757","20200717","1707","","","","","","","",""
"7758","20200717","1870","","","","","","","",""
"7759","20200717","131","","","","","","","",""
"7760","20200717","1221","","","","","","","",""
"7761","20200617","209","","","","","","","",""
"7762","20200717","1578","","","","","","","",""
"7763","20200717","1756","","","","","","","",""
"7764","20200717","168","","","","","","","",""
"7765","20200610","1571","","","","","","","",""
"7766","20200701","1571","","","","","","","",""
"7767","20200610","1571","","","","","","","",""
"7768","20200701","1571","","","","","","","",""
"0","20200720","1571","","","","","","","",""
"0","20200610","1571","","","","","","","",""
"7769","20200610","1571","","","","","","","",""
"0","20200701","1571","","","","","","","",""
"7770","20200701","1571","","","","","","","",""
"0","20200701","628","","","","","","","",""
"7771","20200701","628","","","","","","","",""
"0","20200720","1704","","","","","","","",""
"7772","20200720","1704","","","","","","","",""
"0","20200720","1474","","","","","","","",""
"7773","20200720","1474","","","","","","","",""
"0","20200720","1692","","","","","","","",""
"7774","20200720","1692","","","","","","","",""
"0","20200623","37","","","","","","","",""
"7775","20200623","37","","","","","","","",""
"0","20200720","209","","","","","","","",""
"7776","20200720","209","","","","","","","",""
"0","20200720","946","","","","","","","",""
"7777","20200720","946","","","","","","","",""
"0","20200701","547","","","","","","","",""
"7778","20200701","547","","","","","","","",""
"0","20200714","547","","","","","","","",""
"7779","20200714","547","","","","","","","",""
"0","20200721","547","","","","","","","",""
"7780","20200721","547","","","","","","","",""
"0","20200721","1873","","","","","","","",""
"7781","20200721","1873","","","","","","","",""
"0","20200715","1194","","","","","","","",""
"7782","20200715","1194","","","","","","","",""
"0","20200721","1593","","","","","","","",""
"7783","20200721","1593","","","","","","","",""
"0","20200721","1571","","","","","","","",""
"7784","20200721","1571","","","","","","","",""
"0","20200721","1272","","","","","","","",""
"7785","20200721","1272","","","","","","","",""
"0","20200722","818","","","","","","","",""
"7786","20200722","818","","","","","","","",""
"0","20200722","1803","","","","","","","",""
"7787","20200722","1803","","","","","","","",""
"0","20200722","1874","","","","","","","",""
"7788","20200722","1874","","","","","","","",""
"0","20200722","409","","","","","","","",""
"7789","20200722","409","","","","","","","",""
"0","20200715","1721","","","","","","","",""
"7790","20200715","1721","","","","","","","",""
"0","20200722","1721","","","","","","","",""
"7791","20200722","1721","","","","","","","",""
"0","20200708","1582","","","","","","","",""
"7792","20200708","1582","","","","","","","",""
"0","20200625","1545","","","","","","","",""
"7793","20200625","1545","","","","","","","",""
"0","20200723","1868","","","","","","","",""
"7794","20200723","1868","","","","","","","",""
"0","20200723","1753","","","","","","","",""
"7795","20200723","1753","","","","","","","",""
"0","20200723","1758","","","","","","","",""
"7796","20200723","1758","","","","","","","",""
"0","20200723","1186","","","","","","","",""
"7797","20200723","1186","","","","","","","",""
"0","20200724","262","","","","","","","",""
"7798","20200724","262","","","","","","","",""
"0","20200724","647","","","","","","","",""
"7799","20200724","647","","","","","","","",""
"0","20200724","1584","","","","","","","",""
"7800","20200724","1584","","","","","","","",""
"0","20200724","1691","","","","","","","",""
"7801","20200724","1691","","","","","","","",""
"0","20200724","1776","","","","","","","",""
"7802","20200724","1776","","","","","","","",""
"0","20200707","1469","","","","","","","",""
"7803","20200707","1469","","","","","","","",""
"0","20200724","1231","","","","","","","",""
"7804","20200724","1231","","","","","","","",""
"0","20200724","1679","","","","","","","",""
"7805","20200724","1679","","","","","","","",""
"0","20200724","1876","","","","","","","",""
"7806","20200724","1876","","","","","","","",""
"0","20200724","1545","","","","","","","",""
"7807","20200724","1545","","","","","","","",""
"0","20200724","628","","","","","","","",""
"7808","20200724","628","","","","","","","",""
"0","20200724","1509","","","","","","","",""
"7809","20200724","1509","","","","","","","",""
"0","20200724","1859","","","","","","","",""
"7810","20200724","1859","","","","","","","",""
"0","20200724","942","","","","","","","",""
"0","20200629","942","","","","","","","",""
"7811","20200629","942","","","","","","","",""
"0","20200702","942","","","","","","","",""
"7812","20200702","942","","","","","","","",""
"0","20200728","547","","","","","","","",""
"7813","20200728","547","","","","","","","",""
"0","20200728","1732","","","","","","","",""
"7814","20200728","1732","","","","","","","",""
"0","20200728","17","","","","","","","",""
"7815","20200728","17","","","","","","","",""
"0","20200728","1085","","","","","","","",""
"7816","20200728","1085","","","","","","","",""
"0","20200728","945","","","","","","","",""
"7817","20200728","945","","","","","","","",""
"0","20200728","943","","","","","","","",""
"7818","20200728","943","","","","","","","",""
"0","20200728","1733","","","","","","","",""
"7819","20200728","1733","","","","","","","",""
"0","20200728","104","","","","","","","",""
"7820","20200728","104","","","","","","","",""
"0","20200728","1566","","","","","","","",""
"7821","20200728","1566","","","","","","","",""
"0","20200729","1499","","","","","","","",""
"7822","20200729","1499","","","","","","","",""
"0","20200701","1499","","","","","","","",""
"7823","20200701","1499","","","","","","","",""
"0","20200730","1751","","","","","","","",""
"7824","20200730","1751","","","","","","","",""
"0","20200730","758","","","","","","","",""
"7825","20200730","758","","","","","","","",""
"0","20200730","185","","","","","","","",""
"7826","20200730","185","","","","","","","",""
"0","20200730","1878","","","","","","","",""
"7827","20200730","1878","","","","","","","",""
"0","20200730","1471","","","","","","","",""
"7828","20200730","1471","","","","","","","",""
"0","20200730","1272","","","","","","","",""
"7829","20200730","1272","","","","","","","",""
"0","20200730","1573","","","","","","","",""
"7830","20200730","1573","","","","","","","",""
"0","20200731","1328","","","","","","","",""
"7831","20200731","1328","","","","","","","",""
"0","20200731","1729","","","","","","","",""
"7832","20200731","1729","","","","","","","",""
"0","20200731","1872","","","","","","","",""
"7833","20200731","1872","","","","","","","",""
"0","20200731","1782","","","","","","","",""
"7834","20200731","1782","","","","","","","",""
"0","20200803","818","","","","","","","",""
"7835","20200803","818","","","","","","","",""
"0","20200803","1729","","","","","","","",""
"7836","20200803","1729","","","","","","","",""
"0","20200803","1307","","","","","","","",""
"7837","20200803","1307","","","","","","","",""
"0","20200803","1474","","","","","","","",""
"7838","20200803","1474","","","","","","","",""
"0","20200803","1301","","","","","","","",""
"7839","20200803","1301","","","","","","","",""
"0","20200803","1779","","","","","","","",""
"7840","20200803","1779","","","","","","","",""
"0","20200803","1454","","","","","","","",""
"7841","20200803","1454","","","","","","","",""
"0","20200803","1857","","","","","","","",""
"7842","20200803","1857","","","","","","","",""
"0","20200803","1871","","","","","","","",""
"7843","20200803","1871","","","","","","","",""
"0","20200803","1238","","","","","","","",""
"7844","20200803","1238","","","","","","","",""
"0","20200803","1443","","","","","","","",""
"7845","20200803","1443","","","","","","","",""
"0","20200803","1443","","","","","","","",""
"7846","20200803","1443","","","","","","","",""
"0","20200803","1779","","","","","","","",""
"7847","20200803","1779","","","","","","","",""
"0","20200804","574","","","","","","","",""
"7848","20200804","574","","","","","","","",""
"0","20200804","209","","","","","","","",""
"7849","20200804","209","","","","","","","",""
"0","20200804","1866","","","","","","","",""
"7850","20200804","1866","","","","","","","",""
"0","20200804","1824","","","","","","","",""
"7851","20200804","1824","","","","","","","",""
"0","20200804","1022","","","","","","","",""
"7852","20200804","1022","","","","","","","",""
"0","20200805","1877","","","","","","","",""
"7853","20200805","1877","","","","","","","",""
"0","20200805","603","","","","","","","",""
"7854","20200805","603","","","","","","","",""
"0","20200805","1856","","","","","","","",""
"7855","20200805","1856","","","","","","","",""
"0","20200805","1854","","","","","","","",""
"7856","20200805","1854","","","","","","","",""
"0","20200805","1221","","","","","","","",""
"7857","20200805","1221","","","","","","","",""
"0","20200805","1261","","","","","","","",""
"7858","20200805","1261","","","","","","","",""
"0","20200805","1571","","","","","","","",""
"0","20200729","1571","","","","","","","",""
"7859","20200729","1571","","","","","","","",""
"0","20200805","1278","","","","","","","",""
"0","20200714","1278","","","","","","","",""
"7860","20200714","1278","","","","","","","",""
"0","20200630","1636","","","","","","","",""
"7861","20200630","1636","","","","","","","",""
"0","20200715","1636","","","","","","","",""
"7862","20200715","1636","","","","","","","",""
"0","20200806","603","","","","","","","",""
"7863","20200806","603","","","","","","","",""
"0","20200611","514","","","","","","","",""
"7864","20200611","514","","","","","","","",""
"0","20200629","189","","","","","","","",""
"7865","20200629","189","","","","","","","",""
"0","20200806","1789","","","","","","","",""
"7866","20200806","1789","","","","","","","",""
"0","20200807","1879","","","","","","","",""
"7867","20200807","1879","","","","","","","",""
"0","20200807","1042","","","","","","","",""
"7868","20200807","1042","","","","","","","",""
"0","20200807","1207","","","","","","","",""
"7869","20200807","1207","","","","","","","",""
"0","20200807","245","","","","","","","",""
"7870","20200807","245","","","","","","","",""
"0","20200807","1860","","","","","","","",""
"7871","20200807","1860","","","","","","","",""
"0","20200807","1593","","","","","","","",""
"7872","20200807","1593","","","","","","","",""
"0","20200807","1222","","","","","","","",""
"7873","20200807","1222","","","","","","","",""
"0","20200807","942","","","","","","","",""
"7874","20200807","942","","","","","","","",""
"0","20200807","19","","","","","","","",""
"7875","20200807","19","","","","","","","",""
"0","20200618","1485","","","","","","","",""
"7876","20200618","1485","","","","","","","",""
"0","20200807","1","","","","","","","",""
"7877","20200807","1","","","","","","","",""
"0","20200810","1278","","","","","","","",""
"7878","20200810","1278","","","","","","","",""
"0","20200810","1621","","","","","","","",""
"7879","20200810","1621","","","","","","","",""
"0","20200810","1834","","","","","","","",""
"7880","20200810","1834","","","","","","","",""
"0","20200702","1775","","","","","","","",""
"7881","20200702","1775","","","","","","","",""
"0","20200810","1221","","","","","","","",""
"7882","20200810","1221","","","","","","","",""
"0","20200810","33","","","","","","","",""
"7883","20200810","33","","","","","","","",""
"0","20200607","1869","","","","","","","",""
"7884","20200607","1869","","","","","","","",""
"0","20200811","1869","","","","","","","",""
"7885","20200811","1869","","","","","","","",""
"0","20200811","1692","","","","","","","",""
"7886","20200811","1692","","","","","","","",""
"0","20200813","673","","","","","","","",""
"7887","20200813","673","","","","","","","",""
"0","20200813","630","","","","","","","",""
"7888","20200813","630","","","","","","","",""
"0","20200813","1753","","","","","","","",""
"7889","20200813","1753","","","","","","","",""
"0","20200814","673","","","","","","","",""
"7890","20200814","673","","","","","","","",""
"0","20200814","1188","","","","","","","",""
"7891","20200814","1188","","","","","","","",""
"7892","20200814","1713","","","","","","","",""
"0","20200814","1707","","","","","","","",""
"7893","20200814","1707","","","","","","","",""
"0","20200814","1708","","","","","","","",""
"0","20200616","1708","","","","","","","",""
"7894","20200616","1708","","","","","","","",""
"0","20200713","1708","","","","","","","",""
"7895","20200713","1708","","","","","","","",""
"0","20200715","1708","","","","","","","",""
"7896","20200715","1708","","","","","","","",""
"0","20200814","1708","","","","","","","",""
"7897","20200814","1708","","","","","","","",""
"0","20200814","1758","","","","","","","",""
"7898","20200814","1758","","","","","","","",""
"0","20200818","1618","","","","","","","",""
"7899","20200818","1618","","","","","","","",""
"0","20200819","319","","","","","","","",""
"7900","20200819","319","","","","","","","",""
"0","20200819","1729","","","","","","","",""
"7901","20200819","1729","","","","","","","",""
"0","20200819","1272","","","","","","","",""
"7902","20200819","1272","","","","","","","",""
"0","20200820","1713","","","","","","","",""
"7903","20200820","1713","","","","","","","",""
"0","20200820","1866","","","","","","","",""
"7904","20200820","1866","","","","","","","",""
"0","20200820","189","","","","","","","",""
"7905","20200820","189","","","","","","","",""
"0","20200820","1623","","","","","","","",""
"7906","20200820","1623","","","","","","","",""
"0","20200820","1761","","","","","","","",""
"7907","20200820","1761","","","","","","","",""
"0","20200820","1804","","","","","","","",""
"7908","20200820","1804","","","","","","","",""
"0","20200820","1597","","","","","","","",""
"7909","20200820","1597","","","","","","","",""
"0","20200820","1578","","","","","","","",""
"7910","20200820","1578","","","","","","","",""
"0","20200820","1547","","","","","","","",""
"7911","20200820","1547","","","","","","","",""
"0","20200821","163","","","","","","","",""
"7912","20200821","163","","","","","","","",""
"0","20200821","1874","","","","","","","",""
"7913","20200821","1874","","","","","","","",""
"0","20200821","1721","","","","","","","",""
"7914","20200821","1721","","","","","","","",""
"0","20200821","1580","","","","","","","",""
"7915","20200821","1580","","","","","","","",""
"0","20200821","1756","","","","","","","",""
"7916","20200821","1756","","","","","","","",""
"0","20200821","1596","","","","","","","",""
"7917","20200821","1596","","","","","","","",""
