"PAGNUM","PAGSEC","PAGTIP","PAGIMP","PAGCHENUM","PAGCHEBAN","PAGCHEEST","PAGOBS"," ","","","","","","",""
"6504","2","Efectivo","1082.07","","","","","","","","","","","",""
"6505","1","Efectivo","27047.9","","","","","","","","","","","",""
"6506","1","Efectivo","1188.4","","","","","","","","","","","",""
"6507","1","Deposito","24000","","CREDICOOP","","","","","","","","","",""
"6508","1","Deposito","8500","","CREDICOOP","","","","","","","","","",""
"6509","1","Cheque","10000","16387944","PATAGONIA","","","","","","","","","",""
"6509","2","Cheque","10000","16387945","PATAGONIA","","","","","","","","","",""
"6511","1","Efectivo","1469","","","","","","","","","","","",""
"6512","1","Efectivo","1585","","","","","","","","","","","",""
"6513","1","Deposito","3000","","CREDICOOP","","","","","","","","","",""
"6514","1","Deposito","4850","","CREDICOOP","","","","","","","","","",""
"6515","1","Efectivo","4396.2","","","","","","","","","","","",""
"6516","1","Cheque","2888.54","20145855","CREDICOOP","","","","","","","","","",""
"6516","2","Cheque","2888.54","20145856","CREDICOOP","","","","","","","","","",""
"6516","3","Cheque","2888.54","20145857","CREDICOOP","","","","","","","","","",""
"6517","1","Efectivo","3581","","","","","","","","","","","",""
"6518","1","Efectivo","4831.03","","","","","","","","","","","",""
"6519","1","Efectivo","6021.54","","","","","","","","","","","",""
"6520","1","Cheque","7257.05","00240511","FRANCES","","","","","","","","","",""
"6521","1","Efectivo","4813.17","","","","","","","","","","","",""
"6522","1","Cheque","5970","96925041","MACRO","","","","","","","","","",""
"6522","2","Efectivo","3361","","","","","","","","","","","",""
"6523","1","Efectivo","3237.24","","","","","","","","","","","",""
"6524","1","Cheque","15000","28760214","PATAGONIA","","","","","","","","","",""
"6524","2","Cheque","17100","28382500","PATAGONIA","","","","","","","","","",""
"6525","1","Deposito","18600","","CREDICOOP","","","","","","","","","",""
"6526","1","Otros","2808.2","","NO SE SABE","","","","","","","","","",""
"6527","1","Deposito","11455.22","","CREDICOOP","","","","","","","","","",""
"6528","1","Deposito","5919.1","","CREDICOOP","","","","","","","","","",""
"6529","1","Efectivo","19937.51","","","","","","","","","","","",""
"6530","1","Cheque","1963","20345808","CREDICOOP","","","","","","","","","",""
"6531","1","Efectivo","8000","","","","","","","","","","","",""
"6532","1","Efectivo","670.8","","","","","","","","","","","",""
"6533","1","Efectivo","7129.03","","","","","","","","","","","",""
"6534","1","Efectivo","8173.06","","","","","","","","","","","",""
"6535","1","Efectivo","13752.22","","","","","","","","","","","",""
"6536","1","Efectivo","17449.16","","","","","","","","","","","",""
"6537","1","Efectivo","1705.3","","","","","","","","","","","",""
"6538","1","Efectivo","4118","","","","","","","","","","","",""
"6539","1","Deposito","1300","","CREDICOOP","","","","","","","","","",""
"6540","1","Efectivo","46455.2","","","","","","","","","","","",""
"6541","1","Efectivo","10290.5","","","","","","","","","","","",""
"6542","1","Efectivo","13595","","","","","","","","","","","",""
"6543","1","Deposito","11326","","CREDICOOP","","","","","","","","","",""
"6544","1","Cheque","6908.63","18320960","PATAGONIA","","","","","","","","","",""
"6545","1","Efectivo","1140","","","","","","","","","","","",""
"6546","1","Deposito","11507.1","","NACION","","","","","","","","","",""
"6547","1","Cheque","10370","32837681","LA PAMPA","","","","","","","","","",""
"6547","2","Efectivo","548.17","","","","","","","","","","","",""
"6548","1","Cheque","7240","00167466","NACION","","","","","","","","","",""
"6549","1","Efectivo","911.78","","","","","","","","","","","",""
"6549","2","Cheque","3000","03125413","NACION","","","","","","","","","",""
"6549","3","Cheque","1859","66213856","PROVINCIA","","","","","","","","","",""
"6549","4","Cheque","2960","32646393","LA PAMPA","","","","","","","","","",""
"6549","5","Cheque","4559.6","32823895","LA PAMPA","","","","","","","","","",""
"6550","1","Cheque","4568","69200874","PROVINCIA","","","","","","","","","",""
"6551","1","Cheque","14000","47818579","LA PAMPA","","","","","","","","","",""
"6552","1","Cheque","5330","15300074","RIO","","","","","","","","","",""
"6553","1","Cheque","4181.53","397330879","NACION","","","","","","","","","",""
"6554","1","Cheque","2457.97","32796812","LA PAMPA","","","","","","","","","",""
"6554","2","Cheque","2893","66910474","PROVINCIA","","","","","","","","","",""
"6554","3","Efectivo","1793.52","","","","","","","","","","","",""
"6555","1","Efectivo","6400","","","","","","","","","","","",""
"6556","1","Efectivo","22061.77","","","","","","","","","","","",""
"6557","1","Efectivo","7451.76","","","","","","","","","","","",""
"6558","1","Efectivo","5644.72","","","","","","","","","","","",""
"6559","1","Efectivo","4375.25","","","","","","","","","","","",""
"6560","1","Efectivo","5649.03","","","","","","","","","","","",""
"6561","1","Efectivo","2984.51","","","","","","","","","","","",""
"6562","1","Efectivo","3051.19","","","","","","","","","","","",""
"6563","1","Efectivo","2000","","","","","","","","","","","",""
"6564","1","Efectivo","3000","","","","","","","","","","","",""
"6565","1","Deposito","11598.5","","CREDICOOP","","","","","","","","","",""
"6566","1","Efectivo","6900","","","","","","","","","","","",""
"6567","1","Deposito","1500","","CREDICOOP","","","","","","","","","",""
"6568","1","Efectivo","58950","","","","","","","","","","","",""
"6569","1","Efectivo","7243.1","","","","","","","","","","","",""
"6570","1","Efectivo","5301.8","","","","","","","","","","","",""
"6571","1","Efectivo","10488","","","","","","","","","","","",""
"6572","1","Efectivo","4569.68","","","","","","","","","","","",""
"6573","1","Efectivo","5073.71","","","","","","","","","","","",""
"6574","1","Efectivo","16609.43","","","","","","","","","","","",""
"6575","1","Efectivo","4039","","","","","","","","","","","",""
"6576","1","Efectivo","7825.51","","","","","","","","","","","",""
"6577","1","Efectivo","6359.2","","","","","","","","","","","",""
"6578","1","Efectivo","2368","","","","","","","","","","","",""
"6579","1","Efectivo","5289.3","","","","","","","","","","","",""
"6580","1","Efectivo","5884","","","","","","","","","","","",""
"6581","1","Efectivo","7888","","","","","","","","","","","",""
"6582","1","Efectivo","2000","","","","","","","","","","","",""
"6583","1","Deposito","5000","","CREDICOOP","","","","","","","","","",""
"6584","1","Efectivo","4460.6","","","","","","","","","","","",""
"6585","1","Deposito","1300","","CREDICOOP","","","","","","","","","",""
"6586","1","Deposito","6313.36","","CREDICOOP","","","","","","","","","",""
"6587","1","Cheque","676.69","22801636","COMAFI","","","","","","","","","",""
"6587","2","Cheque","1614.25","00859875","FRANCES","","","","","","","","","",""
"6587","3","Cheque","4592","11600691","RIO","","","","","","","","","",""
"6587","4","Cheque","6780.45","00756579","NACION","","","","","","","","","",""
"6587","5","Cheque","9184","43500877","RIO","","","","","","","","","",""
"6587","6","Cheque","6055","46208620","CREDICOOP","","","","","","","","","",""
"6587","7","Efectivo","50","","","","","","","","","","","",""
"6588","1","Efectivo","12395","","","","","","","","","","","",""
"6589","1","Efectivo","1162","","","","","","","","","","","",""
"6590","1","Efectivo","3600.6","","","","","","","","","","","",""
"6591","1","Efectivo","6317","","","","","","","","","","","",""
"6592","1","Efectivo","31288.92","","","","","","","","","","","",""
"6593","1","Efectivo","11376.72","","","","","","","","","","","",""
"6594","1","Cheque","10967.04","97130005","MACRO","","","","","","","","","",""
"6595","1","Efectivo","7000","","","","","","","","","","","",""
"6596","1","Cheque","9892.08","98404204","MACRO","","","","","","","","","",""
"6597","1","Efectivo","27472.13","","","","","","","","","","","",""
"6598","1","Efectivo","3184","","","","","","","","","","","",""
"6599","1","Cheque","50000","47216956","CREDICOOP","","","","","","","","","",""
"6600","1","Cheque","50000","47213090","CREDICOOP","","","","","","","","","",""
"6601","1","Efectivo","1188.1","","","","","","","","","","","",""
"6602","1","Efectivo","1935.6","","","","","","","","","","","",""
"6603","1","Efectivo","4841.52","","","","","","","","","","","",""
"6604","1","Efectivo","3237.3","","","","","","","","","","","",""
"6605","1","Cheque","6985.5","49135533","CREDICOOP","","","","","","","","","",""
"6605","2","Cheque","6500","49135535","CREDICOOP","","","","","","","","","",""
"6606","1","Cheque","33000","46733738","CREDICOOP","","","","","","","","","",""
"6609","1","Deposito","99000","","CREDICOOP","","","","","","","","","",""
"6609","2","Deposito","37351.15","","CREDICOOP","","","","","","","","","",""
"6610","1","Cheque","2400","54683474","PROVINCIA","","","","","","","","","",""
"6610","2","Cheque","2200","66957144","PROVINCIA","","","","","","","","","",""
"6611","1","Deposito","8895.35","","CREDICOOP","","","","","","","","","",""
"6612","1","Cheque","30000","47213091","CREDICOOP","","","","","","","","","",""
"6612","2","Efectivo","64000","","","","","","","","","","","",""
"6613","1","Cheque","7300","47216957","CREDICOOP","","","","","","","","","",""
"6613","2","Efectivo","45000","","","","","","","","","","","",""
"6614","1","Efectivo","49000","","","","","","","","","","","",""
"6615","1","Cheque","1683.75","49586492","CREDICOOP","","","","","","","","","",""
"6615","2","Cheque","1683.75","49586493","CREDICOOP","","","","","","","","","",""
"6616","1","Efectivo","4040.6","","","","","","","","","","","",""
"6617","1","Efectivo","12532.55","","","","","","","","","","","",""
"6618","1","Deposito","1300","","CREDICOOP","","","","","","","","","",""
"6619","1","Efectivo","3113.3","","","","","","","","","","","",""
"6620","1","Efectivo","6993.1","","","","","","","","","","","",""
"6621","1","Deposito","14433.92","","CREDICOOP","","","","","","","","","",""
"6622","1","Efectivo","9500","","","","","","","","","","","",""
"6623","1","Efectivo","1014.6","","","","","","","","","","","",""
"6624","1","Efectivo","2485","","","","","","","","","","","",""
"6625","1","Cheque","2179","01884918","NACION","","","","","","","","","",""
"6625","2","Cheque","2179","018884919","NACION","","","","","","","","","",""
"6625","3","Cheque","2179","","01884920","","","","","","","","","",""
"6626","1","Efectivo","6831.3","","","","","","","","","","","",""
"6627","1","Efectivo","12800","","","","","","","","","","","",""
"6628","1","Deposito","6100","","CREDICOOP","","","","","","","","","",""
"6629","1","Efectivo","3221.6","","","","","","","","","","","",""
"6630","1","Cheque","11245.24","95662724","MACRO","","","","","","","","","",""
"6630","2","Otros","165.06","","RETENCION","","","","","","","","","",""
"6631","1","Efectivo","2500","","","","","","","","","","","",""
"6632","1","Cheque","22500","67762423","PROVINCIA","","","","","","","","","",""
"6632","2","Cheque","22500","67762422","PROVINCIA","","","","","","","","","",""
"6632","3","Cheque","10000","67762424","PROVINCIA","","","","","","","","","",""
"6632","4","Cheque","13000","67762425","PROVINCIA","","","","","","","","","",""
"6633","1","Cheque","10000","24934370","GALICIA","","","","","","","","","",""
"6633","2","Cheque","10000","24934371","GALICIA","","","","","","","","","",""
"6634","1","Efectivo","5765.9","","","","","","","","","","","",""
"6635","1","Efectivo","3649.26","","","","","","","","","","","",""
"6636","1","Deposito","1300","","CREDICOOP","","","","","","","","","",""
"6637","1","Efectivo","3739.3","","","","","","","","","","","",""
"6638","1","Efectivo","11245","","","","","","","","","","","",""
"6639","1","Efectivo","4154.1","","","","","","","","","","","",""
"6640","1","Cheque","16978.24","047000021","SANTA CRUZ","","","","","","","","","",""
"6642","1","Cheque","12479.94","04700021","SANTA CRUZ","","","","","","","","","",""
"6643","1","Cheque","20488.45","04700021","SANTA CRUZ","","","","","","","","","",""
"6644","1","Cheque","12293.33","04628653","SANTA CRUZ","","","","","","","","","",""
"6645","1","Cheque","19365.6","04558230","TIERRA DEL FUEGO","","","","","","","","","",""
"6646","1","Cheque","10038.6","04558230","TIERRA DEL FUEGO","","","","","","","","","",""
"6647","1","Cheque","15150.11","04695758","SANTA CRUZ","","","","","","","","","",""
"6648","1","Cheque","10529.18","04693192","SANTA CRUZ","","","","","","","","","",""
"6649","1","Efectivo","45557.78","","","","","","","","","","","",""
"6650","1","Deposito","4000","","CREDICOOP","","","","","","","","","",""
"6651","1","Efectivo","20530.92","","","","","","","","","","","",""
"6652","1","Efectivo","4411.15","","","","","","","","","","","",""
"6653","1","Cheque","22766.41","79792079","RIOI","","","","","","","","","",""
"6653","2","Otros","334.18","","RETENCION","","","","","","","","","",""
"6654","1","Cheque","9351.7","00000190","RIO","","","","","","","","","",""
"6655","1","Efectivo","2852","","","","","","","","","","","",""
"6656","1","Cheque","520.97","80001656","FRANCES","","","","","","","","","",""
"6656","2","Efectivo","1171.02","","","","","","","","","","","",""
"6657","1","Deposito","11243.6","","CREDICOOP","","","","","","","","","",""
"6658","1","Efectivo","4275.6","","","","","","","","","","","",""
"6659","1","Deposito","6100","","CREDICOOP","","","","","","","","","",""
"6660","1","Deposito","1300","","CREDICOOP","","","","","","","","","",""
"6661","1","Efectivo","1035","","","","","","","","","","","",""
"6662","1","Efectivo","2730","","","","","","","","","","","",""
"6663","1","Cheque","3746","56335879","CREDICOOP","","","","","","","","","",""
"6663","2","Efectivo","72150","","","","","","","","","","","",""
"6664","1","Efectivo","4636.11","","","","","","","","","","","",""
"6665","1","Efectivo","3027.3","","","","","","","","","","","",""
"6666","1","Efectivo","14600","","","","","","","","","","","",""
"6667","1","Efectivo","10000","","","","","","","","","","","",""
"6668","1","Efectivo","1300","","","","","","","","","","","",""
"6669","0","Efectivo","3035.8","","","","","","","","","","","",""
"6669","1","Efectivo","1","","","","","","","","","","","",""
"6670","1","Efectivo","5180","","","","","","","","","","","",""
"6671","1","Efectivo","3201","","","","","","","","","","","",""
"6672","1","Cheque","9000","67762399","BANCO PROVINCIA","","","","","","","","","",""
"6672","2","Cheque","9000","67762398","BANCO PROVINCIA","","","","","","","","","",""
"6673","1","Cheque","21830","67762438","BANCO PROVINCIA","","","","","","","","","",""
"6673","2","Cheque","21830","67762439","BANCO PROVINCIA","","","","","","","","","",""
"6674","1","Cheque","15193.74","49530489","CREDICOOP","","","","","","","","","",""
"6675","1","Cheque","32606.48","16746681","BANCO DEL CHUBUT","","","","","","","","","",""
"6676","1","Efectivo","1282.5","","","","","","","","","","","",""
"6677","1","Efectivo","3150","","","","","","","","","","","",""
"6678","1","Deposito","1554.17","","CREDICOOP","","","","","","","","","",""
"6679","1","Deposito","30008.79","","CREDICOOP","","","","","","","","","",""
"6680","1","Efectivo","11894.95","","","","","","","","","","","",""
"6681","1","Cheque","2246.8","67951856","PROVINCIA","","","","","","","","","",""
"6681","2","Cheque","2246","67951857","PROVINCIA","","","","","","","","","",""
"6682","1","Efectivo","6356.9","","","","","","","","","","","",""
"6683","1","Cheque","25937.83","00011403","NACION","","","","","","","","","",""
"6684","1","Cheque","46000","47213092","CREDICOOP","","","","","","","","","",""
"6685","1","Cheque","50000","47216958","CREDICOOP","","","","","","","","","",""
"6686","1","Efectivo","8600","","","","","","","","","","","",""
"6688","1","Efectivo","17992.7","","","","","","","","","","","",""
"6689","1","Cheque","40000","46733739","CREDICOOP","","","","","","","","","",""
"6690","1","Efectivo","90000","","","","","","","","","","","",""
"6690","2","Efectivo","10200","","","","","","","","","","","",""
"6691","1","Cheque","1197.98","20804517","CREDICOOP","","","","","","","","","",""
"6691","2","Efectivo","832.43","","","","","","","","","","","",""
"6692","1","Deposito","6754.56","","CREDICOOP","","","","","","","","","",""
"6693","1","Efectivo","7080.7","","","","","","","","","","","",""
"6694","1","Efectivo","2357.66","","","","","","","","","","","",""
"6695","1","Efectivo","40000","","","","","","","","","","","",""
"6696","1","Efectivo","42000","","","","","","","","","","","",""
"6698","1","Efectivo","77000","","","","","","","","","","","",""
"6700","1","Cheque","3700","32938802","LA PAMPA","","","","","","","","","",""
"6700","2","Cheque","5622","67659790","PROVINCIA","","","","","","","","","",""
"6700","3","Efectivo","2007.2","","","","","","","","","","","",""
"6701","1","Efectivo","2341.9","","","","","","","","","","","",""
"6702","1","Efectivo","6180.75","","","","","","","","","","","",""
"6703","1","Efectivo","14867.75","","","","","","","","","","","",""
"6704","1","Efectivo","1693","","","","","","","","","","","",""
"6705","1","Cheque","32829.49","04704520","SANTA CRUZ","","","","","","","","","",""
"6705","2","Cheque","30000","04704519","SANTA CRUZ","","","","","","","","","",""
"6706","1","Efectivo","6734.2","","","","","","","","","","","",""
"6707","1","Efectivo","19862.42","","","","","","","","","","","",""
"6708","1","Efectivo","6161.31","","","","","","","","","","","",""
"6709","1","Deposito","45000","","NACION","","","","","","","","","",""
"6710","1","Efectivo","8913.37","","","","","","","","","","","",""
"6711","1","Deposito","16142.5","","CREDICOOP","","","","","","","","","",""
"6712","1","Cheque","29886.45","20405076","PATAGONIA","","","","","","","","","",""
"6713","1","Cheque","10800","20405086","PATAGONIA","","","","","","","","","",""
"6714","1","Efectivo","27185.4","","","","","","","","","","","",""
"6715","1","Efectivo","8418.4","","","","","","","","","","","",""
"6716","1","Efectivo","7519.2","","","","","","","","","","","",""
"6717","1","Deposito","5711","","CREDICOOP","","","","","","","","","",""
"6718","1","Efectivo","5624.14","","","","","","","","","","","",""
"6719","1","Cheque","5522.41","00240522","FRANCES�","","","","","","","","","",""
"6720","1","Efectivo","5554.9","","","","","","","","","","","",""
"6721","1","Efectivo","3529.83","","","","","","","","","","","",""
"6722","1","Cheque","4132.41","00570243","FRANCES","","","","","","","","","",""
"6723","1","Cheque","49568","06432817","PATAGONIA","","","","","","","","","",""
"6724","1","Deposito","2961.5","","NACION","","","","","","","","","",""
"6725","1","Efectivo","2540.4","","","","","","","","","","","",""
"6726","1","Efectivo","3586","","","","","","","","","","","",""
"6727","1","Cheque","7619.56","95662755","MACRO","","","","","","","","","",""
"6727","2","Otros","111.89","","RETENCION","","","","","","","","","",""
"6728","1","Efectivo","30000","","","","","","","","","","","",""
"6729","1","Cheque","6509","19832400","PATAGONIA","","","","","","","","","",""
"6730","1","Efectivo","6355.68","","","","","","","","","","","",""
"6731","1","Cheque","15051.19","33017373","LA PAMPA","","","","","","","","","",""
"6732","1","Cheque","30000","20499580","CREDICOOP","","","","","","","","","",""
"6732","2","Cheque","30000","20499581","CREDICOOP","","","","","","","","","",""
"6732","3","Cheque","41277","20499582","CREDICOOP","","","","","","","","","",""
"6733","1","Otros","14577.12","","FALLECIO","","","","","","","","","",""
"6734","1","Efectivo","652","","","","","","","","","","","",""
"6735","1","Efectivo","5700","","","","","","","","","","","",""
"6736","1","Deposito","27774.6","","CREDICOOP","","","","","","","","","",""
"6737","1","Efectivo","5600","","","","","","","","","","","",""
"6738","1","Efectivo","6800","","","","","","","","","","","",""
"6739","1","Efectivo","2425","","","","","","","","","","","",""
"6740","1","Deposito","4794.5","","CREDICOOP 20-08","","","","","","","","","",""
"6741","1","Deposito","10810","","CREDICOOP","","","","","","","","","",""
"6742","1","Efectivo","2912","","","","","","","","","","","",""
"6743","1","Efectivo","4780","","","","","","","","","","","",""
"6744","1","Efectivo","3480","","","","","","","","","","","",""
"6745","1","Efectivo","2580","","","","","","","","","","","",""
"6746","1","Cheque","7018.15","","01884952","","","","","","","","","",""
"6747","1","Cheque","1412.82","71871205","PROVINCIA","","","","","","","","","",""
"6747","2","Efectivo","862.38","","","","","","","","","","","",""
"6748","1","Efectivo","2000","","","","","","","","","","","",""
"6749","1","Cheque","11906","97531383","MACRO","","","","","","","","","",""
"6750","1","Cheque","15793","00062644","NACION","","","","","","","","","",""
"6750","2","Otros","16121.76","","PAGO SERGIO","","","","","","","","","",""
"6751","1","Cheque","5880.1","20222499","PATAGONIA","","","","","","","","","",""
"6751","2","Cheque","5880.1","20222500","PATAGONIA","","","","","","","","","",""
"6752","1","Cheque","7225.42","32940559","LA PAMPA","","","","","","","","","",""
"6753","1","Cheque","3051.62","82244709","BPN","","","","","","","","","",""
"6754","1","Cheque","14652.71","00002222","NACION","","","","","","","","","",""
"6754","2","Efectivo","432.1","","","","","","","","","","","",""
"6755","1","Efectivo","6172.6","","","","","","","","","","","",""
"6756","1","Efectivo","5561.57","","","","","","","","","","","",""
"6757","1","Efectivo","6754.02","","","","","","","","","","","",""
"6758","1","Cheque","10000","24934386","GALICIA","","","","","","","","","",""
"6758","2","Cheque","10000","24934387","GALICIA","","","","","","","","","",""
"6758","3","Cheque","10900","24934388","GALICIA","","","","","","","","","",""
"6759","1","Deposito","2000","","NACION","","","","","","","","","",""
"6760","1","Deposito","40000","","NACION","","","","","","","","","",""
"6761","1","Deposito","10846.74","","CREDICOOP","","","","","","","","","",""
"6762","1","Efectivo","9978.1","","","","","","","","","","","",""
"6763","1","Efectivo","1440","","","","","","","","","","","",""
"6764","1","Cheque","50000","47213093","CREDICOOP","","","","","","","","","",""
"6765","1","Efectivo","14720","","","","","","","","","","","",""
"6766","1","Cheque","7000","32462416","LA PAMPA","","","","","","","","","",""
"6767","1","Efectivo","7145.6","","","","","","","","","","","",""
"6768","1","Efectivo","6520","","","","","","","","","","","",""
"6769","1","Cheque","50000","47216959","CREDICOOP","","","","","","","","","",""
"6774","1","Efectivo","5238.8","","","","","","","","","","","",""
"6774","2","Efectivo","6900","","","","","","","","","","","",""
"6775","1","Efectivo","12719","","","","","","","","","","","",""
"6776","1","Deposito","8518.4","","CREDICOOP","","","","","","","","","",""
"6777","1","Efectivo","9256.8","","","","","","","","","","","",""
"6778","1","Efectivo","3165","","","","","","","","","","","",""
"6779","1","Efectivo","1440","","","","","","","","","","","",""
"6780","1","Efectivo","4050","","","","","","","","","","","",""
"6781","1","Efectivo","1584","","","","","","","","","","","",""
"6782","1","Efectivo","9293","","","","","","","","","","","",""
"6783","1","Cheque","40000","46733740","CREDICOOP","","","","","","","","","",""
"6784","1","Cheque","15000","47213094","CREDICOOP","","","","","","","","","",""
"6785","1","Cheque","20000","47216960","CREDICOOP","","","","","","","","","",""
"6786","1","Efectivo","60000","","","","","","","","","","","",""
"6787","1","Efectivo","5918.4","","","","","","","","","","","",""
"6788","1","Efectivo","6130.6","","","","","","","","","","","",""
"6789","1","Efectivo","43700","","","","","","","","","","","",""
"6790","1","Efectivo","17000","","","","","","","","","","","",""
"6791","1","Efectivo","1276","","","","","","","","","","","",""
"6792","1","Cheque","3809.53","04162985","GALICIA","","","","","","","","","",""
"6793","1","Cheque","8659.81","00247468","FRANCES","","","","","","","","","",""
"6794","1","Cheque","4592.11","59920827","GALICIA","","","","","","","","","",""
"6794","2","Cheque","4592.11","59920828","GALICIA","","","","","","","","","",""
"6795","1","Efectivo","10295.74","","","","","","","","","","","",""
"6796","1","Efectivo","12478.4","","","","","","","","","","","",""
"6797","1","Efectivo","49000","","","","","","","","","","","",""
"6798","1","Efectivo","5160","","","","","","","","","","","",""
"6799","1","Deposito","6347.08","","CREDICOOP","","","","","","","","","",""
"6800","1","Deposito","24057.28","","CREDICOOP","","","","","","","","","",""
"6801","1","Deposito","16199.92","","CREDICOOP","","","","","","","","","",""
"6802","1","Efectivo","3342.4","","","","","","","","","","","",""
"6803","1","Efectivo","3989.2","","","","","","","","","","","",""
"6804","1","Efectivo","11591.6","","","","","","","","","","","",""
"6805","1","Efectivo","4595.31","","","","","","","","","","","",""
"6806","1","Efectivo","5802.71","","","","","","","","","","","",""
"6807","1","Efectivo","8514.4","","","","","","","","","","","",""
"6808","1","Efectivo","6113.6","","","","","","","","","","","",""
"6809","1","Efectivo","5908.1","","","","","","","","","","","",""
"6810","1","Efectivo","6540.7","","","","","","","","","","","",""
"6811","1","Efectivo","21419.42","","","","","","","","","","","",""
"6812","1","Efectivo","6711.9","","","","","","","","","","","",""
"6813","1","Cheque","9047.53","60352680","GALICIA","","","","","","","","","",""
"6814","1","Efectivo","3340","","","","","","","","","","","",""
"6815","1","Deposito","5716.79","","CREDICOOP","","","","","","","","","",""
"6816","1","Efectivo","7189","","","","","","","","","","","",""
"6817","1","Efectivo","6201.64","","","","","","","","","","","",""
"6818","1","Efectivo","2815.71","","","","","","","","","","","",""
"6819","1","Deposito","2949.6","","NACION","","","","","","","","","",""
"6820","1","Deposito","17401.73","","CREDICOOP","","","","","","","","","",""
"6821","1","Efectivo","5000","","","","","","","","","","","",""
"6822","1","Deposito","9415","","CREDICOOP","","","","","","","","","",""
"6823","1","Deposito","11507.1","","CREDICOOP","","","","","","","","","",""
"6824","1","Efectivo","8300","","","","","","","","","","","",""
"6825","1","Efectivo","2450","","","","","","","","","","","",""
"6826","1","Efectivo","2912.4","","","","","","","","","","","",""
"6827","1","Efectivo","4504","","","","","","","","","","","",""
"6828","1","Efectivo","2450","","","","","","","","","","","",""
"6831","1","Efectivo","1600","","","","","","","","","","","",""
"6832","1","Efectivo","776","","","","","","","","","","","",""
"6833","1","Efectivo","1731","","","","","","","","","","","",""
"6834","1","Efectivo","2804.55","","","","","","","","","","","",""
"6835","1","Efectivo","24300.25","","","","","","","","","","","",""
"6836","1","Efectivo","3800","","","","","","","","","","","",""
"6837","1","Efectivo","1870","","","","","","","","","","","",""
"6838","1","Efectivo","2065","","","","","","","","","","","",""
"6839","1","Cheque","2399","20145876","CREDICOOP","","","","","","","","","",""
"6839","2","Cheque","2399","20145875","CREDICOOP","","","","","","","","","",""
"6840","1","Cheque","6300","70817718","BANCO PROVINCIA","","","","","","","","","",""
"6841","1","Efectivo","15420","","","","","","","","","","","",""
"6842","1","Deposito","1500","","CREDICOOP","","","","","","","","","",""
"6843","1","Deposito","8825","","CREDICOOP","","","","","","","","","",""
"6843","2","Otros","1057.36","","DESCUENTO","","","","","","","","","",""
"6844","1","Efectivo","26667.54","","","","","","","","","","","",""
"6845","1","Deposito","3792.25","","CREDIOCOOP","","","","","","","","","",""
"6846","1","Cheque","38566.93","16746741","CHUBUT","","","","","","","","","",""
"6847","1","Cheque","16866.07","16746922","CHUBUT","","","","","","","","","",""
"6848","1","Cheque","3500","00188751","MACRO","","","","","","","","","",""
"6848","2","Cheque","3500","00188752","MACRO","","","","","","","","","",""
"6848","3","Cheque","3500","00188753","MACRO","","","","","","","","","",""
"6848","4","Cheque","3500","00188754","MACRO","","","","","","","","","",""
"6848","5","Cheque","3500","00188755","MACRO","","","","","","","","","",""
"6848","6","Cheque","3500","00188756","MACRO","","","","","","","","","",""
"6848","7","Cheque","3500","00188757","MACRO","","","","","","","","","",""
"6848","8","Cheque","3500","00188758","MACRO","","","","","","","","","",""
"6848","9","Cheque","3500","00188759","MACRO","","","","","","","","","",""
"6848","10","Cheque","3545.69","00188760","MACRO","","","","","","","","","",""
"6848","11","Otros","6999.57","","COMICIONES","","","","","","","","","",""
"6849","1","Efectivo","2213.8","","","","","","","","","","","",""
"6850","1","Deposito","12776.97","","CREDICOOP","","","","","","","","","",""
"6851","1","Efectivo","9227.16","","","","","","","","","","","",""
"6852","1","Efectivo","14442.4","","","","","","","","","","","",""
"6853","1","Efectivo","4737.48","","","","","","","","","","","",""
"6854","1","Deposito","38500","","NACION","","","","","","","","","",""
"6855","1","Efectivo","1721.28","","","","","","","","","","","",""
"6856","1","Efectivo","5716.92","","","","","","","","","","","",""
"6857","1","Deposito","3430.6","","CREDICOOP","","","","","","","","","",""
"6860","1","Efectivo","5716.92","","","","","","","","","","","",""
"6861","1","Efectivo","5200","","","","","","","","","","","",""
"6862","1","Efectivo","1550","","","","","","","","","","","",""
"6863","1","Efectivo","3400","","","","","","","","","","","",""
"6864","1","Efectivo","663.6","","","","","","","","","","","",""
"6866","1","Efectivo","4386.4","","","","","","","","","","","",""
"6867","1","Deposito","8575.44","","CREDICOOP","","","","","","","","","",""
"6868","1","Deposito","35000","","CREDICOOP","","","","","","","","","",""
"6869","1","Efectivo","10329.95","","","","","","","","","","","",""
"6870","1","Efectivo","20241.86","","","","","","","","","","","",""
"6871","1","Cheque","12000","25532896","GALICIA","","","","","","","","","",""
"6871","2","Cheque","17000","25532897","GALICIA","","","","","","","","","",""
"6871","3","Cheque","17000","25532898","GALICIA","","","","","","","","","",""
"6872","1","Deposito","3980","","CREDICOOP","","","","","","","","","",""
"6873","1","Otros","1403.46","","FALTANTE CHANEL","","","","","","","","","",""
"6874","1","Efectivo","2410","","","","","","","","","","","",""
"6875","1","Cheque","10462.63","61039626","LA PAMPA","","","","","","","","","",""
"6876","1","Efectivo","13070.4","","","","","","","","","","","",""
"6877","1","Efectivo","5655.6","","","","","","","","","","","",""
"6878","1","Deposito","14520","","NACION","","","","","","","","","",""
"6879","1","Efectivo","5350.97","","","","","","","","","","","",""
"6880","1","Efectivo","10413.76","","","","","","","","","","","",""
