"PAGNUM","PAGSEC","PAGTIP","PAGIMP","PAGCHENUM","PAGCHEBAN","PAGCHEEST","PAGOBS"," ","","","","","","",""
"7151","1","Deposito","5051","","CREDICOOP","","","","","","","","","",""
"7152","1","Cheque","7260","00247448","FRANCES","","","","","","","","","",""
"7153","1","Cheque","7063","00576883","FRANCES","","","","","","","","","",""
"7154","1","Deposito","8250","","CREDICOOP","","","","","","","","","",""
"7155","1","Efectivo","14063.18","","","","","","","","","","","",""
"7156","1","Efectivo","13391.47","","","","","","","","","","","",""
"7157","1","Deposito","9500","","NACION","","","","","","","","","",""
"7158","1","Efectivo","3000","","","","","","","","","","","",""
"7159","1","Cheque","50000","47213104","CREDICOOP","","","","","","","","","",""
"7159","2","Efectivo","60000","","","","","","","","","","","",""
"7160","1","Otros","5930.93","","PAGO A SERGIO","","","","","","","","","",""
"7161","1","Cheque","4716","13141535","MACRO","","","","","","","","","",""
"7162","1","Cheque","8425","21370497","PATAGONIA","","","","","","","","","",""
"7162","2","Cheque","8425","21370499","PATAGONIA","","","","","","","","","",""
"7163","1","Cheque","34172.82","22120257","CREDICOOP","","","","","","","","","",""
"7164","1","Cheque","32083.36","04762320","SANTA CRUZ","","","","","","","","","",""
"7165","1","Cheque","41713.54","04758483","SANTA CRUZ","","","","","","","","","",""
"7166","1","Cheque","39441.16","04745709","SANTA CRUZ","","","","","","","","","",""
"7167","1","Cheque","35135.98","04700153","SANTA CRUZ","","","","","","","","","",""
"7168","1","Cheque","35944.26","04700153","SANTA CRUZ","","","","","","","","","",""
"7169","1","Cheque","34896.4","04700153","SANTA CRUZ","","","","","","","","","",""
"7170","1","Deposito","44286","","CREDICOOP","","","","","","","","","",""
"7171","1","Cheque","43000","20149658","CREDICOOP","","","","","","","","","",""
"7172","1","Efectivo","30570","","","","","","","","","","","",""
"7173","1","Efectivo","6228","","","","","","","","","","","",""
"7174","1","Cheque","40000","20245128","CREDICOOP","","","","","","","","","",""
"7175","1","Cheque","20000","47213105","CREDICOOP","","","","","","","","","",""
"7176","1","Deposito","7741.58","","CREDICOOP","","","","","","","","","",""
"7177","1","Efectivo","18510","","","","","","","","","","","",""
"7178","1","Cheque","1366.45","73367957","PROVINCIA","","","","","","","","","",""
"7178","2","Efectivo","1010","","","","","","","","","","","",""
"7179","1","Efectivo","66300","","","","","","","","","","","",""
"7181","1","Efectivo","200","","","","","","","","","","","",""
"7182","1","Efectivo","9297.88","","","","","","","","","","","",""
"7184","1","Efectivo","7387.88","","","","","","","","","","","",""
"7185","1","Efectivo","14655.22","","","","","","","","","","","",""
"7186","1","Efectivo","2997","","","","","","","","","","","",""
"7187","1","Deposito","3600","","CREDICOOP","","","","","","","","","",""
"7187","2","Deposito","3600","","CREDICOOP","","","","","","","","","",""
"7188","1","Cheque","8000","47213106","CREDICOOP","","","","","","","","","",""
"7189","1","Efectivo","34000","","","","","","","","","","","",""
"7190","1","Efectivo","48000","","","","","","","","","","","",""
"7191","1","Deposito","37281.04","","CREDICOOP","","","","","","","","","",""
"7192","1","Efectivo","7510","","","","","","","","","","","",""
"7193","1","Efectivo","11920","","","","","","","","","","","",""
"7194","1","Efectivo","8174","","","","","","","","","","","",""
"7195","1","Efectivo","17664","","","","","","","","","","","",""
"7196","1","Efectivo","5840","","","","","","","","","","","",""
"7197","1","Deposito","14591.44","","CREDICOOP","","","","","","","","","",""
"7198","1","Deposito","32737.2","","CREDICOOP","","","","","","","","","",""
"7199","1","Deposito","7525","","CREDICOOP","","","","","","","","","",""
"7200","1","Deposito","4127","","CREDICOOP","","","","","","","","","",""
"7201","1","Deposito","3449.33","","CREDICOOP","","","","","","","","","",""
"7202","1","Cheque","18809.03","21771705","PATAGONIA","","","","","","","","","",""
"7203","1","Deposito","10000","","CREDICOOP 04-02","","","","","","","","","",""
"7203","2","Deposito","5000","","CREDICOOP 10-02","","","","","","","","","",""
"7203","3","Deposito","8000","","CREDICOOP 14-02","","","","","","","","","",""
"7204","1","Efectivo","868","","","","","","","","","","","",""
"7205","1","Cheque","6833.82","82540701","SANTA FE","","","","","","","","","",""
"7205","2","Cheque","4158","82540702","SANTA FE","","","","","","","","","",""
"7206","1","Cheque","40000","21828161","PATAGONIA","","","","","","","","","",""
"7206","2","Cheque","40000","21828162","PATAGONIA","","","","","","","","","",""
"7206","3","Cheque","40000","21828163","PATAGONIA","","","","","","","","","",""
"7206","4","Cheque","40000","21828164","PATAGONIA","","","","","","","","","",""
"7206","5","Cheque","40000","21828165","PATAGONIA","","","","","","","","","",""
"7207","1","Efectivo","10200","","","","","","","","","","","",""
"7208","1","Efectivo","4300","","","","","","","","","","","",""
"7209","1","Cheque","2850.94","45215146","CREDICOO","","","","","","","","","",""
"7209","2","Cheque","2850","45215147","CREDICOOP","","","","","","","","","",""
"7210","1","Cheque","4155.94","71580755","CREDICOOP","","","","","","","","","",""
"7210","2","Cheque","4155","71580756","CREDICOOP","","","","","","","","","",""
"7211","1","Efectivo","6648.4","","","","","","","","","","","",""
"7213","1","Efectivo","2150","","","","","","","","","","","",""
"7214","1","Efectivo","7000","","","","","","","","","","","",""
"7215","1","Cheque","4350","01526148","BBVA","","","","","","","","","",""
"7215","2","Cheque","4350","01526149","BBVA","","","","","","","","","",""
"7215","3","Cheque","4350","01526150","BBVA","","","","","","","","","",""
"7215","4","Cheque","4350","01526151","BBVA","","","","","","","","","",""
"7215","5","Cheque","4350","01526152","BBVA","","","","","","","","","",""
"7215","6","Efectivo","426","","","","","","","","","","","",""
"7216","1","Deposito","44900","","CREDICOOP","","","","","","","","","",""
"7216","2","Otros","7682","","COMICION","","","","","","","","","",""
"7217","1","Efectivo","13046.41","","","","","","","","","","","",""
"7218","1","Efectivo","15119","","","","","","","","","","","",""
"7219","1","Efectivo","548","","","","","","","","","","","",""
"7220","1","Efectivo","13488","","","","","","","","","","","",""
"7221","1","Cheque","50000","47213107","CREDICOOP","","","","","","","","","",""
"7223","1","Efectivo","6143.4","","","","","","","","","","","",""
"7224","1","Deposito","49750","","CREDICOOP","","","","","","","","","",""
"7225","1","Deposito","45832","","CREDICOOP","","","","","","","","","",""
"7226","1","Efectivo","77200","","","","","","","","","","","",""
"7227","1","Cheque","61637.4","00252866","NACION","","","","","","","","","",""
"7228","1","Cheque","69318.48","00252860","NACION","","","","","","","","","",""
"7229","1","Efectivo","12069.75","","","","","","","","","","","",""
"7231","1","Efectivo","4500","","","","","","","","","","","",""
"7232","1","Cheque","50000","20149659","CREDICOOP","","","","","","","","","",""
"7233","1","Cheque","49000","20245159","CREDICOOP","","","","","","","","","",""
"7234","1","Cheque","20608.79","61528973","LA PAMPA","","","","","","","","","",""
"7235","1","Cheque","4155.94","44934597","CREDICOOP","","","","","","","","","",""
"7235","2","Cheque","4155","44934598","CREDICOOP","","","","","","","","","",""
"7236","1","Efectivo","4585","","","","","","","","","","","",""
"7237","1","Cheque","30000","47213108","CREDICOOP","","","","","","","","","",""
"7240","1","Efectivo","3906","","","","","","","","","","","",""
"7241","1","Efectivo","5083.85","","","","","","","","","","","",""
"7242","1","Efectivo","5594.11","","","","","","","","","","","",""
"7243","1","Cheque","12278.05","32777065","LA PAMPA","","","","","","","","","",""
"7244","1","Efectivo","2800.34","","","","","","","","","","","",""
"7244","2","Cheque","5000","61595539","LA PAMPA","","","","","","","","","",""
"7244","3","Cheque","5000","61595540","LA PAMPA","","","","","","","","","",""
"7245","1","Cheque","5000","61595541","LA PAMPA","","","","","","","","","",""
"7246","1","Efectivo","14164.4","","","","","","","","","","","",""
"7247","1","Efectivo","992.95","","","","","","","","","","","",""
"7247","2","Cheque","21500","00552520","NACION","","","","","","","","","",""
"7247","3","Cheque","21500","00552521","NACION","","","","","","","","","",""
"7248","1","Cheque","17942.31","61526843","LA PAMPA","","","","","","","","","",""
"7248","2","Efectivo","1350","","","","","","","","","","","",""
"7249","1","Cheque","6699","61524161","LA PAMPA","","","","","","","","","",""
"7249","2","Efectivo","927.42","","","","","","","","","","","",""
"7250","1","Efectivo","3311.32","","","","","","","","","","","",""
"7251","1","Cheque","15006.11","00000021","NACION","","","","","","","","","",""
"7251","2","Efectivo","1202.39","","","","","","","","","","","",""
"7252","1","Cheque","11200","00167670","NACION","","","","","","","","","",""
"7253","1","Efectivo","7027.42","","","","","","","","","","","",""
"7254","1","Cheque","5000","76161227","PROVINCIA","","","","","","","","","",""
"7254","2","Cheque","5000","76161228","PROVINCIA","","","","","","","","","",""
"7254","3","Efectivo","398","","","","","","","","","","","",""
"7255","1","Cheque","5200","15300143","RIO","","","","","","","","","",""
"7256","1","Efectivo","15300","","","","","","","","","","","",""
"7257","1","Efectivo","38400","","","","","","","","","","","",""
"7258","1","Efectivo","63000","","","","","","","","","","","",""
"7259","1","Deposito","11900","","CREDICOOP","","","","","","","","","",""
"7260","1","Efectivo","17310","","","","","","","","","","","",""
"7261","1","Efectivo","4922.05","","","","","","","","","","","",""
"7262","1","Efectivo","8564.5","","","","","","","","","","","",""
"7264","1","Cheque","8750","13242904","MACRO","","","","","","","","","",""
"7264","2","Efectivo","4963.5","","","","","","","","","","","",""
"7265","1","Cheque","4530.75","82473426","BPN","","","","","","","","","",""
"7266","1","Cheque","10164","00247461","FRANCES","","","","","","","","","",""
"7267","1","Efectivo","7756.8","","","","","","","","","","","",""
"7268","1","Efectivo","18503","","","","","","","","","","","",""
"7269","1","Deposito","4761.5","","CREDICOOP","","","","","","","","","",""
"7270","1","Efectivo","3309.1","","","","","","","","","","","",""
"7271","1","Deposito","3143.2","","CREDICOOP","","","","","","","","","",""
"7272","1","Efectivo","6100","","","","","","","","","","","",""
"7273","1","Efectivo","9019","","","","","","","","","","","",""
"7274","1","Deposito","14236.25","","CREDICOOP","","","","","","","","","",""
"7275","1","Cheque","4300","22628671","CREDICOOP","","","","","","","","","",""
"7275","2","Cheque","4301","22628672","CREDICOOP","","","","","","","","","",""
"7276","1","Efectivo","6686","","","","","","","","","","","",""
"7277","1","Efectivo","17000","","","","","","","","","","","",""
"7278","1","Efectivo","397","","","","","","","","","","","",""
"7279","1","Cheque","4910.05","00007123","NACION","","","","","","","","","",""
"7279","2","Efectivo","2425.95","","","","","","","","","","","",""
"7280","1","Efectivo","6000","","","","","","","","","","","",""
"7281","1","Efectivo","5833.68","","","","","","","","","","","",""
"7282","1","Efectivo","16800","","","","","","","","","","","",""
"7283","1","Efectivo","2480","","","","","","","","","","","",""
"7284","1","Efectivo","6324","","","","","","","","","","","",""
"7285","1","Efectivo","1400","","","","","","","","","","","",""
"7286","1","Efectivo","6324","","","","","","","","","","","",""
"7287","1","Deposito","15970","","CREDICOOP","","","","","","","","","",""
"7288","1","Efectivo","7894","","","","","","","","","","","",""
"7290","1","Efectivo","500","","","","","","","","","","","",""
"7290","2","Cheque","3068.76","65208730","HSBC","","","","","","","","","",""
"7291","1","Efectivo","2241","","","","","","","","","","","",""
"7292","1","Efectivo","16815.88","","","","","","","","","","","",""
"7293","1","Efectivo","7000","","","","","","","","","","","",""
"7294","1","Deposito","17000","","CREDICOOP","","","","","","","","","",""
"7295","1","Efectivo","5483.2","","","","","","","","","","","",""
"7296","1","Efectivo","13588","","","","","","","","","","","",""
"7297","1","Cheque","10000","21265744","PATAGONIA","","","","","","","","","",""
"7297","2","Cheque","10000","21265745","PATAGONIA","","","","","","","","","",""
"7298","1","Efectivo","4200","","","","","","","","","","","",""
"7299","1","Cheque","28320.54","62431054","GALICIA","","","","","","","","","",""
"7300","1","Cheque","19195.44","04700240","SANTA CRUZ","","","","","","","","","",""
"7301","1","Cheque","31843.14","04700340","SANTA CRUZ","","","","","","","","","",""
"7302","1","Efectivo","5500","","","","","","","","","","","",""
"7303","1","Efectivo","3125.2","","","","","","","","","","","",""
"7304","1","Efectivo","2797.52","","","","","","","","","","","",""
"7305","1","Deposito","33471","","CREDICOOP","","","","","","","","","",""
"7306","1","Cheque","3060.33","70002843","PROVINCIA","","","","","","","","","",""
"7306","2","Otros","3620","","DEVOLUCION","","","","","","","","","",""
"7306","3","Efectivo","12211.67","","","","","","","","","","","",""
"7307","1","Efectivo","6997.07","","","","","","","","","","","",""
"7308","1","Efectivo","4088.71","","","","","","","","","","","",""
"7309","1","Efectivo","39082.37","","","","","","","","","","","",""
"7310","1","Cheque","27953","40382372","CREDICOOP","","","","","","","","","",""
"7311","1","Deposito","5772.3","","CREDICOOP","","","","","","","","","",""
"7312","1","Deposito","5772.3","","CREDICOOP","","","","","","","","","",""
"7313","1","Efectivo","13300","","","","","","","","","","","",""
"7314","1","Cheque","37068","21771735","PATAGONIA","","","","","","","","","",""
"7315","1","Deposito","6443.5","","CREDICOOP","","","","","","","","","",""
"7316","1","Deposito","75000","","CREDICOOP","","","","","","","","","",""
"7317","1","Efectivo","20150","","","","","","","","","","","",""
"7318","1","Deposito","8164.77","","CREDICOOP","","","","","","","","","",""
"7319","1","Cheque","25000","21201883","CREDICOOP","","","","","","","","","",""
"7320","1","Cheque","10000","32703935","LA PAMPA","","","","","","","","","",""
"7320","2","Cheque","5900","08080797","PATAGONIA","","","","","","","","","",""
"7320","3","Cheque","5900","08080796","PATAGONIA","","","","","","","","","",""
"7320","4","Efectivo","800","","","","","","","","","","","",""
"7321","1","Otros","9000","","PAGO PEPE","","","","","","","","","",""
"7322","1","Efectivo","63500","","","","","","","","","","","",""
"7323","1","Efectivo","14400","","","","","","","","","","","",""
"7324","1","Efectivo","10000","","","","","","","","","","","",""
"7325","1","Efectivo","10725","","","","","","","","","","","",""
"7326","1","Deposito","10207.5","","CREDICOOP","","","","","","","","","",""
"7327","1","Deposito","39450","","CREDICOO`P","","","","","","","","","",""
"7328","1","Deposito","10725","","CREDICOOP","","","","","","","","","",""
"7329","1","Deposito","9467.5","","CREDICOOP","","","","","","","","","",""
"7330","1","Deposito","4290","","CREDICOOP","","","","","","","","","",""
"7331","1","Deposito","54000","","CREDICOOP","","","","","","","","","",""
"7332","1","Deposito","64432.5","","CREDICOOP","","","","","","","","","",""
"7333","1","Cheque","30000","47213109","CREDICOOP","","","","","","","","","",""
"7334","1","Cheque","43000","20245160","CREDICOOP","","","","","","","","","",""
"7335","1","Cheque","15000","20149661","CREDICOOP","","","","","","","","","",""
"7336","1","Deposito","3308","","CREDICOOP","","","","","","","","","",""
"7337","1","Deposito","8120","","CREDICOOP","","","","","","","","","",""
"7338","1","Deposito","8235","","CREDICOOP","","","","","","","","","",""
"7339","1","Deposito","2490","","CREDICOOP","","","","","","","","","",""
"7340","1","Deposito","10380","","CREDICOOP","","","","","","","","","",""
"7341","1","Deposito","8580","","CREDICOOP","","","","","","","","","",""
"7342","1","Deposito","46650","","CREDICOOP","","","","","","","","","",""
"7343","1","Deposito","5722","","CREDICOOP","","","","","","","","","",""
"7344","1","Cheque","8000","61595757","LA PAMPA","","","","","","","","","",""
"7344","2","Cheque","7000","61595758","LA PAMPA","","","","","","","","","",""
"7344","3","Cheque","11311","61595759","LA PAMPA","","","","","","","","","",""
"7345","1","Cheque","7598.48","61664983","LA PAMPA","","","","","","","","","",""
"7346","1","Efectivo","15000","","","","","","","","","","","",""
"7348","1","Efectivo","50000","","","","","","","","","","","",""
"7349","1","Deposito","64432.5","","CREDICOOP","","","","","","","","","",""
"7350","1","Deposito","7200","","CREDICOOP","","","","","","","","","",""
"7351","1","Deposito","13643.25","","CREDICOOP","","","","","","","","","",""
"7352","1","Efectivo","50000","","","","","","","","","","","",""
"7353","1","Efectivo","230747","","","","","","","","","","","",""
"7354","1","Efectivo","99825","","","","","","","","","","","",""
"7355","1","Efectivo","7293","","","","","","","","","","","",""
"7356","1","Deposito","92298.8","","CREDICOOP","","","","","","","","","",""
"7357","1","Deposito","20587.5","","CREDICOOP","","","","","","","","","",""
"7358","1","Deposito","16125","","CREDICOOP","","","","","","","","","",""
"7359","1","Deposito","23075","","CREDICOOP","","","","","","","","","",""
"7360","1","Deposito","7200","","CREDICOOP","","","","","","","","","",""
"7361","1","Deposito","52559.98","","CREDICOOP","","","","","","","","","",""
"7362","1","Efectivo","2145","","","","","","","","","","","",""
"7363","1","Efectivo","16125","","","","","","","","","","","",""
"7364","1","Deposito","46149.4","","CREDICOOP","","","","","","","","","",""
"7365","1","Deposito","46149.14","","CREDICOOP","","","","","","","","","",""
"7366","1","Efectivo","40000","","","","","","","","","","","",""
"7367","1","Efectivo","8235","","CREDICOOP","","","","","","","","","",""
"7368","1","Efectivo","10380","","CREDICOOP","","","","","","","","","",""
"7370","1","Deposito","99000","","CREDICOOP","","","","","","","","","",""
"7371","1","Deposito","99000","","CREDICOOP","","","","","","","","","",""
"7372","1","Deposito","99000","","CREDICOOP","","","","","","","","","",""
"7373","1","Deposito","2975","","CREDICOOP","","","","","","","","","",""
"7374","1","Efectivo","7955.99","","","","","","","","","","","",""
"7375","1","Deposito","39780","","CREDICOOP","","","","","","","","","",""
"7376","1","Deposito","99000","","CREDICOOP","","","","","","","","","",""
"7376","2","Deposito","99000","","CREDICOOP","","","","","","","","","",""
"7376","3","Deposito","32747","","CREDICOOP","","","","","","","","","",""
"7376","4","Deposito","88935","","CREDICOOP","","","","","","","","","",""
"7377","1","Deposito","59290","","CREDICOOP","","","","","","","","","",""
"7378","1","Deposito","59290","","CREDICOOP","","","","","","","","","",""
"7379","1","Deposito","59290","","CREDICOOP","","","","","","","","","",""
"7380","1","Deposito","99000","","CREDICOOP","","","","","","","","","",""
"7380","2","Deposito","16200","","CREDICOOP","","","","","","","","","",""
"7381","1","Deposito","15400","","CREDICOOP","","","","","","","","","",""
"7382","1","Efectivo","16337.98","","","","","","","","","","","",""
"7383","1","Efectivo","16337.99","","","","","","","","","","","",""
"7384","1","Cheque","9121","40366915","CREDICOOP","","","","","","","","","",""
"7385","1","Efectivo","4290","","","","","","","","","","","",""
"7386","1","Deposito","38140","","CREDICOOP","","","","","","","","","",""
"7387","1","Deposito","1234.79","","CREDICOOP","","","","","","","","","",""
"7388","1","Efectivo","9233","","","","","","","","","","","",""
"7389","1","Deposito","12000.61","","CREDICOOP","","","","","","","","","",""
"7390","1","Deposito","99000","","CREDICOOP","","","","","","","","","",""
"7391","1","Deposito","13208.78","","CREDICOOP","","","","","","","","","",""
"7392","1","Deposito","23090","","CREDICOOP","","","","","","","","","",""
"7393","1","Deposito","1989","","CREDICOOP","","","","","","","","","",""
"7394","1","Efectivo","11684.06","","","","","","","","","","","",""
"7395","1","Deposito","20000","","CREDICOOP","","","","","","","","","",""
"7396","1","Deposito","10000","","CREDICOOP","","","","","","","","","",""
"7397","1","Deposito","7200","","CREDICOOP","","","","","","","","","",""
"7398","1","Efectivo","108900","","","","","","","","","","","",""
"7399","1","Deposito","9347.25","","CREDICOOP","","","","","","","","","",""
"7400","1","Deposito","20843.06","","CREDICOOP","","","","","","","","","",""
"7401","1","Deposito","4213.73","","CREDICOOP","","","","","","","","","",""
"7402","1","Efectivo","4500","","","","","","","","","","","",""
"7403","1","Efectivo","8016","","","","","","","","","","","",""
"7404","1","Efectivo","12867","","","","","","","","","","","",""
"7405","1","Efectivo","12032","","","","","","","","","","","",""
"7406","1","Efectivo","6186.6","","","","","","","","","","","",""
"7407","1","Deposito","11469.9","","CREDICOOP","","","","","","","","","",""
"7408","1","Deposito","18150","","CREDICOOP","","","","","","","","","",""
"7409","1","Deposito","99000","","CREDICOOP","","","","","","","","","",""
"7410","1","Deposito","71435.76","","CREDICOOP","","","","","","","","","",""
"7411","1","Deposito","5112","","CREDICOOP","","","","","","","","","",""
"7412","1","Deposito","6443.5","","CREDICOOP","","","","","","","","","",""
"7413","1","Deposito","92298.8","","CRERDICOOP`","","","","","","","","","",""
"7414","1","Deposito","7151.1","","CREDICOOP","","","","","","","","","",""
"7415","1","Efectivo","2400","","","","","","","","","","","",""
"7416","1","Efectivo","12000","","","","","","","","","","","",""
"7417","1","Deposito","1390.79","","CREDICOOP","","","","","","","","","",""
"7418","1","Deposito","11964","","CREDICOOP","","","","","","","","","",""
"7419","1","Deposito","99000","","CREDICOOP","","","","","","","","","",""
"7419","2","Deposito","82500","","CREDICOOP","","","","","","","","","",""
"7420","1","Deposito","36300","","CREDICOOP","","","","","","","","","",""
"7421","1","Deposito","17445","","CREDICOOP","","","","","","","","","",""
"7422","1","Efectivo","41116.12","","","","","","","","","","","",""
"7423","1","Deposito","99000","","CREDICOOP","","","","","","","","","",""
"7423","2","Deposito","99000","","CREDICOOP","","","","","","","","","",""
"7423","3","Deposito","99000","","CREDICOOP","","","","","","","","","",""
"7423","4","Deposito","99000","","CREDICOOP","","","","","","","","","",""
"7423","5","Deposito","69580","","CREDICOOP","","","","","","","","","",""
"7424","1","Efectivo","45651.6","","","","","","","","","","","",""
"7425","1","Efectivo","20000.4","","","","","","","","","","","",""
"7426","1","Cheque","2800","92201074","SANTANDER","","","","","","","","","",""
"7426","2","Cheque","7612","64918232","PROVINCIA","","","","","","","","","",""
"7426","3","Efectivo","15650.5","","","","","","","","","","","",""
"7427","1","Deposito","12198.31","","CREDICOOP","","","","","","","","","",""
"7428","1","Deposito","4455.91","","CREDICOOP","","","","","","","","","",""
"7429","1","Deposito","27168","","CREDICOOP","","","","","","","","","",""
"7431","1","Deposito","69224.1","","CREDICOOP","","","","","","","","","",""
"7432","1","Efectivo","23074.7","","","","","","","","","","","",""
"7433","1","Deposito","3978","","CREDICOOP","","","","","","","","","",""
"7434","1","Efectivo","23362.5","","","","","","","","","","","",""
"7435","1","Efectivo","6880","","","","","","","","","","","",""
"7436","1","Efectivo","1485","","","","","","","","","","","",""
"7437","1","Efectivo","12298.14","","","","","","","","","","","",""
"7438","1","Efectivo","11280","","","","","","","","","","","",""
"7439","1","Efectivo","2275","","","","","","","","","","","",""
"7440","1","Efectivo","2236.08","","","","","","","","","","","",""
"7441","1","Otros","17541.94","","ERROR","","","","","","","","","",""
"7442","1","Otros","10800","","ERROR","","","","","","","","","",""
"7443","1","Efectivo","18634","","","","","","","","","","","",""
"7444","1","Efectivo","30118.11","","","","","","","","","","","",""
"7445","1","Efectivo","12705","","","","","","","","","","","",""
"7446","1","Efectivo","13217.64","","","","","","","","","","","",""
"7447","1","Efectivo","2970","","","","","","","","","","","",""
"7449","1","Deposito","36132","","CREDICOOP","","","","","","","","","",""
"7450","1","Deposito","8729.68","","CREDICOOP","","","","","","","","","",""
"7451","1","Deposito","10000","","CREDICOOP","","","","","","","","","",""
"7452","1","Efectivo","1075","","","","","","","","","","","",""
"7453","1","Efectivo","19290","","","","","","","","","","","",""
"7454","1","Deposito","6665","","CREDICOOP","","","","","","","","","",""
"7455","1","Efectivo","6200","","","","","","","","","","","",""
"7456","1","Efectivo","3797","","","","","","","","","","","",""
"7457","1","Deposito","38296.5","","CREDICOOP","","","","","","","","","",""
"7458","1","Deposito","47296","","CREDICOOP","","","","","","","","","",""
"7459","1","Efectivo","8000","","","","","","","","","","","",""
"7460","1","Efectivo","5205.6","","","","","","","","","","","",""
"7461","1","Efectivo","8284.5","","","","","","","","","","","",""
"7462","1","Deposito","12450","","CREDICOOP","","","","","","","","","",""
"7463","1","Efectivo","2677.6","","","","","","","","","","","",""
"7464","1","Efectivo","8830","","","","","","","","","","","",""
"7465","1","Efectivo","4649.1","","","","","","","","","","","",""
"7466","1","Deposito","45000","","CREDICOOP","","","","","","","","","",""
"7467","1","Efectivo","3000","","","","","","","","","","","",""
"7468","12","Deposito","9320","","CREDICOOP","","","","","","","","","",""
"7469","1","Efectivo","3260","","","","","","","","","","","",""
"7471","1","Efectivo","2865.5","","","","","","","","","","","",""
"7472","1","Efectivo","8554.4","","","","","","","","","","","",""
"7473","1","Efectivo","3699.4","","","","","","","","","","","",""
"7474","1","Efectivo","2960","","","","","","","","","","","",""
"7475","1","Efectivo","21721.59","","","","","","","","","","","",""
"7476","1","Deposito","22000","","CREDICOOP","","","","","","","","","",""
"7477","1","Efectivo","6818","","","","","","","","","","","",""
"7478","1","Efectivo","59900","","","","","","","","","","","",""
"7479","1","Efectivo","10300","","","","","","","","","","","",""
"7480","1","Efectivo","5167.9","","","","","","","","","","","",""
"7481","1","Deposito","2371.6","","CREDICOOP","","","","","","","","","",""
"7482","1","Deposito","12075.8","","CREDICOOP","","","","","","","","","",""
"7483","1","Efectivo","5400","","","","","","","","","","","",""
"7484","1","Efectivo","8218","","","","","","","","","","","",""
"7485","1","Deposito","19600","","CREDICOOP","","","","","","","","","",""
"7486","1","Efectivo","23928","","","","","","","","","","","",""
"7487","1","Efectivo","1089","","","","","","","","","","","",""
"7488","1","Deposito","12900","","CREDICOOP","","","","","","","","","",""
"7489","1","Efectivo","8386","","","","","","","","","","","",""
"7490","1","Deposito","1254.4","","CREDICOOP","","","","","","","","","",""
"7491","1","Efectivo","5876","","","","","","","","","","","",""
"7492","1","Efectivo","9000","","","","","","","","","","","",""
"7493","1","Efectivo","4000","","","","","","","","","","","",""
"7494","1","Efectivo","1245.2","","","","","","","","","","","",""
"7495","1","Deposito","2000","","NACION","","","","","","","","","",""
"7496","1","Deposito","28210","","CREDICOOP","","","","","","","","","",""
"7497","1","Deposito","99000","","CREDICOOP","","","","","","","","","",""
"7498","1","Deposito","16547","","CREDICOOP","","","","","","","","","",""
"7499","1","Efectivo","5168.1","","","","","","","","","","","",""
"7500","1","Efectivo","7126.2","","","","","","","","","","","",""
"7501","1","Deposito","33535","","CREDICOOP","","","","","","","","","",""
"7502","1","Deposito","5920.5","","CREDICOOP","","","","","","","","","",""
"7503","1","Efectivo","37009.68","","","","","","","","","","","",""
"7504","1","Efectivo","12722.1","","","","","","","","","","","",""
"7505","1","Efectivo","6700.68","","","","","","","","","","","",""
"7506","1","Efectivo","17778.9","","","","","","","","","","","",""
"7507","1","Deposito","5000","","CREDICOOP","","","","","","","","","",""
"7508","1","Otros","12640","","RETENCION","","","","","","","","","",""
"7508","2","Deposito","99000","","CREDICOOP","","","","","","","","","",""
"7508","3","Deposito","99000","","CREDICOOP","","","","","","","","","",""
"7508","4","Deposito","99000","","CREDICOOP","","","","","","","","","",""
"7508","5","Deposito","99000","","CREDICOOP","","","","","","","","","",""
"7508","6","Deposito","99000","","CREDICOOP","","","","","","","","","",""
"7508","7","Deposito","99000","","CREDICOOP","","","","","","","","","",""
"7508","8","Deposito","53080","","CREDICOOP","","","","","","","","","",""
"7509","1","Deposito","3944","","CREDICOOP","","","","","","","","","",""
"7510","1","Deposito","28000","","CREDICOOP","","","","","","","","","",""
"7511","1","Efectivo","16300","","","","","","","","","","","",""
"7512","1","Deposito","9287.17","","CREDICOOP","","","","","","","","","",""
"7513","1","Efectivo","2574.21","","","","","","","","","","","",""
"7514","1","Efectivo","2960.4","","","","","","","","","","","",""
"7515","1","Efectivo","2335","","","","","","","","","","","",""
"7516","1","Deposito","19943.4","","CREDICOOP","","","","","","","","","",""
"7517","1","Efectivo","2960","","","","","","","","","","","",""
"7518","1","Efectivo","2826","","","","","","","","","","","",""
"7519","1","Efectivo","2960.4","","","","","","","","","","","",""
"7520","1","Efectivo","13210","","","","","","","","","","","",""
"7521","1","Efectivo","5000","","","","","","","","","","","",""
"7522","1","Efectivo","2229","","","","","","","","","","","",""
"7523","1","Efectivo","8000","","","","","","","","","","","",""
"7524","1","Efectivo","3200","","","","","","","","","","","",""
"7525","1","Deposito","20000","","CREDICOOP","","","","","","","","","",""
"7526","1","Deposito","15609","","CREDICOOP","","","","","","","","","",""
"7527","1","Cheque","27131.22","21553663","PATAGONIA","","","","","","","","","",""
"7528","1","Deposito","80000","","CREDICOOP","","","","","","","","","",""
"7529","1","Efectivo","7000","","","","","","","","","","","",""
"7530","1","Efectivo","16200","","","","","","","","","","","",""
"7531","1","Efectivo","17504.4","","","","","","","","","","","",""
"7532","1","Efectivo","20697.6","","","","","","","","","","","",""
"7533","1","Efectivo","3920","","","","","","","","","","","",""
