"AJUNUM","AJUFEC","PRODCOD","AJUCAN","AJUOBS"," ","","","","","","",""
"6579","20150724","0111","-100","","","","","","","","",""
"6582","20150724","421","-100","","","","","","","","",""
"6588","20150804","422","-30","","","","","","","","",""
"6590","20150828","LL","300","","","","","","","","",""
"6593","20150831","78","500","","","","","","","","",""
"6597","20150902","76","500","","","","","","","","",""
"6598","20150902","85","500","","","","","","","","",""
"6599","20150902","96","500","","","","","","","","",""
"6601","20150902","080","-30","","","","","","","","",""
"6603","20150902","081","-30","","","","","","","","",""
"6604","20150902","083","-26","","","","","","","","",""
"6605","20150902","086","-30","","","","","","","","",""
"6606","20150902","087","-30","","","","","","","","",""
"6607","20150902","089","-30","","","","","","","","",""
"6608","20150902","090","-25","","","","","","","","",""
"6609","20150902","091","-15","","","","","","","","",""
"6610","20150902","092","-20","","","","","","","","",""
"6611","20150902","095","-30","","","","","","","","",""
"6612","20150902","098","-30","","","","","","","","",""
"6613","20150902","099","-30","","","","","","","","",""
"6614","20150902","0100","-30","","","","","","","","",""
"6615","20150902","0101","-24","","","","","","","","",""
"6616","20150902","0103","-30","","","","","","","","",""
"6617","20150902","0104","-30","","","","","","","","",""
"6618","20150902","0105","-30","","","","","","","","",""
"6619","20150902","0106","-15","","","","","","","","",""
"6620","20150902","0107","-30","","","","","","","","",""
"6621","20150902","0110","-30","","","","","","","","",""
"6622","20150902","0111","-30","","","","","","","","",""
"6623","20150902","401","-30","","","","","","","","",""
"6624","20150902","402","-30","","","","","","","","",""
"6625","20150902","403","-30","","","","","","","","",""
"6626","20150902","407","-22","","","","","","","","",""
"6627","20150902","410","-30","","","","","","","","",""
"6628","20150902","411","-30","","","","","","","","",""
"6629","20150902","412","-30","","","","","","","","",""
"6630","20150902","421","-30","","","","","","","","",""
"6631","20150902","420","-30","","","","","","","","",""
"6632","20150902","422","-30","","","","","","","","",""
"6636","20150907","080","-1","","","","","","","","",""
"6638","20150907","081","-3","","","","","","","","",""
"6639","20150907","083","-25","","","","","","","","",""
"6640","20150907","085","-34","","","","","","","","",""
"6641","20150907","086","-20","","","","","","","","",""
"6642","20150907","087","-2","","","","","","","","",""
"6643","20150907","088","-20","","","","","","","","",""
"6644","20150907","091","-21","","","","","","","","",""
"6645","20150907","095","-1","","","","","","","","",""
"6646","20150907","099","-1","","","","","","","","",""
"6648","20150907","0103","-15","","","","","","","","",""
"6649","20150907","0104","-3","","","","","","","","",""
"6650","20150907","0105","-1","","","","","","","","",""
"6651","20150907","0107","-1","","","","","","","","",""
"6652","20150907","0108","-2","","","","","","","","",""
"6653","20150907","0109","-13","","","","","","","","",""
"6654","20150907","0110","-13","","","","","","","","",""
"6655","20150907","0111","-13","","","","","","","","",""
"6656","20150907","401","-1","","","","","","","","",""
"6657","20150907","402","-1","","","","","","","","",""
"6658","20150907","403","-6","","","","","","","","",""
"6659","20150907","411","-3","","","","","","","","",""
"6660","20150907","413","-8","","","","","","","","",""
"6661","20150907","412","-30","","","","","","","","",""
"6662","20150907","419","-7","","","","","","","","",""
"6663","20150907","421","-30","","","","","","","","",""
"6664","20150907","422","-7","","","","","","","","",""
"6665","20150907","05","-1","","","","","","","","",""
"6666","20150907","04","-1","","","","","","","","",""
"6667","20150907","07","-1","","","","","","","","",""
"6668","20150907","10","-1","","","","","","","","",""
"6669","20150907","18","-2","","","","","","","","",""
"6670","20150907","19","-2","","","","","","","","",""
"6671","20150907","020","-1","","","","","","","","",""
"6672","20150907","021","-1","","","","","","","","",""
"6674","20150907","022","-2","","","","","","","","",""
"6675","20150907","024","-2","","","","","","","","",""
"6676","20150907","026","-4","","","","","","","","",""
"6677","20150907","027","-1","","","","","","","","",""
"6678","20150907","029","-3","","","","","","","","",""
"6679","20150907","030","-1","","","","","","","","",""
"6680","20150907","21","-1","","","","","","","","",""
"6681","20150907","22","-1","","","","","","","","",""
"6682","20150907","23","-1","","","","","","","","",""
"6683","20150907","24","-1","","","","","","","","",""
"6684","20150907","25","-1","","","","","","","","",""
"6685","20150907","26","-5","","","","","","","","",""
"6686","20150907","27","-1","","","","","","","","",""
"6687","20150907","28","-1","","","","","","","","",""
"6688","20150907","30","-1","","","","","","","","",""
"6689","20150907","31","-1","","","","","","","","",""
"6690","20150907","32","-1","","","","","","","","",""
"6691","20150907","41","-2","","","","","","","","",""
"6692","20150907","40","-2","","","","","","","","",""
"6693","20150907","42","-1","","","","","","","","",""
"6694","20150907","43","-6","","","","","","","","",""
"6695","20150907","44","-8","","","","","","","","",""
"6696","20150907","62","-1","","","","","","","","",""
"6697","20150907","65","-1","","","","","","","","",""
"6698","20150907","66","-1","","","","","","","","",""
"6700","20150908","080","38","","","","","","","","",""
"6701","20150908","087","-5","","","","","","","","",""
"6702","20150908","090","-19","","","","","","","","",""
"6703","20150908","092","-17","","","","","","","","",""
"6704","20150908","0100","-16","","","","","","","","",""
"6705","20150908","0105","-53","","","","","","","","",""
"6706","20150908","0109","-214","","","","","","","","",""
"6707","20150908","0101","-14","","","","","","","","",""
"6708","20150908","0110","-25","","","","","","","","",""
"6709","20150908","0111","-9","","","","","","","","",""
"6710","20150908","402","-74","","","","","","","","",""
"6711","20150908","403","44","","","","","","","","",""
"6712","20150908","408","53","","","","","","","","",""
"6713","20150908","410","-69","","","","","","","","",""
"6714","20150908","413","-18","","","","","","","","",""
"6715","20150908","414","-14","","","","","","","","",""
"6716","20150908","419","-82","","","","","","","","",""
"6717","20150908","420","29","","","","","","","","",""
"6718","20150908","421","282","","","","","","","","",""
"6719","20150908","422","36","","","","","","","","",""
"6722","20150915","080","-2","","","","","","","","",""
"6724","20150915","083","-2","","","","","","","","",""
"6725","20150915","091","-2","","","","","","","","",""
"6726","20150915","095","-1","","","","","","","","",""
"6727","20150915","0100","-2","","","","","","","","",""
"6728","20150915","0103","-2","","","","","","","","",""
"6729","20150915","0104","-1","","","","","","","","",""
"6730","20150915","0105","-1","","","","","","","","",""
"6731","20150915","0110","-2","","","","","","","","",""
"6732","20150915","401","-1","","","","","","","","",""
"6733","20150915","411","-1","","","","","","","","",""
"6734","20150915","414","-1","","","","","","","","",""
"6735","20150915","418","-1","","","","","","","","",""
"6736","20150915","421","-1","","","","","","","","",""
"6739","20150917","LL","1000","","","","","","","","",""
"6741","20150921","18","2","","","","","","","","",""
"6742","20150921","14","-1","","","","","","","","",""
"6743","20150921","24","-1","","","","","","","","",""
"6747","20151008","A04","64","","","","","","","","",""
"6756","20151016","080","385","","","","","","","","",""
"6757","20151016","081","386","","","","","","","","",""
"6758","20151016","083","766","","","","","","","","",""
"6759","20151016","085","390","","","","","","","","",""
"6760","20151016","086","381","","","","","","","","",""
"6761","20151016","088","193","","","","","","","","",""
"6762","20151016","089","383","","","","","","","","",""
"6763","20151016","091","386","","","","","","","","",""
"6764","20151016","092","200","","","","","","","","",""
"6765","20151016","095","192","","","","","","","","",""
"6766","20151016","098","192","","","","","","","","",""
"6767","20151016","099","195","","","","","","","","",""
"6768","20151016","0100","384","","","","","","","","",""
"6769","20151016","0103","386","","","","","","","","",""
"6770","20151016","0104","385","","","","","","","","",""
"6771","20151016","0105","577","","","","","","","","",""
"6772","20151016","0106","194","","","","","","","","",""
"6773","20151016","0108","198","","","","","","","","",""
"6774","20151016","0109","385","","","","","","","","",""
"6776","20151016","0110","389","","","","","","","","",""
"6777","20151016","0101","191","","","","","","","","",""
"6778","20151016","0111","192","","","","","","","","",""
"6780","20151016","401","385","","","","","","","","",""
"6781","20151016","402","576","","","","","","","","",""
"6782","20151016","403","352","","","","","","","","",""
"6783","20151016","404","195","","","","","","","","",""
"6784","20151016","407","198","","","","","","","","",""
"6785","20151016","408","192","","","","","","","","",""
"6786","20151016","409","195","","","","","","","","",""
"6787","20151016","410","384","","","","","","","","",""
"6788","20151016","411","386","","","","","","","","",""
"6789","20151016","412","384","","","","","","","","",""
"6790","20151016","413","578","","","","","","","","",""
"6792","20151016","414","386","","","","","","","","",""
"6793","20151016","418","200","","","","","","","","",""
"6794","20151016","419","575","","","","","","","","",""
"6795","20151016","420","194","","","","","","","","",""
"6796","20151016","421","198","","","","","","","","",""
"6799","20151016","088","-1","","","","","","","","",""
"6800","20151016","0103","-1","","","","","","","","",""
"6801","20151016","0110","-1","","","","","","","","",""
"6802","20151016","0111","-1","","","","","","","","",""
"6803","20151016","407","-1","","","","","","","","",""
"6804","20151016","409","-1","","","","","","","","",""
"6806","20151016","413","-2","","","","","","","","",""
"6807","20151016","419","-2","","","","","","","","",""
"6808","20151016","422","-22","","","","","","","","",""
"6809","20151016","02","-1","","","","","","","","",""
"6810","20151016","09","-1","","","","","","","","",""
"6811","20151016","19","-1","","","","","","","","",""
"6812","20151016","024","-1","","","","","","","","",""
"6813","20151016","029","-1","","","","","","","","",""
"6814","20151016","030","-1","","","","","","","","",""
"6816","20151016","21","-2","","","","","","","","",""
"6817","20151016","26","-2","","","","","","","","",""
"6818","20151016","27","-1","","","","","","","","",""
"6819","20151016","41","-1","","","","","","","","",""
"6820","20151016","42","-1","","","","","","","","",""
"6821","20151016","43","-1","","","","","","","","",""
"6822","20151016","44","-5","","","","","","","","",""
"6827","20151019","02","-6","","","","","","","","",""
"6828","20151019","04","10","","","","","","","","",""
"6829","20151019","05","-19","","","","","","","","",""
"6830","20151019","07","-17","","","","","","","","",""
"6831","20151019","08","-20","","","","","","","","",""
"6832","20151019","10","-10","","","","","","","","",""
"6833","20151019","18","-10","","","","","","","","",""
"6834","20151019","19","-5","","","","","","","","",""
"6835","20151019","024","-10","","","","","","","","",""
"6836","20151019","025","-20","","","","","","","","",""
"6837","20151019","026","-30","","","","","","","","",""
"6838","20151019","027","-10","","","","","","","","",""
"6839","20151019","028","-15","","","","","","","","",""
"6840","20151019","22","-15","","","","","","","","",""
"6841","20151019","23","-11","","","","","","","","",""
"6842","20151019","24","-2","","","","","","","","",""
"6843","20151019","25","-6","","","","","","","","",""
"6844","20151019","27","-6","","","","","","","","",""
"6845","20151019","30","-15","","","","","","","","",""
"6846","20151019","38","-18","","","","","","","","",""
"6847","20151019","40","-10","","","","","","","","",""
"6848","20151019","41","-15","","","","","","","","",""
"6849","20151019","42","-15","","","","","","","","",""
"6850","20151019","43","-25","","","","","","","","",""
"6855","20151019","37","-30","","","","","","","","",""
"6858","20151120","31","202","","","","","","","","",""
"6865","20151120","028","-9","","","","","","","","",""
"6867","20151123","199","10000","","","","","","","","",""
"6873","20151124","LL","1500","","","","","","","","",""
"6875","20151125","LP","1000","","","","","","","","",""
"6877","20151201","202","100","","","","","","","","",""
"6879","20151202","1207","500","","","","","","","","",""
"6883","20151214","S01","100","","","","","","","","",""
"6884","20151214","S02","100","","","","","","","","",""
"6885","20151214","S03","100","","","","","","","","",""
"6886","20151214","S04","100","","","","","","","","",""
"6889","20151214","081","-2","","","","","","","","",""
"6891","20151214","083","-2","","","","","","","","",""
"6892","20151214","085","-3","","","","","","","","",""
"6893","20151214","088","-23","","","","","","","","",""
"6894","20151214","085","-20","","","","","","","","",""
"6895","20151214","086","-30","","","","","","","","",""
"6896","20151214","091","-20","","","","","","","","",""
"6897","20151214","0110","-33","","","","","","","","",""
"6898","20151214","0111","-31","","","","","","","","",""
"6899","20151214","0112","-35","","","","","","","","",""
"6900","20151214","408","-22","","","","","","","","",""
"6901","20151214","409","-21","","","","","","","","",""
"6902","20151214","413","-33","","","","","","","","",""
"6903","20151214","414","-25","","","","","","","","",""
"6906","20151214","418","-23","","","","","","","","",""
"6907","20151214","419","-35","","","","","","","","",""
"6908","20151214","422","-45","","","","","","","","",""
"6909","20151214","02","-4","","","","","","","","",""
"6910","20151214","05","-3","","","","","","","","",""
"6911","20151214","07","-3","","","","","","","","",""
"6912","20151214","08","-4","","","","","","","","",""
"6913","20151214","09","-3","","","","","","","","",""
"6914","20151214","10","-3","","","","","","","","",""
"6915","20151214","13","-2","","","","","","","","",""
"6916","20151214","14","-3","","","","","","","","",""
"6917","20151214","16","-3","","","","","","","","",""
"6918","20151214","18","-3","","","","","","","","",""
"6922","20151214","19","-5","","","","","","","","",""
"6923","20151214","020","-5","","","","","","","","",""
"6924","20151214","021","-3","","","","","","","","",""
"6925","20151214","022","-5","","","","","","","","",""
"6926","20151214","023","-5","","","","","","","","",""
"6927","20151214","024","-5","","","","","","","","",""
"6928","20151214","025","-3","","","","","","","","",""
"6929","20151214","026","-5","","","","","","","","",""
"6930","20151214","027","-5","","","","","","","","",""
"6931","20151214","028","-5","","","","","","","","",""
"6932","20151214","029","-8","","","","","","","","",""
"6933","20151214","030","-3","","","","","","","","",""
"6934","20151214","031","-5","","","","","","","","",""
"6935","20151214","21","-5","","","","","","","","",""
"6936","20151214","22","-3","","","","","","","","",""
"6938","20151214","23","-5","","","","","","","","",""
"6939","20151214","24","-3","","","","","","","","",""
"6940","20151214","25","-5","","","","","","","","",""
"6941","20151214","26","-5","","","","","","","","",""
"6942","20151214","27","-6","","","","","","","","",""
"6943","20151214","28","-3","","","","","","","","",""
"6944","20151214","29","-2","","","","","","","","",""
"6945","20151214","30","-2","","","","","","","","",""
"6946","20151214","31","-5","","","","","","","","",""
"6947","20151214","41","-2","","","","","","","","",""
"6948","20151214","40","-3","","","","","","","","",""
"6949","20151214","43","-5","","","","","","","","",""
"6951","20151214","42","-3","","","","","","","","",""
"6952","20151214","44","-12","","","","","","","","",""
"6955","20151215","025","-21","","","","","","","","",""
"6956","20151215","024","-5","","","","","","","","",""
"6958","20151221","1200","500","","","","","","","","",""
"6959","20151221","1202","100","","","","","","","","",""
"6962","20151221","78","500","","","","","","","","",""
"6964","20151224","105","1","","","","","","","","",""
"6965","20151224","106","1","","","","","","","","",""
"6966","20151224","1200","2","","","","","","","","",""
"6968","20151224","1201","2","","","","","","","","",""
"6969","20151224","1202","2","","","","","","","","",""
"6970","20151224","1203","2","","","","","","","","",""
"6971","20151224","1204","2","","","","","","","","",""
"6972","20151224","1205","2","","","","","","","","",""
"6973","20151224","1206","2","","","","","","","","",""
"6975","20151224","1207","2","","","","","","","","",""
"6976","20151224","1208","2","","","","","","","","",""
"6977","20151224","1209","2","","","","","","","","",""
"6978","20151224","1210","2","","","","","","","","",""
"6979","20151224","1211","10","","","","","","","","",""
"6980","20151224","1900","4","","","","","","","","",""
"6983","20151224","02","6","","","","","","","","",""
"6985","20151224","020","6","","","","","","","","",""
"6986","20151224","021","6","","","","","","","","",""
"6987","20151224","022","6","","","","","","","","",""
"6988","20151224","023","3","","","","","","","","",""
"6989","20151224","024","3","","","","","","","","",""
"6990","20151224","025","3","","","","","","","","",""
"6991","20151224","026","6","","","","","","","","",""
"6992","20151224","027","6","","","","","","","","",""
"6993","20151224","028","6","","","","","","","","",""
"6994","20151224","029","6","","","","","","","","",""
"6995","20151224","030","6","","","","","","","","",""
"6996","20151224","04","3","","","","","","","","",""
"6997","20151224","05","6","","","","","","","","",""
"6998","20151224","07","6","","","","","","","","",""
"6999","20151224","08","6","","","","","","","","",""
"7000","20151224","10","6","","","","","","","","",""
"7001","20151224","13","6","","","","","","","","",""
"7002","20151224","14","6","","","","","","","","",""
"7003","20151224","16","6","","","","","","","","",""
"7004","20151224","18","3","","","","","","","","",""
"7005","20151224","19","6","","","","","","","","",""
"7006","20151224","21","6","","","","","","","","",""
"7007","20151224","22","6","","","","","","","","",""
"7008","20151224","23","3","","","","","","","","",""
"7009","20151224","24","3","","","","","","","","",""
"7010","20151224","25","6","","","","","","","","",""
"7011","20151224","26","6","","","","","","","","",""
"7012","20151224","27","6","","","","","","","","",""
"7013","20151224","28","3","","","","","","","","",""
"7014","20151224","29","3","","","","","","","","",""
"7015","20151224","30","3","","","","","","","","",""
"7016","20151224","31","6","","","","","","","","",""
"7017","20151224","32","3","","","","","","","","",""
"7018","20151224","36","3","","","","","","","","",""
"7019","20151224","38","3","","","","","","","","",""
"7020","20151224","40","6","","","","","","","","",""
"7022","20151224","41","3","","","","","","","","",""
"7023","20151224","42","6","","","","","","","","",""
"7024","20151224","43","6","","","","","","","","",""
"7027","20160105","080","-15","","","","","","","","",""
"7028","20160105","080","3","","","","","","","","",""
"7029","20160105","092","-10","","","","","","","","",""
"7030","20160105","0103","-30","","","","","","","","",""
"7031","20160105","0107","-10","","","","","","","","",""
"7032","20160105","0110","-13","","","","","","","","",""
"7033","20160105","0112","-6","","","","","","","","",""
"7034","20160105","413","-18","","","","","","","","",""
"7035","20160105","418","-5","","","","","","","","",""
"7036","20160105","419","-13","","","","","","","","",""
"7037","20160105","421","-13","","","","","","","","",""
"7038","20160105","422","-25","","","","","","","","",""
"7040","20160112","97","500","","","","","","","","",""
"7044","20160211","LL","500","","","","","","","","",""
"7049","20160217","0105","-2","","","","","","","","",""
"7050","20160217","407","-6","","","","","","","","",""
"7053","20160301","080","577","","","","","","","","",""
"7054","20160301","081","575","","","","","","","","",""
"7055","20160301","083","381","","","","","","","","",""
"7056","20160301","084","190","","","","","","","","",""
"7057","20160301","084","-190","","","","","","","","",""
"7058","20160301","085","190","","","","","","","","",""
"7059","20160301","086","588","","","","","","","","",""
"7060","20160301","087","384","","","","","","","","",""
"7061","20160301","088","394","","","","","","","","",""
"7062","20160301","090","381","","","","","","","","",""
"7063","20160301","091","574","","","","","","","","",""
"7064","20160301","092","191","","","","","","","","",""
"7065","20160301","095","392","","","","","","","","",""
"7066","20160301","098","193","","","","","","","","",""
"7067","20160301","099","392","","","","","","","","",""
"7068","20160301","0100","192","","","","","","","","",""
"7069","20160301","0103","381","","","","","","","","",""
"7070","20160301","0104","377","","","","","","","","",""
"7071","20160301","0105","382","","","","","","","","",""
"7072","20160301","0106","191","","","","","","","","",""
"7073","20160301","0107","192","","","","","","","","",""
"7074","20160301","0110","572","","","","","","","","",""
"7075","20160301","0111","196","","","","","","","","",""
"7076","20160301","401","194","","","","","","","","",""
"7077","20160301","402","383","","","","","","","","",""
"7078","20160301","403","382","","","","","","","","",""
"7079","20160301","404","387","","","","","","","","",""
"7080","20160301","407","191","","","","","","","","",""
"7081","20160301","408","191","","","","","","","","",""
"7082","20160301","409","190","","","","","","","","",""
"7083","20160301","410","382","","","","","","","","",""
"7084","20160301","411","192","","","","","","","","",""
"7085","20160301","412","191","","","","","","","","",""
"7086","20160301","413","588","","","","","","","","",""
"7087","20160301","414","191","","","","","","","","",""
"7088","20160301","418","191","","","","","","","","",""
"7089","20160301","419","389","","","","","","","","",""
"7090","20160301","420","201","","","","","","","","",""
"7091","20160301","421","194","","","","","","","","",""
"7092","20160301","422","192","","","","","","","","",""
"7094","20160307","JX5","200","","","","","","","","",""
"7096","20160322","LL","1000","","","","","","","","",""
"7098","20160329","081","4","","","","","","","","",""
"7100","20160329","083","-4","","","","","","","","",""
"7102","20160401","72","500","","","","","","","","",""
"7104","20160425","02","-40","","","","","","","","",""
"7105","20160425","04","-14","","","","","","","","",""
"7106","20160425","05","-33","","","","","","","","",""
"7107","20160425","07","-12","","","","","","","","",""
"7108","20160425","09","-23","","","","","","","","",""
"7109","20160425","10","-17","","","","","","","","",""
"7110","20160425","18","-24","","","","","","","","",""
"7111","20160425","19","-26","","","","","","","","",""
"7112","20160425","020","-36","","","","","","","","",""
"7113","20160425","023","-23","","","","","","","","",""
"7114","20160425","026","-30","","","","","","","","",""
"7115","20160425","027","-33","","","","","","","","",""
"7116","20160425","028","-23","","","","","","","","",""
"7117","20160425","029","-23","","","","","","","","",""
"7118","20160425","22","-30","","","","","","","","",""
"7119","20160425","23","-19","","","","","","","","",""
"7120","20160425","24","-21","","","","","","","","",""
"7121","20160425","25","-28","","","","","","","","",""
"7122","20160425","26","-37","","","","","","","","",""
"7123","20160425","27","-28","","","","","","","","",""
"7124","20160425","28","-22","","","","","","","","",""
"7125","20160425","29","-24","","","","","","","","",""
"7126","20160425","30","-17","","","","","","","","",""
"7127","20160425","31","-34","","","","","","","","",""
"7128","20160425","32","-20","","","","","","","","",""
"7129","20160425","36","-12","","","","","","","","",""
"7130","20160425","38","-20","","","","","","","","",""
"7131","20160425","39","-15","","","","","","","","",""
"7132","20160425","40","-30","","","","","","","","",""
"7133","20160425","42","-20","","","","","","","","",""
"7134","20160425","44","-25","","","","","","","","",""
"7137","20160425","08","-18","","","","","","","","",""
"7138","20160425","13","-13","","","","","","","","",""
"7139","20160425","16","-110","","","","","","","","",""
"7140","20160425","021","62","","","","","","","","",""
"7141","20160425","022","-38","","","","","","","","",""
"7142","20160425","030","-36","","","","","","","","",""
"7143","20160425","031","-45","","","","","","","","",""
"7144","20160425","21","183","","","","","","","","",""
"7145","20160425","413","-247","","","","","","","","",""
"7148","20160426","2001","500","","","","","","","","",""
"7149","20160426","2002","500","","","","","","","","",""
"7151","20160426","2003","500","","","","","","","","",""
"7152","20160426","2004","100","","","","","","","","",""
"7153","20160426","2005","100","","","","","","","","",""
"7156","20160429","1900","534","","","","","","","","",""
"7158","20160505","080","-3","","","","","","","","",""
"7159","20160505","081","-20","","","","","","","","",""
"7161","20160505","083","-30","","","","","","","","",""
"7164","20160505","088","-15","","","","","","","","",""
"7165","20160505","089","-30","","","","","","","","",""
"7166","20160505","090","-3","","","","","","","","",""
"7167","20160505","091","-15","","","","","","","","",""
"7168","20160505","092","-15","","","","","","","","",""
"7169","20160505","095","-30","","","","","","","","",""
"7170","20160505","099","-1","","","","","","","","",""
"7172","20160505","0100","-4","","","","","","","","",""
"7173","20160505","0103","-5","","","","","","","","",""
"7174","20160505","0104","-34","","","","","","","","",""
"7175","20160505","0105","-32","","","","","","","","",""
"7176","20160505","0106","-2","","","","","","","","",""
"7177","20160505","0108","-30","","","","","","","","",""
"7178","20160505","0110","-30","","","","","","","","",""
"7179","20160505","0111","-30","","","","","","","","",""
"7180","20160505","0112","-47","","","","","","","","",""
"7181","20160505","401","-30","","","","","","","","",""
"7182","20160505","402","-30","","","","","","","","",""
"7183","20160505","403","-8","","","","","","","","",""
"7185","20160505","404","-21","","","","","","","","",""
"7186","20160505","407","-30","","","","","","","","",""
"7187","20160505","408","-15","","","","","","","","",""
"7188","20160505","410","-30","","","","","","","","",""
"7189","20160505","411","-31","","","","","","","","",""
"7190","20160505","412","-30","","","","","","","","",""
"7191","20160505","413","-21","","","","","","","","",""
"7192","20160505","414","-20","","","","","","","","",""
"7193","20160505","419","-44","","","","","","","","",""
"7194","20160505","421","-35","","","","","","","","",""
"7195","20160505","422","-15","","","","","","","","",""
"7196","20160505","02","-6","","","","","","","","",""
"7197","20160505","04","-4","","","","","","","","",""
"7198","20160505","05","-8","","","","","","","","",""
"7199","20160505","07","-5","","","","","","","","",""
"7200","20160505","08","-4","","","","","","","","",""
"7201","20160505","09","-3","","","","","","","","",""
"7202","20160505","10","-5","","","","","","","","",""
"7203","20160505","13","-4","","","","","","","","",""
"7204","20160505","14","-6","","","","","","","","",""
"7205","20160505","16","-5","","","","","","","","",""
"7206","20160505","18","-6","","","","","","","","",""
"7207","20160505","19","-5","","","","","","","","",""
"7208","20160505","020","-6","","","","","","","","",""
"7209","20160505","021","-5","","","","","","","","",""
"7210","20160505","022","-3","","","","","","","","",""
"7211","20160505","023","-4","","","","","","","","",""
"7212","20160505","026","-7","","","","","","","","",""
"7213","20160505","027","-4","","","","","","","","",""
"7214","20160505","028","-4","","","","","","","","",""
"7215","20160505","029","-6","","","","","","","","",""
"7216","20160505","030","-6","","","","","","","","",""
"7217","20160505","031","-7","","","","","","","","",""
"7218","20160505","21","-3","","","","","","","","",""
"7219","20160505","22","-6","","","","","","","","",""
"7220","20160505","23","-2","","","","","","","","",""
"7221","20160505","24","-5","","","","","","","","",""
"7222","20160505","25","-4","","","","","","","","",""
"7223","20160505","26","-5","","","","","","","","",""
"7224","20160505","27","-4","","","","","","","","",""
"7225","20160505","28","-3","","","","","","","","",""
"7226","20160505","29","-2","","","","","","","","",""
"7227","20160505","30","-2","","","","","","","","",""
"7228","20160505","31","-5","","","","","","","","",""
"7229","20160505","32","-2","","","","","","","","",""
"7230","20160505","41","-3","","","","","","","","",""
"7231","20160505","40","-6","","","","","","","","",""
"7232","20160505","42","-3","","","","","","","","",""
"7233","20160505","43","-7","","","","","","","","",""
"7237","20160505","42","3","","","","","","","","",""
"7239","20160506","105","150","","","","","","","","",""
"7240","20160506","82","500","","","","","","","","",""
"7242","20160511","601","200","","","","","","","","",""
"7246","20160513","81","-242","","","","","","","","",""
"7248","20160513","88","-27","","","","","","","","",""
"7250","20160517","78","500","","","","","","","","",""
"7254","20160519","080","-30","","","","","","","","",""
"7255","20160519","081","-20","","","","","","","","",""
"7256","20160519","083","-31","","","","","","","","",""
"7257","20160519","085","-31","","","","","","","","",""
"7258","20160519","086","-21","","","","","","","","",""
"7259","20160519","088","-15","","","","","","","","",""
"7260","20160519","089","-30","","","","","","","","",""
"7261","20160519","090","-4","","","","","","","","",""
"7262","20160519","091","-16","","","","","","","","",""
"7263","20160519","092","-15","","","","","","","","",""
"7264","20160519","095","-31","","","","","","","","",""
"7265","20160519","099","-1","","","","","","","","",""
"7266","20160519","0100","-32","","","","","","","","",""
"7267","20160519","0101","-30","","","","","","","","",""
"7268","20160519","0103","-6","","","","","","","","",""
"7269","20160519","0104","-33","","","","","","","","",""
"7270","20160519","0105","-32","","","","","","","","",""
"7271","20160519","0106","-2","","","","","","","","",""
"7272","20160519","0108","-30","","","","","","","","",""
"7273","20160519","0110","-30","","","","","","","","",""
"7274","20160519","0111","-30","","","","","","","","",""
"7275","20160519","0112","-47","","","","","","","","",""
"7276","20160519","401","-30","","","","","","","","",""
"7277","20160519","402","-30","","","","","","","","",""
"7278","20160519","403","-8","","","","","","","","",""
"7279","20160519","404","-30","","","","","","","","",""
"7280","20160519","407","-30","","","","","","","","",""
"7281","20160519","408","-15","","","","","","","","",""
"7282","20160519","410","-30","","","","","","","","",""
"7283","20160519","411","-31","","","","","","","","",""
"7284","20160519","412","-30","","","","","","","","",""
"7285","20160519","413","-31","","","","","","","","",""
"7286","20160519","414","-20","","","","","","","","",""
"7287","20160519","419","-44","","","","","","","","",""
"7288","20160519","413","-31","","","","","","","","",""
"7289","20160519","421","-35","","","","","","","","",""
"7290","20160519","422","-15","","","","","","","","",""
"7291","20160519","02","-6","","","","","","","","",""
"7292","20160519","04","-4","","","","","","","","",""
"7293","20160519","05","-8","","","","","","","","",""
"7294","20160519","07","-6","","","","","","","","",""
"7295","20160519","08","-4","","","","","","","","",""
"7296","20160519","09","-3","","","","","","","","",""
"7297","20160519","10","-5","","","","","","","","",""
"7298","20160519","13","-4","","","","","","","","",""
"7299","20160519","14","-6","","","","","","","","",""
"7300","20160519","16","-5","","","","","","","","",""
"7301","20160519","18","-7","","","","","","","","",""
"7302","20160519","19","-6","","","","","","","","",""
"7303","20160519","020","-6","","","","","","","","",""
"7304","20160519","021","-5","","","","","","","","",""
"7305","20160519","022","-4","","","","","","","","",""
"7306","20160519","023","-4","","","","","","","","",""
"7307","20160519","026","-7","","","","","","","","",""
"7308","20160519","027","-5","","","","","","","","",""
"7310","20160519","028","-4","","","","","","","","",""
"7311","20160519","029","-7","","","","","","","","",""
"7312","20160519","030","-5","3","","","","","","","",""
"7313","20160519","030","-8","","","","","","","","",""
"7314","20160519","031","-7","","","","","","","","",""
"7315","20160519","14","6","","","","","","","","",""
"7316","20160519","21","-4","","","","","","","","",""
"7317","20160519","22","-8","","","","","","","","",""
"7318","20160519","23","-3","","","","","","","","",""
"7319","20160519","24","-5","","","","","","","","",""
"7320","20160519","25","-5","","","","","","","","",""
"7321","20160519","26","-6","","","","","","","","",""
"7322","20160519","27","-4","","","","","","","","",""
"7323","20160519","28","-4","","","","","","","","",""
"7324","20160519","29","-2","","","","","","","","",""
"7325","20160519","30","-2","","","","","","","","",""
"7326","20160519","31","-5","","","","","","","","",""
"7327","20160519","32","-2","","","","","","","","",""
"7329","20160519","40","-5","","","","","","","","",""
