"AJUNUM","AJUFEC","PRODCOD","AJUCAN","AJUOBS"," ","","","","","","",""
"4629","20141006","419","-12","","","","","","","","",""
"4630","20141006","421","-12","","","","","","","","",""
"4631","20141006","0105","-12","","","","","","","","",""
"4632","20141006","0106","-12","","","","","","","","",""
"4633","20141006","0108","-12","","","","","","","","",""
"4635","20141006","02","-6","","","","","","","","",""
"4636","20141006","05","-12","","","","","","","","",""
"4637","20141006","08","-6","","","","","","","","",""
"4638","20141006","10","-6","","","","","","","","",""
"4639","20141006","14","-6","","","","","","","","",""
"4640","20141006","16","-6","","","","","","","","",""
"4641","20141006","18","-6","","","","","","","","",""
"4642","20141006","19","-6","","","","","","","","",""
"4643","20141006","021","-6","","","","","","","","",""
"4644","20141006","022","-6","","","","","","","","",""
"4645","20141006","023","-6","","","","","","","","",""
"4646","20141006","025","-6","","","","","","","","",""
"4647","20141006","026","-6","","","","","","","","",""
"4648","20141006","027","-6","","","","","","","","",""
"4649","20141006","028","-6","","","","","","","","",""
"4650","20141006","61","-3","","","","","","","","",""
"4651","20141006","62","-3","","","","","","","","",""
"4652","20141006","64","-3","","","","","","","","",""
"4653","20141006","66","-3","","","","","","","","",""
"4654","20141006","J05","-3","","","","","","","","",""
"4655","20141006","SL","-3","","","","","","","","",""
"4656","20141006","SB","-3","","","","","","","","",""
"4657","20141006","SCO","-3","","","","","","","","",""
"4658","20141006","B02","-3","","","","","","","","",""
"4659","20141006","B03","-6","","","","","","","","",""
"4663","20141007","05","-3","","","","","","","","",""
"4664","20141006","14","-3","","","","","","","","",""
"4665","20141007","024","-3","","","","","","","","",""
"4666","20141007","027","-3","","","","","","","","",""
"4667","20141007","22","-3","","","","","","","","",""
"4668","20141007","24","-3","","","","","","","","",""
"4669","20141007","37","-3","","","","","","","","",""
"4670","20141007","43","-3","","","","","","","","",""
"4673","20141007","0105","-40","","","","","","","","",""
"4674","20141007","080","-6","","","","","","","","",""
"4675","20141007","081","-6","","","","","","","","",""
"4676","20141007","083","-18","","","","","","","","",""
"4677","20141007","086","-18","","","","","","","","",""
"4678","20141007","089","-6","","","","","","","","",""
"4679","20141007","090","-12","","","","","","","","",""
"4680","20141007","091","-12","","","","","","","","",""
"4681","20141007","099","-3","","","","","","","","",""
"4682","20141007","099","-3","","","","","","","","",""
"4683","20141007","0100","-12","","","","","","","","",""
"4684","20141007","0101","-6","","","","","","","","",""
"4685","20141007","0103","-6","","","","","","","","",""
"4686","20141007","0106","-12","","","","","","","","",""
"4687","20141007","0107","-6","","","","","","","","",""
"4688","20141007","0108","-12","","","","","","","","",""
"4689","20141007","0109","-6","","","","","","","","",""
"4690","20141007","401","-12","","","","","","","","",""
"4691","20141007","409","-6","","","","","","","","",""
"4692","20141007","413","-12","","","","","","","","",""
"4693","20141007","419","-6","","","","","","","","",""
"4694","20141007","05","-6","","","","","","","","",""
"4695","20141007","07","-6","","","","","","","","",""
"4696","20141007","10","-18","","","","","","","","",""
"4697","20141007","14","-6","","","","","","","","",""
"4698","20141007","16","-6","","","","","","","","",""
"4699","20141007","18","-6","","","","","","","","",""
"4700","20141007","020","-18","","","","","","","","",""
"4701","20141007","022","-6","","","","","","","","",""
"4702","20141007","023","-6","","","","","","","","",""
"4703","20141007","43","-12","","","","","","","","",""
"4704","20141007","081","-3","","","","","","","","",""
"4705","20141007","083","-3","","","","","","","","",""
"4706","20141007","086","-3","","","","","","","","",""
"4707","20141007","089","-3","","","","","","","","",""
"4708","20141007","091","-3","","","","","","","","",""
"4709","20141007","0100","-3","","","","","","","","",""
"4710","20141007","0104","-3","","","","","","","","",""
"4711","20141007","74","-3","","","","","","","","",""
"4712","20141007","90","-3","","","","","","","","",""
"4713","20141007","91","-3","","","","","","","","",""
"4714","20141007","95","-3","","","","","","","","",""
"4715","20141007","96","-3","","","","","","","","",""
"4716","20141007","J02","-3","","","","","","","","",""
"4717","20141007","J03","-3","","","","","","","","",""
"4718","20141007","J07","-3","","","","","","","","",""
"4719","20141007","SP","-3","","","","","","","","",""
"4721","20141007","SCO","-3","","","","","","","","",""
"4723","20141007","0105","3","","","","","","","","",""
"4725","20141007","081","-6","","","","","","","","",""
"4726","20141007","083","-12","","","","","","","","",""
"4727","20141007","085","-6","","","","","","","","",""
"4728","20141007","086","-12","","","","","","","","",""
"4729","20141007","091","-12","","","","","","","","",""
"4730","20141007","092","-6","","","","","","","","",""
"4731","20141007","098","-12","","","","","","","","",""
"4732","20141007","0100","-12","","","","","","","","",""
"4733","20141007","0103","-12","","","","","","","","",""
"4734","20141007","0104","-12","","","","","","","","",""
"4735","20141007","0108","-12","","","","","","","","",""
"4736","20141007","0109","-12","","","","","","","","",""
"4737","20141007","401","-12","","","","","","","","",""
"4738","20141007","408","-6","","","","","","","","",""
"4741","20141007","92","120","","","","","","","","",""
"4743","20141010","407","100","","","","","","","","",""
"4745","20141010","0105","100","","","","","","","","",""
"4747","20141010","086","-38","","","","","","","","",""
"4748","20141010","401","-20","","","","","","","","",""
"4751","20141014","080","592","","","","","","","","",""
"4752","20141014","081","587","","","","","","","","",""
"4753","20141014","083","968","","","","","","","","",""
"4754","20141014","085","387","","","","","","","","",""
"4755","20141014","086","778","","","","","","","","",""
"4756","20141014","087","386","","","","","","","","",""
"4757","20141014","088","120","","","","","","","","",""
"4758","20141014","089","778","","","","","","","","",""
"4759","20141014","090","584","","","","","","","","",""
"4760","20141014","091","387","","","","","","","","",""
"4761","20141014","092","384","","","","","","","","",""
"4762","20141014","095","572","","","","","","","","",""
"4763","20141014","098","406","","","","","","","","",""
"4764","20141014","099","586","","","","","","","","",""
"4765","20141014","0100","584","","","","","","","","",""
"4766","20141014","0108","413","","","","","","","","",""
"4767","20141014","0109","206","","","","","","","","",""
"4768","20141014","0101","411","","","","","","","","",""
"4769","20141014","0104","770","","","","","","","","",""
"4770","20141014","0105","677","","","","","","","","",""
"4771","20141014","0106","388","","","","","","","","",""
"4772","20141014","0103","591","","","","","","","","",""
"4773","20141014","401","843","","","","","","","","",""
"4774","20141014","402","580","","","","","","","","",""
"4775","20141014","403","649","","","","","","","","",""
"4776","20141014","404","585","","","","","","","","",""
"4777","20141014","407","701","","","","","","","","",""
"4778","20141014","408","202","","","","","","","","",""
"4779","20141014","409","389","","","","","","","","",""
"4780","20141014","410","784","","","","","","","","",""
"4781","20141014","411","405","","","","","","","","",""
"4782","20141014","412","202","","","","","","","","",""
"4783","20141014","413","664","","","","","","","","",""
"4784","20141014","414","410","","","","","","","","",""
"4785","20141014","418","209","","","","","","","","",""
"4786","20141014","419","412","","","","","","","","",""
"4787","20141014","421","410","","","","","","","","",""
"4790","20141016","081","-1","","","","","","","","",""
"4791","20141016","083","-1","","","","","","","","",""
"4792","20141016","085","-1","","","","","","","","",""
"4793","20141016","091","-1","","","","","","","","",""
"4794","20141016","099","-1","","","","","","","","",""
"4795","20141016","0104","-1","","","","","","","","",""
"4797","20141017","0105","-27","","","","","","","","",""
"4798","20141017","26","-18","","","","","","","","",""
"4799","20141017","086","-38","","","","","","","","",""
"4800","20141017","401","-20","","","","","","","","",""
"4801","20141017","080","-1","","","","","","","","",""
"4802","20141017","081","-1","","","","","","","","",""
"4803","20141017","083","-1","","","","","","","","",""
"4804","20141017","085","-1","","","","","","","","",""
"4805","20141017","086","-2","","","","","","","","",""
"4806","20141017","087","-1","","","","","","","","",""
"4807","20141017","089","-1","","","","","","","","",""
"4808","20141017","091","-2","","","","","","","","",""
"4809","20141017","092","-1","","","","","","","","",""
"4810","20141017","098","-1","","","","","","","","",""
"4811","20141017","0100","-1","","","","","","","","",""
"4812","20141017","0104","-1","","","","","","","","",""
"4813","20141017","0105","-1","","","","","","","","",""
"4814","20141017","0107","-1","","","","","","","","",""
"4815","20141017","0109","-1","","","","","","","","",""
"4816","20141017","401","-1","","","","","","","","",""
"4817","20141017","72","-5","","","","","","","","",""
"4818","20141017","74","-2","","","","","","","","",""
"4819","20141017","78","-10","","","","","","","","",""
"4820","20141017","79","-2","","","","","","","","",""
"4821","20141017","85","-3","","","","","","","","",""
"4822","20141017","91","-3","","","","","","","","",""
"4823","20141017","61","-1","","","","","","","","",""
"4824","20141017","62","-1","","","","","","","","",""
"4825","20141017","64","-1","","","","","","","","",""
"4826","20141017","65","-1","","","","","","","","",""
"4827","20141017","66","-1","","","","","","","","",""
"4828","20141017","S01","-2","","","","","","","","",""
"4829","20141017","S02","-2","","","","","","","","",""
"4830","20141017","S03","-2","","","","","","","","",""
"4831","20141017","E01","-2","","","","","","","","",""
"4832","20141017","E02","-2","","","","","","","","",""
"4833","20141017","E03","-2","","","","","","","","",""
"4834","20141017","E04","-2","","","","","","","","",""
"4835","20141017","E05","-2","","","","","","","","",""
"4836","20141017","E06","-2","","","","","","","","",""
"4837","20141017","E07","-2","","","","","","","","",""
"4838","20141017","E06","-2","","","","","","","","",""
"4839","20141017","080","-7","","","","","","","","",""
"4840","20141017","081","-12","","","","","","","","",""
"4841","20141017","083","-14","","","","","","","","",""
"4842","20141017","085","-12","","","","","","","","",""
"4843","20141017","086","-6","","","","","","","","",""
"4844","20141017","087","-6","","","","","","","","",""
"4845","20141017","089","-6","","","","","","","","",""
"4846","20141017","090","-12","","","","","","","","",""
"4847","20141017","091","-12","","","","","","","","",""
"4848","20141017","092","-12","","","","","","","","",""
"4849","20141017","095","-2","","","","","","","","",""
"4850","20141017","098","-12","","","","","","","","",""
"4851","20141017","099","-9","","","","","","","","",""
"4852","20141017","0100","-7","","","","","","","","",""
"4853","20141017","0103","-12","","","","","","","","",""
"4854","20141017","0104","-15","","","","","","","","",""
"4855","20141017","0105","-7","","","","","","","","",""
"4856","20141017","0106","-8","","","","","","","","",""
"4857","20141017","0107","-10","","","","","","","","",""
"4859","20141017","0108","-2","","","","","","","","",""
"4860","20141017","0109","-6","","","","","","","","",""
"4861","20141017","401","-6","","","","","","","","",""
"4862","20141017","402","-10","","","","","","","","",""
"4864","20141017","403","-5","","","","","","","","",""
"4865","20141017","407","-8","","","","","","","","",""
"4866","20141017","408","-10","","","","","","","","",""
"4867","20141017","409","-8","","","","","","","","",""
"4868","20141017","410","-5","","","","","","","","",""
"4869","20141017","412","-5","","","","","","","","",""
"4870","20141017","413","-10","","","","","","","","",""
"4871","20141017","414","-8","","","","","","","","",""
"4872","20141017","420","-4","","","","","","","","",""
"4873","20141017","421","-12","","","","","","","","",""
"4876","20141017","1200","-2","","","","","","","","",""
"4877","20141017","1201","-1","","","","","","","","",""
"4878","20141017","1202","-1","","","","","","","","",""
"4879","20141017","1204","-1","","","","","","","","",""
"4880","20141017","1205","-1","","","","","","","","",""
"4881","20141017","1208","-1","","","","","","","","",""
"4882","20141017","1209","-1","","","","","","","","",""
"4883","20141017","1206","-3","","","","","","","","",""
"4885","20141018","1000","522","","","","","","","","",""
"4886","20141018","1000","-522","","","","","","","","",""
"4887","20141018","1000","522","","","","","","","","",""
"4894","20141020","78","-38","","","","","","","","",""
"4896","20141020","1001","519","","","","","","","","",""
"4897","20141020","1002","521","","","","","","","","",""
"4898","20141020","1003","513","","","","","","","","",""
"4899","20141020","1004","508","","","","","","","","",""
"4900","20141020","1005","507","","","","","","","","",""
"4901","20141020","1006","496","","","","","","","","",""
"4902","20141020","1007","535","","","","","","","","",""
"4903","20141020","1008","497","","","","","","","","",""
"4904","20141020","1009","515","","","","","","","","",""
"4907","20141020","78","162","","","","","","","","",""
"4909","20141020","1010","506","","","","","","","","",""
"4910","20141020","1011","509","","","","","","","","",""
"4911","20141020","1100","521","","","","","","","","",""
"4912","20141020","1101","521","","","","","","","","",""
"4913","20141020","1102","522","","","","","","","","",""
"4914","20141020","1103","507","","","","","","","","",""
"4915","20141020","1104","530","","","","","","","","",""
"4916","20141020","1105","521","","","","","","","","",""
"4917","20141020","1106","519","","","","","","","","",""
"4918","20141020","1107","506","","","","","","","","",""
"4921","20141020","1105","3","","","","","","","","",""
"4926","20141029","1202","-2","","","","","","","","",""
"4927","20141029","1204","-2","","","","","","","","",""
"4931","20141031","05","10","","","","","","","","",""
"4932","20141031","08","10","","","","","","","","",""
"4933","20141031","10","10","","","","","","","","",""
"4934","20141031","21","10","","","","","","","","",""
"4935","20141031","22","10","","","","","","","","",""
"4936","20141031","23","10","","","","","","","","",""
"4937","20141031","24","10","","","","","","","","",""
"4938","20141031","25","10","","","","","","","","",""
"4939","20141031","26","10","","","","","","","","",""
"4940","20141031","31","10","","","","","","","","",""
"4942","20141031","088","2","","","","","","","","",""
"4943","20141031","090","5","","","","","","","","",""
"4944","20141031","099","2","","","","","","","","",""
"4945","20141031","0107","5","","","","","","","","",""
"4946","20141031","402","1","","","","","","","","",""
"4947","20141031","407","6","","","","","","","","",""
"4948","20141031","408","5","","","","","","","","",""
"4949","20141031","412","2","","","","","","","","",""
"4950","20141031","414","2","","","","","","","","",""
"4951","20141031","416","1","","","","","","","","",""
"4952","20141031","418","8","","","","","","","","",""
"4953","20141031","421","5","","","","","","","","",""
"4954","20141031","420","1","","","","","","","","",""
"4959","20141108","080","-7","","","","","","","","",""
"4960","20141108","081","-7","","","","","","","","",""
"4961","20141108","083","-8","","","","","","","","",""
"4962","20141108","085","-6","","","","","","","","",""
"4963","20141108","086","-6","","","","","","","","",""
"4964","20141108","087","-6","","","","","","","","",""
"4965","20141108","088","-8","","","","","","","","",""
"4966","20141108","089","-8","","","","","","","","",""
"4967","20141108","090","-6","","","","","","","","",""
"4968","20141108","091","-6","","","","","","","","",""
"4969","20141108","092","-7","","","","","","","","",""
"4970","20141108","095","-7","","","","","","","","",""
"4971","20141108","098","-7","","","","","","","","",""
"4972","20141108","099","-6","","","","","","","","",""
"4973","20141108","0100","-6","","","","","","","","",""
"4974","20141108","0101","-6","","","","","","","","",""
"4975","20141108","0103","-8","","","","","","","","",""
"4976","20141108","0104","-8","","","","","","","","",""
"4977","20141108","0105","-5","","","","","","","","",""
"4978","20141108","0106","-6","","","","","","","","",""
"4979","20141108","0107","-5","","","","","","","","",""
"4980","20141108","0108","-8","","","","","","","","",""
"4981","20141108","0109","-8","","","","","","","","",""
"4982","20141108","401","-7","","","","","","","","",""
"4983","20141108","402","-6","","","","","","","","",""
"4984","20141108","403","-6","","","","","","","","",""
"4985","20141108","404","-7","","","","","","","","",""
"4986","20141108","407","-6","","","","","","","","",""
"4987","20141108","408","-6","","","","","","","","",""
"4988","20141108","409","-7","","","","","","","","",""
"4989","20141108","410","-6","","","","","","","","",""
"4990","20141108","411","-6","","","","","","","","",""
"4991","20141108","412","-6","","","","","","","","",""
"4992","20141108","413","-7","","","","","","","","",""
"4993","20141108","414","-7","","","","","","","","",""
"4994","20141108","421","-7","","","","","","","","",""
"4995","20141108","420","-7","","","","","","","","",""
"4996","20141108","419","-7","","","","","","","","",""
"4997","20141108","72","-3","","","","","","","","",""
"4998","20141108","73","-2","","","","","","","","",""
"4999","20141108","75","-1","","","","","","","","",""
"5000","20141108","76","-1","","","","","","","","",""
"5001","20141108","78","-6","","","","","","","","",""
"5002","20141108","81","-1","","","","","","","","",""
"5003","20141108","79","-5","","","","","","","","",""
"5004","20141108","85","-1","","","","","","","","",""
"5005","20141108","01","-3","","","","","","","","",""
"5007","20141108","01","3","","","","","","","","",""
"5008","20141108","02","-3","","","","","","","","",""
"5009","20141108","04","-2","","","","","","","","",""
"5010","20141108","05","-5","","","","","","","","",""
"5011","20141108","07","-4","","","","","","","","",""
"5012","20141108","08","-1","","","","","","","","",""
"5013","20141108","09","-4","","","","","","","","",""
"5014","20141108","09","-4","","","","","","","","",""
"5015","20141108","10","-1","","","","","","","","",""
"5016","20141108","15","-1","","","","","","","","",""
"5017","20141108","14","-1","","","","","","","","",""
"5018","20141108","15","1","","","","","","","","",""
"5019","20141108","16","-1","","","","","","","","",""
"5020","20141108","18","-1","","","","","","","","",""
"5021","20141108","19","-2","","","","","","","","",""
"5022","20141108","020","-3","","","","","","","","",""
"5023","20141108","021","-1","","","","","","","","",""
"5024","20141108","022","-3","","","","","","","","",""
"5025","20141108","023","-4","","","","","","","","",""
"5026","20141108","025","-2","","","","","","","","",""
"5027","20141108","024","-3","","","","","","","","",""
"5028","20141108","026","-1","","","","","","","","",""
"5029","20141108","027","-2","","","","","","","","",""
"5031","20141108","028","-3","","","","","","","","",""
"5032","20141108","21","-5","","","","","","","","",""
"5033","20141108","22","-3","","","","","","","","",""
"5034","20141108","23","-4","","","","","","","","",""
"5035","20141108","24","-3","","","","","","","","",""
"5036","20141108","25","-2","","","","","","","","",""
"5037","20141108","27","-1","","","","","","","","",""
"5038","20141108","28","-3","","","","","","","","",""
"5039","20141108","29","-2","","","","","","","","",""
"5040","20141108","30","-5","","","","","","","","",""
"5041","20141108","31","-2","","","","","","","","",""
"5042","20141108","39","-1","","","","","","","","",""
"5043","20141108","40","-1","","","","","","","","",""
"5044","20141108","41","-2","","","","","","","","",""
"5045","20141108","42","-2","","","","","","","","",""
"5046","20141108","43","-4","","","","","","","","",""
"5047","20141108","1002","-4","","","","","","","","",""
"5048","20141108","1003","-1","","","","","","","","",""
"5049","20141108","1005","-1","","","","","","","","",""
"5050","20141108","1009","-2","","","","","","","","",""
"5051","20141108","1010","-1","","","","","","","","",""
"5052","20141108","1102","-1","","","","","","","","",""
"5053","20141108","1105","-2","","","","","","","","",""
"5054","20141108","1106","-1","","","","","","","","",""
"5055","20141108","1070","-4","","","","","","","","",""
"5056","20141108","1071","-3","","","","","","","","",""
"5057","20141108","1072","-3","","","","","","","","",""
"5058","20141108","1075","-2","","","","","","","","",""
"5059","20141108","1076","-2","","","","","","","","",""
"5060","20141108","1077","-1","","","","","","","","",""
"5061","20141108","1078","-2","","","","","","","","",""
"5062","20141108","1079","-5","","","","","","","","",""
"5063","20141108","1200","-8","","","","","","","","",""
"5066","20141111","200","50","","","","","","","","",""
"5068","20141114","1200","100","","","","","","","","",""
"5071","20141117","080","-48","","","","","","","","",""
"5072","20141117","081","-48","","","","","","","","",""
"5073","20141117","083","-48","","","","","","","","",""
"5074","20141117","086","-48","","","","","","","","",""
"5075","20141117","087","-48","","","","","","","","",""
"5076","20141117","088","-48","","","","","","","","",""
"5077","20141117","089","-48","","","","","","","","",""
"5078","20141117","090","-48","","","","","","","","",""
"5080","20141117","091","-48","","","","","","","","",""
"5082","20141117","092","-48","","","","","","","","",""
"5083","20141117","095","-48","","","","","","","","",""
"5084","20141117","098","-48","","","","","","","","",""
"5085","20141117","099","-48","","","","","","","","",""
"5086","20141117","0100","-48","","","","","","","","",""
"5087","20141117","0101","-48","","","","","","","","",""
"5088","20141117","0103","-48","","","","","","","","",""
"5089","20141117","0104","-48","","","","","","","","",""
"5091","20141117","0105","-48","","","","","","","","",""
"5092","20141117","0106","-48","","","","","","","","",""
"5093","20141117","0108","-48","","","","","","","","",""
"5094","20141117","0109","-48","","","","","","","","",""
"5098","20141117","085","-48","","","","","","","","",""
"5100","20141117","401","-48","","","","","","","","",""
"5101","20141117","402","-48","","","","","","","","",""
"5102","20141117","403","-48","","","","","","","","",""
"5103","20141117","404","-48","","","","","","","","",""
"5104","20141117","407","-48","","","","","","","","",""
"5105","20141117","409","-48","","","","","","","","",""
"5106","20141117","410","-48","","","","","","","","",""
"5108","20141117","411","-48","","","","","","","","",""
"5109","20141117","412","-48","","","","","","","","",""
"5110","20141117","414","-48","","","","","","","","",""
"5111","20141117","419","-48","","","","","","","","",""
"5112","20141117","418","-48","","","","","","","","",""
"5113","20141117","421","-48","","","","","","","","",""
"5117","20141117","408","-48","","","","","","","","",""
"5118","20141117","413","-48","","","","","","","","",""
"5119","20141117","416","-48","","","","","","","","",""
"5122","20141117","P101","-12","","","","","","","","",""
"5123","20141117","E151","-77","","","","","","","","",""
"5124","20141117","E153","-44","","","","","","","","",""
"5128","20141117","P101","16","","","","","","","","",""
"5129","20141117","E151","75","","","","","","","","",""
"5130","20141117","E153","44","","","","","","","","",""
"5133","20141121","S01","100","","","","","","","","",""
"5134","20141121","S02","100","","","","","","","","",""
"5135","20141121","S03","100","","","","","","","","",""
"5136","20141121","S04","100","","","","","","","","",""
"5137","20141121","S05","100","","","","","","","","",""
"5138","20141121","S06","100","","","","","","","","",""
"5139","20141121","S07","100","","","","","","","","",""
"5142","20141128","29","-1","","","","","","","","",""
"5143","20141128","30","-1","","","","","","","","",""
"5144","20141128","72","-1","","","","","","","","",""
"5145","20141128","74","-1","","","","","","","","",""
"5146","20141128","78","-1","","","","","","","","",""
"5147","20141128","79","-1","","","","","","","","",""
"5150","20141201","LP","1000","","","","","","","","",""
"5152","20141202","79","100","","","","","","","","",""
"5154","20141202","LP","500","","","","","","","","",""
"5158","20141203","71","-2","","","","","","","","",""
"5159","20141203","74","-2","","","","","","","","",""
"5160","20141203","86","-4","","","","","","","","",""
"5163","20141210","080","-6","","","","","","","","",""
"5164","20141210","081","-9","","","","","","","","",""
"5165","20141210","083","-6","","","","","","","","",""
"5166","20141210","085","-6","","","","","","","","",""
"5167","20141210","086","-27","","","","","","","","",""
"5168","20141210","086","-27","","","","","","","","",""
"5169","20141210","087","-6","","","","","","","","",""
"5170","20141210","088","-12","","","","","","","","",""
"5171","20141210","089","-12","","","","","","","","",""
"5172","20141210","090","-6","","","","","","","","",""
"5173","20141210","090","-6","","","","","","","","",""
"5174","20141210","091","-3","","","","","","","","",""
"5175","20141210","092","-12","","","","","","","","",""
"5176","20141210","095","-9","","","","","","","","",""
"5177","20141210","098","-24","","","","","","","","",""
"5178","20141210","099","-30","","","","","","","","",""
"5179","20141210","0100","-3","","","","","","","","",""
"5180","20141210","0101","-18","","","","","","","","",""
"5181","20141210","0103","-24","","","","","","","","",""
"5182","20141210","0104","-12","","","","","","","","",""
"5183","20141210","0105","-18","","","","","","","","",""
"5184","20141210","0106","-24","","","","","","","","",""
"5185","20141210","0107","-18","","","","","","","","",""
"5186","20141210","0108","-6","","","","","","","","",""
"5187","20141210","401","-27","","","","","","","","",""
"5189","20141210","402","-30","","","","","","","","",""
"5190","20141210","403","-3","","","","","","","","",""
"5191","20141210","404","-27","","","","","","","","",""
"5192","20141210","407","-6","","","","","","","","",""
"5193","20141210","409","-24","","","","","","","","",""
"5194","20141210","410","-6","","","","","","","","",""
"5195","20141210","411","-24","","","","","","","","",""
"5196","20141210","413","-27","","","","","","","","",""
"5197","20141210","414","-27","","","","","","","","",""
"5198","20141210","421","-6","","","","","","","","",""
"5199","20141210","420","-9","","","","","","","","",""
"5200","20141210","419","-6","","","","","","","","",""
"5201","20141210","02","-12","","","","","","","","",""
"5202","20141210","04","-12","","","","","","","","",""
"5203","20141210","05","-18","","","","","","","","",""
"5204","20141210","07","-6","","","","","","","","",""
"5205","20141210","14","-6","","","","","","","","",""
"5206","20141210","020","-6","","","","","","","","",""
"5207","20141210","021","-6","","","","","","","","",""
"5208","20141210","022","-12","","","","","","","","",""
"5209","20141210","025","-6","","","","","","","","",""
"5210","20141210","028","-6","","","","","","","","",""
"5211","20141210","21","-6","","","","","","","","",""
"5212","20141210","22","-6","","","","","","","","",""
"5213","20141210","25","-6","","","","","","","","",""
"5214","20141210","30","-6","","","","","","","","",""
"5215","20141210","31","-6","","","","","","","","",""
"5216","20141210","32","-6","","","","","","","","",""
"5217","20141210","40","-6","","","","","","","","",""
"5218","20141210","43","-6","","","","","","","","",""
"5219","20141210","76","-6","","","","","","","","",""
"5220","20141210","78","-24","","","","","","","","",""
"5221","20141210","81","-18","","","","","","","","",""
"5224","20141210","SP","-3","","","","","","","","",""
"5225","20141210","SL","-1","","","","","","","","",""
"5226","20141210","SCO","-1","","","","","","","","",""
"5227","20141210","A01","-20","","","","","","","","",""
"5228","20141210","A02","-20","","","","","","","","",""
"5229","20141210","A03","-20","","","","","","","","",""
"5231","20141211","200","100","","","","","","","","",""
"5232","20141211","201","100","","","","","","","","",""
"5235","20141216","78","100","","","","","","","","",""
"5236","20141216","72","100","","","","","","","","",""
"5237","20141216","74","100","","","","","","","","",""
"5238","20141216","76","100","","","","","","","","",""
"5240","20141216","82","100","","","","","","","","",""
"5241","20141216","85","100","","","","","","","","",""
"5244","20141217","0110","854","","","","","","","","",""
"5245","20141217","0111","947","","","","","","","","",""
"5248","20141217","02","103","","","","","","","","",""
"5249","20141217","04","202","","","","","","","","",""
"5250","20141217","05","510","","","","","","","","",""
"5251","20141217","07","106","","","","","","","","",""
"5252","20141217","08","206","","","","","","","","",""
"5253","20141217","10","515","","","","","","","","",""
"5255","20141217","14","403","","","","","","","","",""
"5256","20141217","16","205","","","","","","","","",""
"5257","20141217","18","106","","","","","","","","",""
"5258","20141217","19","202","","","","","","","","",""
"5259","20141217","020","513","","","","","","","","",""
"5261","20141217","022","408","","","","","","","","",""
"5262","20141217","023","402","","","","","","","","",""
"5263","20141217","026","206","","","","","","","","",""
"5264","20141217","029","201","","","","","","","","",""
"5265","20141217","029","-100","","","","","","","","",""
"5266","20141217","030","101","","","","","","","","",""
"5269","20141217","24","102","","","","","","","","",""
"5270","20141217","25","104","","","","","","","","",""
"5271","20141217","26","202","","","","","","","","",""
"5272","20141217","29","102","","","","","","","","",""
"5273","20141217","30","104","","","","","","","","",""
"5274","20141217","40","308","","","","","","","","",""
"5275","20141217","42","102","","","","","","","","",""
"5276","20141217","43","106","","","","","","","","",""
"5278","20141217","021","306","","","","","","","","",""
"5281","20141218","080","-3","","","","","","","","",""
"5282","20141218","081","-6","","","","","","","","",""
"5283","20141218","083","-9","","","","","","","","",""
"5284","20141218","085","-3","","","","","","","","",""
"5285","20141218","086","-6","","","","","","","","",""
"5286","20141218","087","-3","","","","","","","","",""
"5287","20141218","088","-3","","","","","","","","",""
"5288","20141218","089","-6","","","","","","","","",""
"5289","20141218","090","-3","","","","","","","","",""
"5290","20141218","091","-3","","","","","","","","",""
"5291","20141218","091","-3","","","","","","","","",""
"5292","20141218","092","-3","","","","","","","","",""
"5293","20141218","095","-3","","","","","","","","",""
"5294","20141218","098","-6","","","","","","","","",""
"5295","20141218","099","-3","","","","","","","","",""
"5296","20141218","0100","-3","","","","","","","","",""
"5297","20141218","0103","-6","","","","","","","","",""
"5298","20141218","0104","-9","","","","","","","","",""
"5301","20141218","0105","-6","","","","","","","","",""
"5302","20141218","0107","-3","","","","","","","","",""
"5303","20141218","0109","-6","","","","","","","","",""
"5304","20141218","0110","-6","","","","","","","","",""
"5305","20141218","0111","-6","","","","","","","","",""
"5306","20141218","401","-9","","","","","","","","",""
"5307","20141218","402","-3","","","","","","","","",""
"5308","20141218","403","-6","","","","","","","","",""
"5309","20141218","407","-12","","","","","","","","",""
"5310","20141218","409","-3","","","","","","","","",""
"5311","20141218","412","-3","","","","","","","","",""
"5312","20141218","413","-12","","","","","","","","",""
"5313","20141218","419","-3","","","","","","","","",""
"5314","20141218","421","-3","","","","","","","","",""
"5315","20141218","05","-5","","","","","","","","",""
"5316","20141218","020","-3","","","","","","","","",""
"5317","20141218","027","-3","","","","","","","","",""
"5318","20141218","025","-3","","","","","","","","",""
"5319","20141218","0110","-3","","","","","","","","",""
"5320","20141218","0111","-3","","","","","","","","",""
"5321","20141218","26","-12","","","","","","","","",""
"5322","20141218","43","-3","","","","","","","","",""
"5323","20141218","78","-3","","","","","","","","",""
"5324","20141218","81","-3","","","","","","","","",""
"5325","20141218","86","-3","","","","","","","","",""
"5326","20141218","87","-3","","","","","","","","",""
"5327","20141218","95","-3","","","","","","","","",""
"5328","20141218","96","-3","","","","","","","","",""
"5339","20141222","080","-5","","","","","","","","",""
"5340","20141222","081","-5","","","","","","","","",""
"5341","20141222","083","-5","","","","","","","","",""
"5343","20141222","085","-5","","","","","","","","",""
"5344","20141222","086","-5","","","","","","","","",""
"5345","20141222","086","-5","","","","","","","","",""
"5346","20141222","087","-5","","","","","","","","",""
"5347","20141222","088","-5","","","","","","","","",""
