"REMNUM","PRODCOD","REMCAN","REMPRE"," ","","","","","","",""
"8652","1901","6","45.2","","","","","","","",""
"8652","25","6","186.5","","","","","","","",""
"8652","3002","6","46.7","","","","","","","",""
"8652","3003","6","46.7","","","","","","","",""
"8652","72","6","76.8","","","","","","","",""
"8652","82","6","76.8","","","","","","","",""
"8652","91","6","76.8","","","","","","","",""
"8653","650","6","73","","","","","","","",""
"8653","651","6","73","","","","","","","",""
"8653","652","6","73","","","","","","","",""
"8653","659","6","73","","","","","","","",""
"8653","660","6","73","","","","","","","",""
"8653","663","6","73","","","","","","","",""
"8653","667","6","73","","","","","","","",""
"8653","671","6","73","","","","","","","",""
"8654","021","6","186.5","","","","","","","",""
"8654","022","6","186.5","","","","","","","",""
"8654","023","6","186.5","","","","","","","",""
"8654","029","6","186.5","","","","","","","",""
"8654","032","6","186.5","","","","","","","",""
"8654","035","6","186.5","","","","","","","",""
"8654","05","6","186.5","","","","","","","",""
"8654","10","6","186.5","","","","","","","",""
"8654","108","6","76.8","","","","","","","",""
"8654","114","6","76.8","","","","","","","",""
"8654","116","6","76.8","","","","","","","",""
"8654","1224","6","98.7","","","","","","","",""
"8654","124","6","76.8","","","","","","","",""
"8654","1252","6","98.7","","","","","","","",""
"8654","1254","6","98.7","","","","","","","",""
"8654","14","6","186.5","","","","","","","",""
"8654","1901","6","45.2","","","","","","","",""
"8654","192","6","76.8","","","","","","","",""
"8654","3000","6","46.7","","","","","","","",""
"8654","3003","6","46.7","","","","","","","",""
"8654","45","6","186.5","","","","","","","",""
"8654","82","6","76.8","","","","","","","",""
"8655","651","6","73","","","","","","","",""
"8655","658","6","73","","","","","","","",""
"8655","659","6","73","","","","","","","",""
"8655","660","6","73","","","","","","","",""
"8655","664","6","73","","","","","","","",""
"8655","669","6","73","","","","","","","",""
"8655","671","6","73","","","","","","","",""
"8654","198","1","4122.09","","","","","","","",""
"8656","0112","2","109.5","","","","","","","",""
"8656","0115","1","109.5","","","","","","","",""
"8656","081","5","109.5","","","","","","","",""
"8656","086","1","109.5","","","","","","","",""
"8656","089","2","109.5","","","","","","","",""
"8656","091","1","109.5","","","","","","","",""
"8656","092","1","109.5","","","","","","","",""
"8656","116","4","76.8","","","","","","","",""
"8656","194","2","76.8","","","","","","","",""
"8656","196","1","76.8","","","","","","","",""
"8656","401","4","109.5","","","","","","","",""
"8656","402","2","109.5","","","","","","","",""
"8656","421","1","109.5","","","","","","","",""
"8656","ER50","13","20","","","","","","","",""
"8657","650","4","73","","","","","","","",""
"8657","651","5","73","","","","","","","",""
"8657","652","4","73","","","","","","","",""
"8657","653","1","73","","","","","","","",""
"8657","654","4","73","","","","","","","",""
"8657","655","3","73","","","","","","","",""
"8657","658","4","73","","","","","","","",""
"8657","661","3","73","","","","","","","",""
"8657","662","3","73","","","","","","","",""
"8657","663","3","73","","","","","","","",""
"8657","666","3","73","","","","","","","",""
"8657","667","2","73","","","","","","","",""
"8657","668","2","73","","","","","","","",""
"8657","669","2","73","","","","","","","",""
"8657","670","4","73","","","","","","","",""
"8657","671","1","73","","","","","","","",""
"8657","672","3","73","","","","","","","",""
"8657","673","2","73","","","","","","","",""
"8657","674","1","73","","","","","","","",""
"8657","675","1","73","","","","","","","",""
"8656","198","1","405.17","","","","","","","",""
"8658","1216","4","76.99","","","","","","","",""
"8658","1219","2","76.99","","","","","","","",""
"8658","122","1","59.9","","","","","","","",""
"8658","1222","2","76.99","","","","","","","",""
"8658","2002","2","627.84","","","","","","","",""
"8658","75","1","59.9","","","","","","","",""
"8659","651","6","67.55","","","","","","","",""
"8659","APARATO","4","220","","","","","","","",""
"8660","0100","3","109.5","","","","","","","",""
"8660","0103","3","109.5","","","","","","","",""
"8660","0104","3","109.5","","","","","","","",""
"8660","0105","3","109.5","","","","","","","",""
"8660","0106","3","109.5","","","","","","","",""
"8660","0110","3","109.5","","","","","","","",""
"8660","0111","3","109.5","","","","","","","",""
"8660","0112","3","109.5","","","","","","","",""
"8660","0113","3","109.5","","","","","","","",""
"8660","0114","3","109.5","","","","","","","",""
"8660","0115","3","109.5","","","","","","","",""
"8660","0116","3","109.5","","","","","","","",""
"8660","0117","3","109.5","","","","","","","",""
"8660","080","3","109.5","","","","","","","",""
"8660","081","3","109.5","","","","","","","",""
"8660","083","3","109.5","","","","","","","",""
"8660","085","3","109.5","","","","","","","",""
"8660","086","3","109.5","","","","","","","",""
"8660","087","3","109.5","","","","","","","",""
"8660","089","3","109.5","","","","","","","",""
"8660","090","3","109.5","","","","","","","",""
"8660","091","3","109.5","","","","","","","",""
"8660","092","3","109.5","","","","","","","",""
"8660","095","3","109.5","","","","","","","",""
"8660","098","3","109.5","","","","","","","",""
"8660","099","3","109.5","","","","","","","",""
"8660","1200","2","98.7","","","","","","","",""
"8660","1201","2","98.7","","","","","","","",""
"8660","1202","2","98.7","","","","","","","",""
"8660","1203","2","98.7","","","","","","","",""
"8660","1204","2","98.7","","","","","","","",""
"8660","1206","2","98.73","","","","","","","",""
"8660","1207","2","98.7","","","","","","","",""
"8660","1208","2","98.7","","","","","","","",""
"8660","1210","2","98.7","","","","","","","",""
"8660","1211","2","98.7","","","","","","","",""
"8660","1212","2","98.7","","","","","","","",""
"8660","1213","2","98.7","","","","","","","",""
"8660","1214","2","98.7","","","","","","","",""
"8660","1215","2","98.7","","","","","","","",""
"8660","1216","2","98.7","","","","","","","",""
"8660","1218","2","98.7","","","","","","","",""
"8660","1219","2","98.7","","","","","","","",""
"8660","1220","2","98.7","","","","","","","",""
"8660","1221","2","98.7","","","","","","","",""
"8660","1222","2","98.7","","","","","","","",""
"8660","1224","2","98.7","","","","","","","",""
"8660","1225","2","98.7","","","","","","","",""
"8660","1226","2","98.7","","","","","","","",""
"8660","1250","2","98.7","","","","","","","",""
"8660","1251","2","98.7","","","","","","","",""
"8660","1252","2","98.7","","","","","","","",""
"8660","1253","2","98.7","","","","","","","",""
"8660","1254","2","98.7","","","","","","","",""
"8660","1255","2","98.7","","","","","","","",""
"8660","1900","1","45.2","","","","","","","",""
"8660","1901","1","45.2","","","","","","","",""
"8660","1902","1","45.2","","","","","","","",""
"8660","1903","1","45.2","","","","","","","",""
"8660","1904","1","45.2","","","","","","","",""
"8660","1905","1","45.2","","","","","","","",""
"8660","3000","1","46.7","","","","","","","",""
"8660","3001","1","46.7","","","","","","","",""
"8660","3002","1","46.7","","","","","","","",""
"8660","3003","1","46.7","","","","","","","",""
"8660","310","1","43.8","","","","","","","",""
"8660","311","1","43.8","","","","","","","",""
"8660","312","1","43.8","","","","","","","",""
"8660","313","1","43.8","","","","","","","",""
"8660","320","1","71","","","","","","","",""
"8660","321","1","71","","","","","","","",""
"8660","322","1","71","","","","","","","",""
"8660","323","1","71","","","","","","","",""
"8660","401","3","109.5","","","","","","","",""
"8660","402","3","109.5","","","","","","","",""
"8660","403","3","109.5","","","","","","","",""
"8660","404","3","109.5","","","","","","","",""
"8660","407","3","109.5","","","","","","","",""
"8660","408","3","109.5","","","","","","","",""
"8660","410","3","109.5","","","","","","","",""
"8660","411","3","109.5","","","","","","","",""
"8660","412","3","109.5","","","","","","","",""
"8660","413","3","109.5","","","","","","","",""
"8660","414","3","109.5","","","","","","","",""
"8660","415","3","109.5","","","","","","","",""
"8660","416","3","109.5","","","","","","","",""
"8660","417","3","109.5","","","","","","","",""
"8660","419","3","109.5","","","","","","","",""
"8660","420","3","109.5","","","","","","","",""
"8660","421","3","109.5","","","","","","","",""
"8660","422","3","109.5","","","","","","","",""
"8660","423","3","109.5","","","","","","","",""
"8660","424","3","109.5","","","","","","","",""
"8660","425","3","109.5","","","","","","","",""
"8660","E01","2","25.6","","","","","","","",""
"8660","E02","2","25.6","","","","","","","",""
"8660","E03","2","25.6","","","","","","","",""
"8660","E04","2","25.6","","","","","","","",""
"8660","E05","2","25.6","","","","","","","",""
"8660","E06","2","25.6","","","","","","","",""
"8660","E07","2","25.6","","","","","","","",""
"8660","E08","2","25.6","","","","","","","",""
"8660","E09","2","25.6","","","","","","","",""
"8660","E10","2","25.6","","","","","","","",""
"8660","E11","2","25.6","","","","","","","",""
"8660","E12","2","25.6","","","","","","","",""
"8660","E13","2","25.6","","","","","","","",""
"8660","E15","2","25.6","","","","","","","",""
"8660","E16","2","25.6","","","","","","","",""
"8660","E17","2","25.6","","","","","","","",""
"8660","E18","2","25.6","","","","","","","",""
"8660","E19","2","25.6","","","","","","","",""
"8660","E20","2","25.6","","","","","","","",""
"8661","0110","1","109.5","","","","","","","",""
"8661","0111","1","109.5","","","","","","","",""
"8661","0115","2","109.5","","","","","","","",""
"8661","02","1","186.5","","","","","","","",""
"8661","021","1","186.5","","","","","","","",""
"8661","029","2","186.5","","","","","","","",""
"8661","05","3","186.5","","","","","","","",""
"8661","080","2","109.5","","","","","","","",""
"8661","081","2","109.5","","","","","","","",""
"8661","083","3","109.5","","","","","","","",""
"8661","086","2","109.5","","","","","","","",""
"8661","087","1","109.5","","","","","","","",""
"8661","089","2","109.5","","","","","","","",""
"8661","091","1","109.5","","","","","","","",""
"8661","099","1","109.5","","","","","","","",""
"8661","10","2","186.5","","","","","","","",""
"8661","16","2","186.5","","","","","","","",""
"8661","21","2","186.5","","","","","","","",""
"8661","22","2","186.5","","","","","","","",""
"8661","23","1","186.5","","","","","","","",""
"8661","25","2","186.5","","","","","","","",""
"8661","28","1","186.5","","","","","","","",""
"8661","401","2","109.5","","","","","","","",""
"8661","402","1","109.5","","","","","","","",""
"8661","403","1","109.5","","","","","","","",""
"8661","410","1","109.5","","","","","","","",""
"8661","419","1","109.5","","","","","","","",""
"8661","421","2","109.5","","","","","","","",""
"8661","423","1","109.5","","","","","","","",""
"8661","424","1","109.5","","","","","","","",""
"8661","45","1","186.5","","","","","","","",""
"8662","0100","2","119.35","","","","","","","",""
"8662","0114","3","119.35","","","","","","","",""
"8662","0117","4","119.35","","","","","","","",""
"8662","081","3","119.35","","","","","","","",""
"8662","083","3","119.35","","","","","","","",""
"8662","086","3","119.35","","","","","","","",""
"8662","091","4","119.35","","","","","","","",""
"8662","092","3","119.35","","","","","","","",""
"8662","198","1","225.57","","","","","","","",""
"8662","415","3","119.35","","","","","","","",""
"8662","416","3","119.35","","","","","","","",""
"8662","422","3","119.35","","","","","","","",""
"8662","423","3","119.35","","","","","","","",""
"8663","2050","1","907.2","","","","","","","",""
"8664","0103","1","96.36","","","","","","","",""
"8664","086","1","96.36","","","","","","","",""
"8664","087","1","96.36","","","","","","","",""
"8664","116","2","67.58","","","","","","","",""
"8664","1203","3","86.86","","","","","","","",""
"8664","1206","3","86.86","","","","","","","",""
"8664","1220","3","86.86","","","","","","","",""
"8664","1254","3","86.86","","","","","","","",""
"8664","1255","3","86.86","","","","","","","",""
"8664","194","3","67.58","","","","","","","",""
"8664","195","3","67.58","","","","","","","",""
"8664","1950","4","50.42","","","","","","","",""
"8664","1951","4","50.42","","","","","","","",""
"8664","1952","4","50.42","","","","","","","",""
"8664","1953","4","50.42","","","","","","","",""
"8664","3000","3","41.1","","","","","","","",""
"8664","3001","3","41.1","","","","","","","",""
"8664","3002","3","41.1","","","","","","","",""
"8664","3003","3","41.1","","","","","","","",""
"8664","407","2","96.36","","","","","","","",""
"8664","415","3","96.36","","","","","","","",""
"8664","420","2","96.36","","","","","","","",""
"8664","72","2","67.58","","","","","","","",""
"8664","82","2","67.58","","","","","","","",""
"8664","90","3","67.58","","","","","","","",""
"8664","J01","3","43.56","","","","","","","",""
"8664","J02","2","43.56","","","","","","","",""
"8664","J03","2","43.56","","","","","","","",""
"8664","J06","3","43.56","","","","","","","",""
"8664","S01","4","19.8","","","","","","","",""
"8664","S02","4","19.8","","","","","","","",""
"8664","S05","4","19.8","","","","","","","",""
"8664","S06","4","19.8","","","","","","","",""
"8664","S07","4","19.8","","","","","","","",""
"8664","SB","3","45.76","","","","","","","",""
"8664","SFB","3","45.76","","","","","","","",""
"8664","SL","3","45.76","","","","","","","",""
"8664","SS","3","45.76","","","","","","","",""
"8664","SV","3","45.76","","","","","","","",""
"8665","0115","2","145","","","","","","","",""
"8665","081","2","145","","","","","","","",""
"8665","083","2","145","","","","","","","",""
"8665","100","2","95","","","","","","","",""
"8665","102","2","95","","","","","","","",""
"8665","104","2","95","","","","","","","",""
"8665","110","2","95","","","","","","","",""
"8665","112","2","95","","","","","","","",""
"8665","114","2","95","","","","","","","",""
"8665","115","2","95","","","","","","","",""
"8665","117","2","95","","","","","","","",""
"8665","118","2","95","","","","","","","",""
"8665","1200","2","125","","","","","","","",""
"8665","1201","2","125","","","","","","","",""
"8665","1203","2","125","","","","","","","",""
"8665","1206","2","125","","","","","","","",""
"8665","1208","2","125","","","","","","","",""
"8665","1211","2","125","","","","","","","",""
"8665","1213","2","125","","","","","","","",""
"8665","1216","2","125","","","","","","","",""
"8665","1218","2","125","","","","","","","",""
"8665","1220","1","125","","","","","","","",""
"8665","1221","2","125","","","","","","","",""
"8665","1222","2","125","","","","","","","",""
"8665","1225","2","125","","","","","","","",""
"8665","1226","2","125","","","","","","","",""
"8665","123","2","95","","","","","","","",""
"8665","1251","2","125","","","","","","","",""
"8665","1252","2","125","","","","","","","",""
"8665","1254","2","125","","","","","","","",""
"8665","1255","2","125","","","","","","","",""
"8665","191","2","95","","","","","","","",""
"8665","193","2","95","","","","","","","",""
"8665","194","2","95","","","","","","","",""
"8665","402","2","145","","","","","","","",""
"8665","403","2","145","","","","","","","",""
"8665","413","2","145","","","","","","","",""
"8665","72","2","95","","","","","","","",""
"8665","75","2","95","","","","","","","",""
"8665","76","2","95","","","","","","","",""
"8665","78","2","95","","","","","","","",""
"8665","82","2","95","","","","","","","",""
"8665","97","2","95","","","","","","","",""
"8665","E05","10","33","","","","","","","",""
"8666","081","12","85.41","","","","","","","",""
"8666","1200","35","76.99","","","","","","","",""
"8666","78","38","59.9","","","","","","","",""
"8666","E05","10","19.97","","","","","","","",""
"8667","1206","3","76.99","","","","","","","",""
"8667","1207","3","76.99","","","","","","","",""
"8667","1212","2","76.99","","","","","","","",""
"8667","1220","3","76.99","","","","","","","",""
"8667","1224","3","76.99","","","","","","","",""
"8667","1902","6","35.26","","","","","","","",""
"8667","1950","4","44.69","","","","","","","",""
"8667","196","2","59.9","","","","","","","",""
"8667","78","3","59.9","","","","","","","",""
"8668","100","1","76.8","","","","","","","",""
"8668","101","1","76.8","","","","","","","",""
"8668","114","1","76.8","","","","","","","",""
"8668","1201","1","98.7","","","","","","","",""
"8668","1216","1","98.7","","","","","","","",""
"8668","1902","3","45.2","","","","","","","",""
"8668","600","1","87.9","","","","","","","",""
"8668","78","1","76.8","","","","","","","",""
"8668","E01","1","25.6","","","","","","","",""
"8668","E06","1","25.6","","","","","","","",""
"8668","E12","1","25.6","","","","","","","",""
"8668","E15","1","25.6","","","","","","","",""
"8668","S01","1","22.5","","","","","","","",""
"8669","652","1","73","","","","","","","",""
"8669","654","1","73","","","","","","","",""
"8669","658","1","73","","","","","","","",""
"8669","665","1","73","","","","","","","",""
"8670","114","3","76.8","","","","","","","",""
"8670","1201","2","98.7","","","","","","","",""
"8670","1255","2","98.7","","","","","","","",""
"8670","196","5","76.8","","","","","","","",""
"8670","78","2","76.8","","","","","","","",""
"8671","660","3","73","","","","","","","",""
"8671","669","2","73","","","","","","","",""
"8672","0113","4","109.5","","","","","","","",""
"8672","083","2","109.5","","","","","","","",""
"8672","085","2","109.5","","","","","","","",""
"8672","091","2","109.5","","","","","","","",""
"8672","1201","2","93.76","","","","","","","",""
"8672","1212","4","93.76","","","","","","","",""
"8660","198","1","996.89","","","","","","","",""
"8673","0110","6","119.35","","","","","","","",""
"8673","0116","4","119.35","","","","","","","",""
"8673","0117","4","119.35","","","","","","","",""
"8673","080","6","119.35","","","","","","","",""
"8673","083","6","119.35","","","","","","","",""
"8673","086","6","119.35","","","","","","","",""
"8673","095","6","119.35","","","","","","","",""
"8673","198","1","325.83","","","","","","","",""
"8673","401","6","119.35","","","","","","","",""
"8673","403","6","119.35","","","","","","","",""
"8673","410","6","119.35","","","","","","","",""
"8673","420","6","119.35","","","","","","","",""
"8673","421","6","119.35","","","","","","","",""
"8674","0105","1","109.5","","","","","","","",""
"8674","0110","1","109.5","","","","","","","",""
"8674","0111","1","109.5","","","","","","","",""
"8674","0113","1","109.5","","","","","","","",""
"8674","080","1","109.5","","","","","","","",""
"8674","081","1","109.5","","","","","","","",""
"8674","083","1","109.5","","","","","","","",""
"8674","086","1","109.5","","","","","","","",""
"8674","091","1","109.5","","","","","","","",""
"8674","098","1","109.5","","","","","","","",""
"8674","100","1","76.8","","","","","","","",""
"8674","102","1","76.8","","","","","","","",""
"8674","111","1","76.8","","","","","","","",""
"8674","114","2","76.8","","","","","","","",""
"8674","116","1","76.8","","","","","","","",""
"8674","118","1","76.8","","","","","","","",""
"8674","1213","1","98.7","","","","","","","",""
"8674","1220","1","98.7","","","","","","","",""
"8674","124","1","76.8","","","","","","","",""
"8674","1251","1","98.7","","","","","","","",""
"8674","1252","1","98.7","","","","","","","",""
"8674","1253","1","98.7","","","","","","","",""
"8674","191","2","76.8","","","","","","","",""
"8674","192","1","76.8","","","","","","","",""
"8674","193","1","76.8","","","","","","","",""
"8674","194","2","76.8","","","","","","","",""
"8674","195","1","76.8","","","","","","","",""
"8674","196","1","76.8","","","","","","","",""
"8674","401","1","109.5","","","","","","","",""
"8674","402","1","109.5","","","","","","","",""
"8674","403","1","109.5","","","","","","","",""
"8674","410","1","109.5","","","","","","","",""
"8674","419","1","109.5","","","","","","","",""
"8674","421","1","109.5","","","","","","","",""
"8674","422","1","109.5","","","","","","","",""
"8674","63","1","59.5","","","","","","","",""
"8674","72","1","76.8","","","","","","","",""
"8674","97","1","76.8","","","","","","","",""
"8674","J01","1","49.5","","","","","","","",""
"8674","J02","1","49.5","","","","","","","",""
"8674","J03","1","49.5","","","","","","","",""
"8674","J04","1","49.5","","","","","","","",""
"8674","J05","1","49.5","","","","","","","",""
"8674","J06","1","49.5","","","","","","","",""
"8674","J07","1","49.5","","","","","","","",""
"8674","SC","1","52","","","","","","","",""
"8674","SL","1","52","","","","","","","",""
"8674","SV","1","52","","","","","","","",""
"8675","198","1","2522.1","","","","","","","",""
"8675","LL","500","24.02","","","","","","","",""
"8676","0104","1","119.35","","","","","","","",""
"8676","0115","1","119.35","","","","","","","",""
"8676","083","2","119.35","","","","","","","",""
"8676","085","6","119.35","","","","","","","",""
"8676","090","8","119.35","","","","","","","",""
"8676","091","1","119.35","","","","","","","",""
"8676","198","1","175.44","","","","","","","",""
"8676","402","6","119.35","","","","","","","",""
"8676","403","1","119.35","","","","","","","",""
"8676","410","2","119.35","","","","","","","",""
"8676","413","2","119.35","","","","","","","",""
"8676","415","2","119.35","","","","","","","",""
"8676","417","1","119.35","","","","","","","",""
"8676","422","2","119.35","","","","","","","",""
"8676","199","1","460","","","","","","","",""
"8677","2002","3","872","","","","","","","",""
"8677","2050","1","1260","","","","","","","",""
"8677","78","15","76.8","","","","","","","",""
"8677","E05","10","25.6","","","","","","","",""
"8678","2002","5","627.84","","","","","","","",""
"8678","2050","3","907.2","","","","","","","",""
"8678","419","2","85.41","","","","","","","",""
"8679","662","12","67.55","","","","","","","",""
"8680","0113","1","85.41","","","","","","","",""
"8680","032","2","145.47","","","","","","","",""
"8680","1201","2","76.99","","","","","","","",""
"8680","1206","2","76.99","","","","","","","",""
"8680","1216","2","76.99","","","","","","","",""
"8680","1255","2","76.99","","","","","","","",""
"8680","2002","2","627.84","","","","","","","",""
"8680","2050","2","907.2","","","","","","","",""
"8680","421","1","85.41","","","","","","","",""
"8678","081","2","85.41","","","","","","","",""
"8681","656","6","67.55","","","","","","","",""
"8681","658","6","67.55","","","","","","","",""
"8681","667","6","67.55","","","","","","","",""
"8682","0113","1","85.41","","","","","","","",""
"8682","032","2","145.47","","","","","","","",""
"8682","1201","2","76.99","","","","","","","",""
"8682","1206","2","76.99","","","","","","","",""
"8682","1214","2","76.99","","","","","","","",""
"8682","1255","2","76.99","","","","","","","",""
"8682","2002","2","627.84","","","","","","","",""
"8682","2050","2","907.2","","","","","","","",""
"8682","421","1","85.41","","","","","","","",""
"8683","656","6","67.55","","","","","","","",""
"8683","658","6","67.55","","","","","","","",""
"8683","667","6","67.55","","","","","","","",""
"8684","0110","1","85.41","","","","","","","",""
"8684","022","1","145.47","","","","","","","",""
"8684","029","1","145.47","","","","","","","",""
"8684","114","1","59.9","","","","","","","",""
"8684","116","1","59.9","","","","","","","",""
"8684","1200","2","76.99","","","","","","","",""
"8684","1201","2","76.99","","","","","","","",""
"8684","1207","1","76.99","","","","","","","",""
"8684","1212","1","76.99","","","","","","","",""
"8684","1216","1","76.99","","","","","","","",""
"8684","1250","1","76.99","","","","","","","",""
"8684","1251","1","76.99","","","","","","","",""
"8684","1252","2","76.99","","","","","","","",""
"8684","1254","3","76.99","","","","","","","",""
"8684","194","3","59.9","","","","","","","",""
"8684","195","1","59.9","","","","","","","",""
"8684","196","1","59.9","","","","","","","",""
"8684","2002","4","627.84","","","","","","","",""
"8684","2050","2","907.2","","","","","","","",""
"8684","413","2","85.41","","","","","","","",""
"8684","72","3","59.9","","","","","","","",""
"8684","75","2","59.9","","","","","","","",""
"8684","78","3","59.9","","","","","","","",""
"8684","97","2","59.9","","","","","","","",""
"8685","650","6","67.55","","","","","","","",""
"8685","654","6","67.55","","","","","","","",""
"8685","662","6","67.55","","","","","","","",""
"8685","665","6","67.55","","","","","","","",""
"8685","669","6","67.55","","","","","","","",""
"8686","095","1","109.5","","","","","","","",""
"8686","414","1","109.5","","","","","","","",""
"8687","0100","10","109.5","","","","","","","",""
"8687","0103","10","109.5","","","","","","","",""
"8687","0104","10","109.5","","","","","","","",""
"8687","0105","5","109.5","","","","","","","",""
"8687","0106","10","109.5","","","","","","","",""
"8687","0110","20","109.5","","","","","","","",""
"8687","0111","5","109.5","","","","","","","",""
"8687","0113","5","109.5","","","","","","","",""
"8687","0114","20","109.5","","","","","","","",""
"8687","0115","10","109.5","","","","","","","",""
"8687","0116","5","109.5","","","","","","","",""
"8687","0117","20","109.5","","","","","","","",""
"8687","080","10","109.5","","","","","","","",""
"8687","081","5","109.5","","","","","","","",""
"8687","083","20","109.5","","","","","","","",""
"8687","086","10","109.5","","","","","","","",""
"8687","089","5","109.5","","","","","","","",""
"8687","092","5","109.5","","","","","","","",""
"8687","095","10","109.5","","","","","","","",""
"8687","098","20","109.5","","","","","","","",""
"8687","101","20","76.8","","","","","","","",""
"8687","102","15","76.8","","","","","","","",""
"8687","103","10","76.8","","","","","","","",""
"8687","105","5","76.8","","","","","","","",""
"8687","108","5","76.8","","","","","","","",""
"8687","111","5","76.8","","","","","","","",""
"8687","112","10","76.8","","","","","","","",""
"8687","114","15","76.8","","","","","","","",""
"8687","116","10","76.8","","","","","","","",""
"8687","117","15","76.8","","","","","","","",""
"8687","120","10","76.8","","","","","","","",""
"8687","1200","5","98.7","","","","","","","",""
"8687","1201","5","98.7","","","","","","","",""
"8687","1202","5","98.7","","","","","","","",""
"8687","1203","5","98.7","","","","","","","",""
"8687","1204","5","98.7","","","","","","","",""
"8687","1206","5","98.73","","","","","","","",""
"8687","1207","5","98.7","","","","","","","",""
"8687","1208","5","98.7","","","","","","","",""
"8687","121","15","76.8","","","","","","","",""
"8687","1210","5","98.7","","","","","","","",""
"8687","1211","5","98.7","","","","","","","",""
"8687","1212","5","98.7","","","","","","","",""
"8687","1213","5","98.7","","","","","","","",""
"8687","1215","5","98.7","","","","","","","",""
"8687","1216","5","98.7","","","","","","","",""
"8687","1218","5","98.7","","","","","","","",""
"8687","1219","5","98.7","","","","","","","",""
"8687","1220","5","98.7","","","","","","","",""
"8687","1221","5","98.7","","","","","","","",""
"8687","1222","5","98.7","","","","","","","",""
"8687","1224","5","98.7","","","","","","","",""
"8687","1225","5","98.7","","","","","","","",""
"8687","1226","5","98.7","","","","","","","",""
"8687","124","10","76.8","","","","","","","",""
"8687","1250","5","98.7","","","","","","","",""
"8687","1251","5","98.7","","","","","","","",""
"8687","1252","5","98.7","","","","","","","",""
"8687","1253","5","98.7","","","","","","","",""
"8687","1254","5","98.7","","","","","","","",""
"8687","1255","5","98.7","","","","","","","",""
"8687","192","5","76.8","","","","","","","",""
"8687","193","5","76.8","","","","","","","",""
"8687","194","15","76.8","","","","","","","",""
"8687","195","15","76.8","","","","","","","",""
"8687","401","30","109.5","","","","","","","",""
"8687","402","5","109.5","","","","","","","",""
"8687","408","5","109.5","","","","","","","",""
"8687","410","5","109.5","","","","","","","",""
"8687","411","10","109.5","","","","","","","",""
"8687","413","20","109.5","","","","","","","",""
"8687","419","10","109.5","","","","","","","",""
"8687","422","20","109.5","","","","","","","",""
"8687","423","5","109.5","","","","","","","",""
"8687","424","10","109.5","","","","","","","",""
"8687","425","5","109.5","","","","","","","",""
"8687","72","5","76.8","","","","","","","",""
"8687","74","15","76.8","","","","","","","",""
"8687","76","5","76.8","","","","","","","",""
"8687","78","5","76.8","","","","","","","",""
"8687","79","15","76.8","","","","","","","",""
"8687","82","5","76.8","","","","","","","",""
"8687","86","10","76.8","","","","","","","",""
"8687","97","10","76.8","","","","","","","",""
"8687","99","10","76.8","","","","","","","",""
"8687","E01","10","25.6","","","","","","","",""
"8687","E02","10","25.6","","","","","","","",""
"8687","E03","10","25.6","","","","","","","",""
"8687","E04","10","25.6","","","","","","","",""
"8687","E05","10","25.6","","","","","","","",""
"8687","E06","10","25.6","","","","","","","",""
"8687","E07","10","25.6","","","","","","","",""
"8687","E08","10","25.6","","","","","","","",""
"8687","E09","10","25.6","","","","","","","",""
"8687","E10","10","25.6","","","","","","","",""
"8687","E11","10","25.6","","","","","","","",""
"8687","E12","10","25.6","","","","","","","",""
"8687","E13","10","25.6","","","","","","","",""
"8687","E15","10","25.6","","","","","","","",""
"8687","E16","10","25.6","","","","","","","",""
"8687","E17","10","25.6","","","","","","","",""
"8687","E18","10","25.6","","","","","","","",""
"8687","E19","10","25.6","","","","","","","",""
"8687","E20","10","25.6","","","","","","","",""
"8688","650","12","73","","","","","","","",""
"8688","651","12","73","","","","","","","",""
"8688","652","12","73","","","","","","","",""
"8688","653","12","73","","","","","","","",""
"8688","654","12","73","","","","","","","",""
"8688","655","12","73","","","","","","","",""
"8688","656","12","73","","","","","","","",""
"8688","658","12","73","","","","","","","",""
"8688","661","12","73","","","","","","","",""
"8688","662","12","73","","","","","","","",""
"8688","664","12","73","","","","","","","",""
"8688","665","12","73","","","","","","","",""
"8688","667","12","73","","","","","","","",""
"8688","670","12","73","","","","","","","",""
"8688","673","12","73","","","","","","","",""
"8688","674","12","73","","","","","","","",""
"8688","675","12","73","","","","","","","",""
"8687","198","1","3734","","","","","","","",""
"8689","656","6","67.55","","","","","","","",""
"8690","0113","1","85.41","","","","","","","",""
"8690","0115","1","85.41","","","","","","","",""
"8690","1255","2","76.99","","","","","","","",""
"8690","2002","1","627.84","","","","","","","",""
"8691","655","6","67.55","","","","","","","",""
"8691","661","6","67.55","","","","","","","",""
"8691","664","6","67.55","","","","","","","",""
"8691","665","6","67.55","","","","","","","",""
"8691","673","6","67.55","","","","","","","",""
"8692","04","6","186.5","","","","","","","",""
"8692","05","12","186.5","","","","","","","",""
"8692","08","6","186.5","","","","","","","",""
"8692","10","12","186.5","","","","","","","",""
"8692","14","12","186.5","","","","","","","",""
"8692","16","24","186.5","","","","","","","",""
"8692","198","1","979.13","","","","","","","",""
"8692","21","6","186.5","","","","","","","",""
"8692","43","12","186.5","","","","","","","",""
"8693","2002","3","697.6","","","","","","","",""
"8693","2050","2","1008","","","","","","","",""
"8694","0112","3","109.5","","","","","","","",""
"8694","0114","3","109.5","","","","","","","",""
"8694","0115","3","109.5","","","","","","","",""
