"REMNUM","PRODCOD","REMCAN","REMPRE"," ","","","","","","",""
"12156","196","2","147.6","","","","","","","",""
"12156","67","2","147.6","","","","","","","",""
"12156","68","2","147.6","","","","","","","",""
"12156","69","2","147.6","","","","","","","",""
"12156","71","2","147.6","","","","","","","",""
"12156","72","2","147.6","","","","","","","",""
"12156","74","2","147.6","","","","","","","",""
"12156","75","2","147.6","","","","","","","",""
"12156","76","2","147.6","","","","","","","",""
"12156","78","2","147.6","","","","","","","",""
"12156","79","2","147.6","","","","","","","",""
"12156","82","2","147.6","","","","","","","",""
"12156","86","2","147.6","","","","","","","",""
"12156","97","2","147.6","","","","","","","",""
"12156","99","2","147.6","","","","","","","",""
"0","2099","1","1370","","","","","","","",""
"0","506","20","94.6","","","","","","","",""
"0","655","1","119.8","","","","","","","",""
"0","660","1","119.8","","","","","","","",""
"0","662","1","119.8","","","","","","","",""
"0","665","1","119.8","","","","","","","",""
"0","671","1","119.8","","","","","","","",""
"12157","2099","1","1370","","","","","","","",""
"12157","506","20","94.6","","","","","","","",""
"12157","655","1","119.8","","","","","","","",""
"12157","660","1","119.8","","","","","","","",""
"12157","662","1","119.8","","","","","","","",""
"12157","665","1","119.8","","","","","","","",""
"12157","671","1","119.8","","","","","","","",""
"0","505","6","78.5","","","","","","","",""
"0","506","6","88.6","","","","","","","",""
"0","2099","1","1370","","","","","","","",""
"12158","2099","1","1370","","","","","","","",""
"12158","505","6","78.5","","","","","","","",""
"12158","506","6","88.6","","","","","","","",""
"0","2002","3","308.55","","","","","","","",""
"0","2003","5","308.55","","","","","","","",""
"0","2050","1","825","","","","","","","",""
"0","68","1","125.46","","","","","","","",""
"0","72","2","125.46","","","","","","","",""
"0","79","1","125.46","","","","","","","",""
"0","86","2","125.46","","","","","","","",""
"0","97","2","125.46","","","","","","","",""
"0","116","3","125.46","","","","","","","",""
"0","194","3","125.46","","","","","","","",""
"0","1206","2","129.2","","","","","","","",""
"0","1208","1","129.2","","","","","","","",""
"0","1220","2","129.2","","","","","","","",""
"0","1251","2","129.2","","","","","","","",""
"0","650","2","101.83","","","","","","","",""
"0","651","1","101.83","","","","","","","",""
"0","654","2","101.83","","","","","","","",""
"0","656","2","101.83","","","","","","","",""
"0","660","1","101.83","","","","","","","",""
"0","659","2","101.83","","","","","","","",""
"0","671","1","101.83","","","","","","","",""
"0","674","1","101.83","","","","","","","",""
"12159","116","3","125.46","","","","","","","",""
"12159","1206","2","129.2","","","","","","","",""
"12159","1208","1","129.2","","","","","","","",""
"12159","1220","2","129.2","","","","","","","",""
"12159","1251","2","129.2","","","","","","","",""
"12159","194","3","125.46","","","","","","","",""
"12159","2002","3","308.55","","","","","","","",""
"12159","2003","5","308.55","","","","","","","",""
"12159","2050","1","825","","","","","","","",""
"12159","650","2","101.83","","","","","","","",""
"12159","651","1","101.83","","","","","","","",""
"12159","654","2","101.83","","","","","","","",""
"12159","656","2","101.83","","","","","","","",""
"12159","659","2","101.83","","","","","","","",""
"12159","660","1","101.83","","","","","","","",""
"12159","671","1","101.83","","","","","","","",""
"12159","674","1","101.83","","","","","","","",""
"12159","68","1","125.46","","","","","","","",""
"12159","72","2","125.46","","","","","","","",""
"12159","79","1","125.46","","","","","","","",""
"12159","86","2","125.46","","","","","","","",""
"12159","97","2","125.46","","","","","","","",""
"0","2002","2","308.55","","","","","","","",""
"0","0114","2","174.25","","","","","","","",""
"0","49","2","291.55","","","","","","","",""
"0","1200","3","129.2","","","","","","","",""
"0","72","2","125.46","","","","","","","",""
"0","78","4","125.46","","","","","","","",""
"12160","0114","2","174.25","","","","","","","",""
"12160","1200","3","129.2","","","","","","","",""
"12160","2002","2","308.55","","","","","","","",""
"12160","49","2","291.55","","","","","","","",""
"12160","72","2","125.46","","","","","","","",""
"12160","78","4","125.46","","","","","","","",""
"0","272","9","115","","","","","","","",""
"0","1206","2","152","","","","","","","",""
"0","1216","1","152","","","","","","","",""
"0","1226","1","152","","","","","","","",""
"0","1251","1","152","","","","","","","",""
"0","1252","1","152","","","","","","","",""
"0","1254","1","152","","","","","","","",""
"0","650","1","119.8","","","","","","","",""
"0","651","1","119.8","","","","","","","",""
"0","656","1","119.8","","","","","","","",""
"0","660","1","119.8","","","","","","","",""
"0","E19","1","55.6","","","","","","","",""
"12161","1206","2","152","","","","","","","",""
"12161","1216","1","152","","","","","","","",""
"12161","1226","1","152","","","","","","","",""
"12161","1251","1","152","","","","","","","",""
"12161","1252","1","152","","","","","","","",""
"12161","1254","1","152","","","","","","","",""
"12161","272","9","115","","","","","","","",""
"12161","650","1","119.8","","","","","","","",""
"12161","651","1","119.8","","","","","","","",""
"12161","656","1","119.8","","","","","","","",""
"12161","660","1","119.8","","","","","","","",""
"12161","E19","1","55.6","","","","","","","",""
"0","69","2","147.6","","","","","","","",""
"0","72","1","147.6","","","","","","","",""
"0","78","5","147.6","","","","","","","",""
"0","97","2","147.6","","","","","","","",""
"0","102","2","147.6","","","","","","","",""
"0","114","5","147.6","","","","","","","",""
"0","112","1","147.6","","","","","","","",""
"0","111","2","147.6","","","","","","","",""
"0","115","2","147.6","","","","","","","",""
"0","116","3","147.6","","","","","","","",""
"0","121","5","147.6","","","","","","","",""
"0","125","2","147.6","","","","","","","",""
"0","191","1","147.6","","","","","","","",""
"0","193","2","147.6","","","","","","","",""
"0","LL","3","48.8","","","","","","","",""
"0","1200","2","152","","","","","","","",""
"0","1201","3","152","","","","","","","",""
"0","1206","2","152","","","","","","","",""
"0","1208","1","152","","","","","","","",""
"0","1213","2","152","","","","","","","",""
"0","1220","1","152","","","","","","","",""
"0","1254","2","152","","","","","","","",""
"12162","102","2","147.6","","","","","","","",""
"12162","111","2","147.6","","","","","","","",""
"12162","112","1","147.6","","","","","","","",""
"12162","114","5","147.6","","","","","","","",""
"12162","115","2","147.6","","","","","","","",""
"12162","116","3","147.6","","","","","","","",""
"12162","1200","2","152","","","","","","","",""
"12162","1201","3","152","","","","","","","",""
"12162","1206","2","152","","","","","","","",""
"12162","1208","1","152","","","","","","","",""
"12162","121","5","147.6","","","","","","","",""
"12162","1213","2","152","","","","","","","",""
"12162","1220","1","152","","","","","","","",""
"12162","125","2","147.6","","","","","","","",""
"12162","1254","2","152","","","","","","","",""
"12162","191","1","147.6","","","","","","","",""
"12162","193","2","147.6","","","","","","","",""
"12162","69","2","147.6","","","","","","","",""
"12162","72","1","147.6","","","","","","","",""
"12162","78","5","147.6","","","","","","","",""
"12162","97","2","147.6","","","","","","","",""
"12162","LL","3","48.8","","","","","","","",""
"0","651","4","119.8","","","","","","","",""
"0","654","3","119.8","","","","","","","",""
"0","657","6","119.8","","","","","","","",""
"0","660","3","119.8","","","","","","","",""
"0","669","6","119.8","","","","","","","",""
"0","671","4","119.8","","","","","","","",""
"0","E02","6","55.6","","","","","","","",""
"0","E09","6","55.6","","","","","","","",""
"0","E12","8","55.6","","","","","","","",""
"0","E13","6","55.6","","","","","","","",""
"0","E16","6","55.6","","","","","","","",""
"0","E18","8","55.6","","","","","","","",""
"0","E19","8","55.6","","","","","","","",""
"0","E20","6","55.6","","","","","","","",""
"0","2003","7","1815","","","","","","","",""
"0","2004","2","1815","","","","","","","",""
"12163","2003","7","1815","","","","","","","",""
"12163","2004","2","1815","","","","","","","",""
"12163","651","4","119.8","","","","","","","",""
"12163","654","3","119.8","","","","","","","",""
"12163","657","6","119.8","","","","","","","",""
"12163","660","3","119.8","","","","","","","",""
"12163","669","6","119.8","","","","","","","",""
"12163","671","4","119.8","","","","","","","",""
"12163","E02","6","55.6","","","","","","","",""
"12163","E09","6","55.6","","","","","","","",""
"12163","E12","8","55.6","","","","","","","",""
"12163","E13","6","55.6","","","","","","","",""
"12163","E16","6","55.6","","","","","","","",""
"12163","E18","8","55.6","","","","","","","",""
"12163","E19","8","55.6","","","","","","","",""
"12163","E20","6","55.6","","","","","","","",""
"0","E05","20","55.6","","","","","","","",""
"12164","E05","20","55.6","","","","","","","",""
"0","74","1","147.6","","","","","","","",""
"0","101","1","147.6","","","","","","","",""
"0","117","1","147.6","","","","","","","",""
"0","121","1","147.6","","","","","","","",""
"0","195","1","147.6","","","","","","","",""
"0","1202","1","152","","","","","","","",""
"0","1203","1","152","","","","","","","",""
"0","1204","1","152","","","","","","","",""
"0","1212","1","152","","","","","","","",""
"0","1216","1","152","","","","","","","",""
"0","1218","2","152","","","","","","","",""
"0","1219","1","152","","","","","","","",""
"0","1221","2","152","","","","","","","",""
"0","1226","1","152","","","","","","","",""
"0","1250","1","152","","","","","","","",""
"0","1252","1","152","","","","","","","",""
"0","1253","1","152","","","","","","","",""
"0","1254","1","152","","","","","","","",""
"0","1255","1","152","","","","","","","",""
"0","650","1","119.8","","","","","","","",""
"0","651","1","119.8","","","","","","","",""
"0","652","2","119.8","","","","","","","",""
"0","659","2","119.8","","","","","","","",""
"0","660","1","119.8","","","","","","","",""
"0","661","1","119.8","","","","","","","",""
"0","666","1","119.8","","","","","","","",""
"0","670","2","119.8","","","","","","","",""
"0","673","1","119.8","","","","","","","",""
"0","675","1","119.8","","","","","","","",""
"12165","101","1","147.6","","","","","","","",""
"12165","117","1","147.6","","","","","","","",""
"12165","1202","1","152","","","","","","","",""
"12165","1203","1","152","","","","","","","",""
"12165","1204","1","152","","","","","","","",""
"12165","121","1","147.6","","","","","","","",""
"12165","1212","1","152","","","","","","","",""
"12165","1216","1","152","","","","","","","",""
"12165","1218","2","152","","","","","","","",""
"12165","1219","1","152","","","","","","","",""
"12165","1221","2","152","","","","","","","",""
"12165","1226","1","152","","","","","","","",""
"12165","1250","1","152","","","","","","","",""
"12165","1252","1","152","","","","","","","",""
"12165","1253","1","152","","","","","","","",""
"12165","1254","1","152","","","","","","","",""
"12165","1255","1","152","","","","","","","",""
"12165","195","1","147.6","","","","","","","",""
"12165","650","1","119.8","","","","","","","",""
"12165","651","1","119.8","","","","","","","",""
"12165","652","2","119.8","","","","","","","",""
"12165","659","2","119.8","","","","","","","",""
"12165","660","1","119.8","","","","","","","",""
"12165","661","1","119.8","","","","","","","",""
"12165","666","1","119.8","","","","","","","",""
"12165","670","2","119.8","","","","","","","",""
"12165","673","1","119.8","","","","","","","",""
"12165","675","1","119.8","","","","","","","",""
"12165","74","1","147.6","","","","","","","",""
"0","1200","2","129.2","","","","","","","",""
"0","1203","1","129.2","","","","","","","",""
"0","1206","2","129.2","","","","","","","",""
"0","1208","2","129.2","","","","","","","",""
"0","1212","2","129.2","","","","","","","",""
"0","1254","6","129.2","","","","","","","",""
"0","1253","1","129.2","","","","","","","",""
"0","1255","2","129.2","","","","","","","",""
"0","651","3","101.83","","","","","","","",""
"0","656","3","101.83","","","","","","","",""
"0","661","3","101.83","","","","","","","",""
"0","2003","5","308.55","","","","","","","",""
"12166","1200","2","129.2","","","","","","","",""
"12166","1203","1","129.2","","","","","","","",""
"12166","1206","2","129.2","","","","","","","",""
"12166","1208","2","129.2","","","","","","","",""
"12166","1212","2","129.2","","","","","","","",""
"12166","1253","1","129.2","","","","","","","",""
"12166","1254","6","129.2","","","","","","","",""
"12166","1255","2","129.2","","","","","","","",""
"12166","2003","5","308.55","","","","","","","",""
"12166","651","3","101.83","","","","","","","",""
"12166","656","3","101.83","","","","","","","",""
"12166","661","3","101.83","","","","","","","",""
"0","72","2","125.46","","","","","","","",""
"0","78","2","125.46","","","","","","","",""
"0","82","1","125.46","","","","","","","",""
"0","114","2","125.46","","","","","","","",""
"0","105","1","125.46","","","","","","","",""
"0","121","1","125.46","","","","","","","",""
"0","194","2","125.46","","","","","","","",""
"0","1201","1","129.2","","","","","","","",""
"0","1203","1","129.2","","","","","","","",""
"0","1210","2","129.2","","","","","","","",""
"0","1216","1","129.2","","","","","","","",""
"0","1254","6","129.2","","","","","","","",""
"0","E01","5","47.26","","","","","","","",""
"0","E06","5","47.26","","","","","","","",""
"0","E08","5","47.26","","","","","","","",""
"0","E09","5","47.26","","","","","","","",""
"0","E10","5","47.26","","","","","","","",""
"0","E12","5","47.26","","","","","","","",""
"0","E15","5","47.26","","","","","","","",""
"0","E17","5","47.26","","","","","","","",""
"0","E19","5","47.26","","","","","","","",""
"0","E20","5","47.26","","","","","","","",""
"0","650","1","101.83","","","","","","","",""
"0","654","2","101.83","","","","","","","",""
"0","655","1","101.83","","","","","","","",""
"0","660","1","101.83","","","","","","","",""
"0","671","1","101.83","","","","","","","",""
"0","2050","1","1649.68","","","","","","","",""
"0","2051","1","1649.68","","","","","","","",""
"0","2052","1","850","","","","","","","",""
"12167","105","1","125.46","","","","","","","",""
"12167","114","2","125.46","","","","","","","",""
"12167","1201","1","129.2","","","","","","","",""
"12167","1203","1","129.2","","","","","","","",""
"12167","121","1","125.46","","","","","","","",""
"12167","1210","2","129.2","","","","","","","",""
"12167","1216","1","129.2","","","","","","","",""
"12167","1254","6","129.2","","","","","","","",""
"12167","194","2","125.46","","","","","","","",""
"12167","2050","1","1649.68","","","","","","","",""
"12167","2051","1","1649.68","","","","","","","",""
"12167","2052","1","850","","","","","","","",""
"12167","650","1","101.83","","","","","","","",""
"12167","654","2","101.83","","","","","","","",""
"12167","655","1","101.83","","","","","","","",""
"12167","660","1","101.83","","","","","","","",""
"12167","671","1","101.83","","","","","","","",""
"12167","72","2","125.46","","","","","","","",""
"12167","78","2","125.46","","","","","","","",""
"12167","82","1","125.46","","","","","","","",""
"12167","E01","5","47.26","","","","","","","",""
"12167","E06","5","47.26","","","","","","","",""
"12167","E08","5","47.26","","","","","","","",""
"12167","E09","5","47.26","","","","","","","",""
"12167","E10","5","47.26","","","","","","","",""
"12167","E12","5","47.26","","","","","","","",""
"12167","E15","5","47.26","","","","","","","",""
"12167","E17","5","47.26","","","","","","","",""
"12167","E19","5","47.26","","","","","","","",""
"12167","E20","5","47.26","","","","","","","",""
"0","196","6","132.84","","","","","","","",""
"12168","196","6","132.84","","","","","","","",""
"0","081","6","205","","","","","","","",""
"0","083","6","205","","","","","","","",""
"0","085","6","205","","","","","","","",""
"0","089","6","205","","","","","","","",""
"0","090","3","205","","","","","","","",""
"0","095","6","205","","","","","","","",""
"0","0100","6","205","","","","","","","",""
"0","0103","6","205","","","","","","","",""
"0","0104","6","205","","","","","","","",""
"0","0105","3","205","","","","","","","",""
"0","0110","6","205","","","","","","","",""
"0","0111","6","205","","","","","","","",""
"0","0113","3","205","","","","","","","",""
"0","0114","6","205","","","","","","","",""
"0","0116","3","205","","","","","","","",""
"0","0118","6","205","","","","","","","",""
"0","0119","6","205","","","","","","","",""
"0","401","6","205","","","","","","","",""
"0","402","6","205","","","","","","","",""
"0","410","3","205","","","","","","","",""
"0","411","6","205","","","","","","","",""
"0","422","6","205","","","","","","","",""
"0","423","6","205","","","","","","","",""
"0","425","3","205","","","","","","","",""
"0","1203","2","152","","","","","","","",""
"0","1207","2","152","","","","","","","",""
"0","1208","2","152","","","","","","","",""
"0","1213","2","152","","","","","","","",""
"0","1220","2","152","","","","","","","",""
"0","1224","2","152","","","","","","","",""
"0","1251","2","152","","","","","","","",""
"0","1253","2","152","","","","","","","",""
"0","651","3","119.8","","","","","","","",""
"0","652","2","119.8","","","","","","","",""
"0","653","2","119.8","","","","","","","",""
"0","654","2","119.8","","","","","","","",""
"0","657","3","119.8","","","","","","","",""
"0","666","2","119.8","","","","","","","",""
"0","669","3","119.8","","","","","","","",""
"0","670","2","119.8","","","","","","","",""
"0","675","2","119.8","","","","","","","",""
"12169","0100","6","205","","","","","","","",""
"12169","0103","6","205","","","","","","","",""
"12169","0104","6","205","","","","","","","",""
"12169","0105","3","205","","","","","","","",""
"12169","0110","6","205","","","","","","","",""
"12169","0111","6","205","","","","","","","",""
"12169","0113","3","205","","","","","","","",""
"12169","0114","6","205","","","","","","","",""
"12169","0116","3","205","","","","","","","",""
"12169","0118","6","205","","","","","","","",""
"12169","0119","6","205","","","","","","","",""
"12169","081","6","205","","","","","","","",""
"12169","083","6","205","","","","","","","",""
"12169","085","6","205","","","","","","","",""
"12169","089","6","205","","","","","","","",""
"12169","090","3","205","","","","","","","",""
"12169","095","6","205","","","","","","","",""
"12169","1203","2","152","","","","","","","",""
"12169","1207","2","152","","","","","","","",""
"12169","1208","2","152","","","","","","","",""
"12169","1213","2","152","","","","","","","",""
"12169","1220","2","152","","","","","","","",""
"12169","1224","2","152","","","","","","","",""
"12169","1251","2","152","","","","","","","",""
"12169","1253","2","152","","","","","","","",""
"12169","401","6","205","","","","","","","",""
"12169","402","6","205","","","","","","","",""
"12169","410","3","205","","","","","","","",""
"12169","411","6","205","","","","","","","",""
"12169","422","6","205","","","","","","","",""
"12169","423","6","205","","","","","","","",""
"12169","425","3","205","","","","","","","",""
"12169","651","3","119.8","","","","","","","",""
"12169","652","2","119.8","","","","","","","",""
"12169","653","2","119.8","","","","","","","",""
"12169","654","2","119.8","","","","","","","",""
"12169","657","3","119.8","","","","","","","",""
"12169","666","2","119.8","","","","","","","",""
"12169","669","3","119.8","","","","","","","",""
"12169","670","2","119.8","","","","","","","",""
"12169","675","2","119.8","","","","","","","",""
"0","419","3","205","","","","","","","",""
"0","080","6","205","","","","","","","",""
"0","0115","3","205","","","","","","","",""
"0","099","6","205","","","","","","","",""
"0","081","6","205","","","","","","","",""
"0","083","6","205","","","","","","","",""
"0","085","6","205","","","","","","","",""
"0","089","6","205","","","","","","","",""
"0","090","3","205","","","","","","","",""
"0","095","6","205","","","","","","","",""
"0","0100","6","205","","","","","","","",""
"0","0103","6","205","","","","","","","",""
"0","0104","6","205","","","","","","","",""
"0","0105","3","205","","","","","","","",""
"0","0110","6","205","","","","","","","",""
"0","401","6","205","","","","","","","",""
"0","402","6","205","","","","","","","",""
"0","410","3","205","","","","","","","",""
"0","411","6","205","","","","","","","",""
"0","422","6","205","","","","","","","",""
"0","423","6","205","","","","","","","",""
"0","425","3","205","","","","","","","",""
"0","0111","6","205","","","","","","","",""
"0","0113","3","205","","","","","","","",""
"0","0114","6","205","","","","","","","",""
"0","0116","3","205","","","","","","","",""
"0","0118","6","205","","","","","","","",""
"0","0119","6","205","","","","","","","",""
"0","1203","2","152","","","","","","","",""
"0","1207","2","152","","","","","","","",""
"0","1208","2","152","","","","","","","",""
"0","1213","2","152","","","","","","","",""
"0","1220","2","152","","","","","","","",""
"0","1224","2","152","","","","","","","",""
"0","1251","2","152","","","","","","","",""
"0","1253","2","152","","","","","","","",""
"0","651","3","119.8","","","","","","","",""
"0","652","2","119.8","","","","","","","",""
"0","653","2","119.8","","","","","","","",""
"0","654","2","119.8","","","","","","","",""
"0","657","3","119.8","","","","","","","",""
"0","666","2","119.8","","","","","","","",""
"0","669","3","119.8","","","","","","","",""
"0","670","2","119.8","","","","","","","",""
"0","675","2","119.8","","","","","","","",""
"0","200","1","7238.24","","","","","","","",""
"12170","0100","6","205","","","","","","","",""
"12170","0103","6","205","","","","","","","",""
"12170","0104","6","205","","","","","","","",""
"12170","0105","3","205","","","","","","","",""
"12170","0110","6","205","","","","","","","",""
"12170","0111","6","205","","","","","","","",""
"12170","0113","3","205","","","","","","","",""
"12170","0114","6","205","","","","","","","",""
"12170","0115","3","205","","","","","","","",""
"12170","0116","3","205","","","","","","","",""
"12170","0118","6","205","","","","","","","",""
"12170","0119","6","205","","","","","","","",""
"12170","080","6","205","","","","","","","",""
"12170","081","6","205","","","","","","","",""
"12170","083","6","205","","","","","","","",""
"12170","085","6","205","","","","","","","",""
"12170","089","6","205","","","","","","","",""
"12170","090","3","205","","","","","","","",""
"12170","095","6","205","","","","","","","",""
"12170","099","6","205","","","","","","","",""
"12170","1203","2","152","","","","","","","",""
"12170","1207","2","152","","","","","","","",""
"12170","1208","2","152","","","","","","","",""
"12170","1213","2","152","","","","","","","",""
"12170","1220","2","152","","","","","","","",""
"12170","1224","2","152","","","","","","","",""
"12170","1251","2","152","","","","","","","",""
"12170","1253","2","152","","","","","","","",""
"12170","200","1","7238.24","","","","","","","",""
"12170","401","6","205","","","","","","","",""
"12170","402","6","205","","","","","","","",""
"12170","410","3","205","","","","","","","",""
"12170","411","6","205","","","","","","","",""
"12170","419","3","205","","","","","","","",""
"12170","422","6","205","","","","","","","",""
"12170","423","6","205","","","","","","","",""
"12170","425","3","205","","","","","","","",""
"12170","651","3","119.8","","","","","","","",""
"12170","652","2","119.8","","","","","","","",""
"12170","653","2","119.8","","","","","","","",""
"12170","654","2","119.8","","","","","","","",""
"12170","657","3","119.8","","","","","","","",""
"12170","666","2","119.8","","","","","","","",""
"12170","669","3","119.8","","","","","","","",""
"12170","670","2","119.8","","","","","","","",""
"12170","675","2","119.8","","","","","","","",""
"0","2003","7","1542.75","","","","","","","",""
"0","2052","9","1649.68","","","","","","","",""
"0","401","1","174.25","","","","","","","",""
"0","402","1","174.25","","","","","","","",""
"0","413","1","174.25","","","","","","","",""
"0","419","1","174.25","","","","","","","",""
"0","029","1","291.55","","","","","","","",""
"0","032","2","291.55","","","","","","","",""
"0","E06","80","47.26","","","","","","","",""
"0","LL","5","41.48","","","","","","","",""
"0","LP","4","60.52","","","","","","","",""
"0","507","4","76.24","","","","","","","",""
"0","310","7","59.28","","","","","","","",""
"0","653","12","101.83","","","","","","","",""
"0","666","12","101.83","","","","","","","",""
"0","670","12","101.83","","","","","","","",""
"0","E05","24","47.26","","","","","","","",""
"12171","029","1","291.55","","","","","","","",""
"12171","032","2","291.55","","","","","","","",""
"12171","2003","7","1542.75","","","","","","","",""
"12171","2052","9","1649.68","","","","","","","",""
"12171","310","7","59.28","","","","","","","",""
"12171","401","1","174.25","","","","","","","",""
"12171","402","1","174.25","","","","","","","",""
"12171","413","1","174.25","","","","","","","",""
"12171","419","1","174.25","","","","","","","",""
"12171","507","4","76.24","","","","","","","",""
"12171","653","12","101.83","","","","","","","",""
"12171","666","12","101.83","","","","","","","",""
"12171","670","12","101.83","","","","","","","",""
"12171","E05","24","47.26","","","","","","","",""
"12171","E06","80","47.26","","","","","","","",""
"12171","LL","5","41.48","","","","","","","",""
"12171","LP","4","60.52","","","","","","","",""
"0","67","1","132.84","","","","","","","",""
"0","69","2","132.84","","","","","","","",""
"0","76","2","132.84","","","","","","","",""
"0","79","2","132.84","","","","","","","",""
"0","82","2","132.84","","","","","","","",""
"0","100","2","132.84","","","","","","","",""
"0","102","2","132.84","","","","","","","",""
"0","103","2","132.84","","","","","","","",""
"0","104","2","132.84","","","","","","","",""
"0","110","2","132.84","","","","","","","",""
"0","112","2","132.84","","","","","","","",""
"0","118","2","132.84","","","","","","","",""
"0","121","2","132.84","","","","","","","",""
"0","1202","2","136.8","","","","","","","",""
"0","1206","3","136.8","","","","","","","",""
"0","1207","2","136.8","","","","","","","",""
"0","1208","2","136.8","","","","","","","",""
"0","1212","2","136.8","","","","","","","",""
"0","1215","2","136.8","","","","","","","",""
"0","1216","2","136.8","","","","","","","",""
"0","1219","2","136.8","","","","","","","",""
"0","1222","2","136.8","","","","","","","",""
"0","1224","2","136.8","","","","","","","",""
"0","1226","2","136.8","","","","","","","",""
"0","1253","2","136.8","","","","","","","",""
"0","1255","2","136.8","","","","","","","",""
"0","78","1","132.8","","","","","","","",""
"0","195","1","132.8","","","","","","","",""
"0","1203","1","136.8","","","","","","","",""
"0","669","1","107.82","","","","","","","",""
"0","508","2","96.3","","","","","","","",""
"12172","100","2","132.84","","","","","","","",""
"12172","102","2","132.84","","","","","","","",""
"12172","103","2","132.84","","","","","","","",""
"12172","104","2","132.84","","","","","","","",""
"12172","110","2","132.84","","","","","","","",""
"12172","112","2","132.84","","","","","","","",""
"12172","118","2","132.84","","","","","","","",""
"12172","1202","2","136.8","","","","","","","",""
"12172","1203","1","136.8","","","","","","","",""
"12172","1206","3","136.8","","","","","","","",""
"12172","1207","2","136.8","","","","","","","",""
"12172","1208","2","136.8","","","","","","","",""
"12172","121","2","132.84","","","","","","","",""
"12172","1212","2","136.8","","","","","","","",""
"12172","1215","2","136.8","","","","","","","",""
"12172","1216","2","136.8","","","","","","","",""
"12172","1219","2","136.8","","","","","","","",""
"12172","1222","2","136.8","","","","","","","",""
"12172","1224","2","136.8","","","","","","","",""
"12172","1226","2","136.8","","","","","","","",""
"12172","1253","2","136.8","","","","","","","",""
"12172","1255","2","136.8","","","","","","","",""
"12172","195","1","132.8","","","","","","","",""
"12172","508","2","96.3","","","","","","","",""
"12172","669","1","107.82","","","","","","","",""
"12172","67","1","132.84","","","","","","","",""
"12172","69","2","132.84","","","","","","","",""
"12172","76","2","132.84","","","","","","","",""
"12172","78","1","132.8","","","","","","","",""
"12172","79","2","132.84","","","","","","","",""
"12172","82","2","132.84","","","","","","","",""
"0","EH","1","69","","","","","","","",""
"0","EH1","1","69","","","","","","","",""
"0","EH2","1","69","","","","","","","",""
"0","EH3","1","69","","","","","","","",""
"0","EH4","1","69","","","","","","","",""
"0","EH5","1","69","","","","","","","",""
"0","650","18","95","","","","","","","",""
"0","650","18","95","","","","","","","",""
"0","651","18","95","","","","","","","",""
"0","652","18","95","","","","","","","",""
"0","653","18","95","","","","","","","",""
"0","654","18","95","","","","","","","",""
"0","655","18","95","","","","","","","",""
"0","656","18","95","","","","","","","",""
"0","657","18","95","","","","","","","",""
"0","660","18","95","","","","","","","",""
"0","661","18","95","","","","","","","",""
"0","662","18","95","","","","","","","",""
"0","665","18","95","","","","","","","",""
"0","666","18","95","","","","","","","",""
"0","669","18","95","","","","","","","",""
"0","670","18","95","","","","","","","",""
"0","671","18","95","","","","","","","",""
"0","673","18","95","","","","","","","",""
"0","674","18","95","","","","","","","",""
"0","675","18","95","","","","","","","",""
"12173","650","18","95","","","","","","","",""
"12173","651","18","95","","","","","","","",""
"12173","652","18","95","","","","","","","",""
"12173","653","18","95","","","","","","","",""
"12173","654","18","95","","","","","","","",""
"12173","655","18","95","","","","","","","",""
"12173","656","18","95","","","","","","","",""
"12173","657","18","95","","","","","","","",""
"12173","660","18","95","","","","","","","",""
"12173","661","18","95","","","","","","","",""
"12173","662","18","95","","","","","","","",""
"12173","665","18","95","","","","","","","",""
"12173","666","18","95","","","","","","","",""
"12173","669","18","95","","","","","","","",""
"12173","670","18","95","","","","","","","",""
"12173","671","18","95","","","","","","","",""
"12173","673","18","95","","","","","","","",""
"12173","674","18","95","","","","","","","",""
"12173","675","18","95","","","","","","","",""
"0","78","16","147.6","","","","","","","",""
"0","E05","20","55.6","","","","","","","",""
"0","1201","1","152","","","","","","","",""
"0","1204","1","152","","","","","","","",""
"0","1206","3","152","","","","","","","",""
"0","1208","1","152","","","","","","","",""
"0","1210","1","152","","","","","","","",""
"0","1212","3","152","","","","","","","",""
"0","1213","1","152","","","","","","","",""
"0","1215","2","152","","","","","","","",""
"0","1218","2","152","","","","","","","",""
"0","1219","2","152","","","","","","","",""
"0","1220","2","152","","","","","","","",""
"0","1221","3","152","","","","","","","",""
"0","1222","4","152","","","","","","","",""
"0","1226","2","152","","","","","","","",""
"0","1251","3","152","","","","","","","",""
"0","1252","3","152","","","","","","","",""
"0","1253","2","152","","","","","","","",""
"0","1254","4","152","","","","","","","",""
"0","1255","3","152","","","","","","","",""
"0","EH1","18","69","","","","","","","",""
"12174","1201","1","152","","","","","","","",""
"12174","1204","1","152","","","","","","","",""
"12174","1206","3","152","","","","","","","",""
"12174","1208","1","152","","","","","","","",""
"12174","1210","1","152","","","","","","","",""
"12174","1212","3","152","","","","","","","",""
"12174","1213","1","152","","","","","","","",""
"12174","1215","2","152","","","","","","","",""
"12174","1218","2","152","","","","","","","",""
"12174","1219","2","152","","","","","","","",""
"12174","1220","2","152","","","","","","","",""
"12174","1221","3","152","","","","","","","",""
"12174","1222","4","152","","","","","","","",""
"12174","1226","2","152","","","","","","","",""
"12174","1251","3","152","","","","","","","",""
"12174","1252","3","152","","","","","","","",""
"12174","1253","2","152","","","","","","","",""
"12174","1254","4","152","","","","","","","",""
