"REMNUM","REMFEC","USUCOD","ESTCOD","VENCOD","REMPED","REMFACNUM","CLICOD","REMPAGNUM","REMLIQNUM","REMDES","REMFACLET","REMEMI","REMFACPV"," ","","","","","","",""
"9718","20190618","1","Q","139","0","0","1613","6493","0","0","","E","NaN","","","","","","","",""
"9719","20190618","1","Q","144","0","0","1756","6452","0","0","","E","NaN","","","","","","","",""
"9720","20190618","1","Q","144","0","0","1756","6452","0","0","","E","NaN","","","","","","","",""
"9721","20190618","1","Q","4","0","0","1471","6479","0","0","","E","NaN","","","","","","","",""
"9722","20190618","1","Q","4","0","0","1443","6480","0","0","","E","NaN","","","","","","","",""
"9723","20190619","1","Q","122","0","0","1015","6756","0","0","","E","NaN","","","","","","","",""
"9724","20190619","1","Q","4","0","0","1762","6459","0","0","","E","NaN","","","","","","","",""
"9725","20190619","1","Q","4","0","0","1499","6568","0","0","","E","NaN","","","","","","","",""
"9726","20190619","1","Q","4","0","0","1499","6474","0","0","","E","NaN","","","","","","","",""
"9727","20190619","1","Q","4","0","0","1238","6482","0","0","","E","NaN","","","","","","","",""
"9728","20190619","1","Q","4","0","0","1443","6480","0","0","","E","NaN","","","","","","","",""
"9729","20190619","1","Q","4","0","0","1471","6479","0","0","","E","NaN","","","","","","","",""
"9730","20190619","1","Q","4","0","0","1471","6479","0","0","","E","NaN","","","","","","","",""
"9731","20190620","1","Q","144","0","0","1750","6457","0","0","","E","NaN","","","","","","","",""
"9732","20190620","1","Q","144","0","0","1750","6457","0","0","","E","NaN","","","","","","","",""
"9733","20190620","1","Q","144","0","0","1753","6454","0","0","","E","NaN","","","","","","","",""
"9734","20190620","1","Q","144","0","0","1753","6454","0","0","","E","NaN","","","","","","","",""
"9735","20190620","1","Q","146","0","0","1781","6836","0","0","","E","NaN","","","","","","","",""
"9736","20190620","1","Q","146","0","0","1781","6836","0","0","","E","NaN","","","","","","","",""
"9737","20190621","1","Q","122","0","0","1207","6703","0","0","","E","NaN","","","","","","","",""
"9738","20190621","1","Q","4","0","0","1443","6480","0","0","","E","NaN","","","","","","","",""
"9739","20190621","1","Q","4","0","0","1443","6480","0","0","","E","NaN","","","","","","","",""
"9740","20190621","1","Q","4","0","0","1238","6482","0","0","","E","NaN","","","","","","","",""
"9741","20190621","1","Q","4","0","0","1238","6482","0","0","","E","NaN","","","","","","","",""
"9742","20190624","1","Q","20","0","0","1722","6647","0","0","","E","NaN","","","","","","","",""
"9743","20190624","1","Q","20","0","0","1722","6647","0","0","","E","NaN","","","","","","","",""
"9744","20190624","1","Q","20","0","823","943","6645","0","0","E","E","NaN","","","","","","","",""
"9745","20190624","1","Q","20","0","824","943","6645","0","0","E","E","NaN","","","","","","","",""
"9746","20190624","1","Q","20","0","825","944","6646","0","0","E","E","NaN","","","","","","","",""
"9747","20190624","1","Q","20","0","826","944","6646","0","0","E","E","NaN","","","","","","","",""
"9748","20190624","1","Q","139","0","0","1308","6625","0","0","","E","NaN","","","","","","","",""
"9749","20190624","1","Q","139","0","0","1308","6625","0","0","","E","NaN","","","","","","","",""
"9750","20190624","1","Q","4","0","0","409","6472","0","0","","E","NaN","","","","","","","",""
"9751","20190624","1","Q","4","0","0","409","6472","0","0","","E","NaN","","","","","","","",""
"9752","20190624","1","Q","4","0","0","1729","6462","0","0","","E","NaN","","","","","","","",""
"9753","20190624","1","Q","4","0","0","1443","6480","0","0","","E","NaN","","","","","","","",""
"9754","20190624","1","Q","143","0","0","1545","6804","0","0","","E","NaN","","","","","","","",""
"9755","20190624","1","Q","143","0","0","1545","6804","0","0","","E","NaN","","","","","","","",""
"9756","20190624","1","Q","4","0","0","1238","6482","0","0","","E","NaN","","","","","","","",""
"9757","20190624","1","Q","4","0","0","1238","6482","0","0","","E","NaN","","","","","","","",""
"9758","20190624","1","Q","4","0","0","1471","6479","0","0","","E","NaN","","","","","","","",""
"9759","20190624","1","Q","4","0","0","1471","6479","0","0","","E","NaN","","","","","","","",""
"9760","20190624","1","Q","20","0","0","885","6705","0","0","","E","NaN","","","","","","","",""
"9761","20190624","1","Q","20","0","0","885","6705","0","0","","E","NaN","","","","","","","",""
"9762","20190624","1","Q","20","0","0","990","6640","0","0","","E","NaN","","","","","","","",""
"9763","20190624","1","Q","20","0","0","990","6640","0","0","","E","NaN","","","","","","","",""
"9764","20190625","1","A","4","0","0","163","0","0","0","","E","NaN","","","","","","","",""
"9765","20190625","1","Q","4","0","0","163","6710","0","0","","E","NaN","","","","","","","",""
"9766","20190625","1","Q","4","0","0","163","6710","0","0","","E","NaN","","","","","","","",""
"9767","20190625","1","Q","20","0","0","1732","6675","0","0","","E","NaN","","","","","","","",""
"9768","20190625","1","Q","20","0","0","1732","6675","0","0","","E","NaN","","","","","","","",""
"9769","20190625","1","Q","20","0","0","1733","6642","0","0","","E","NaN","","","","","","","",""
"9770","20190625","1","Q","20","0","0","1733","6642","0","0","","E","NaN","","","","","","","",""
"9771","20190625","1","Q","20","0","0","1085","6643","0","0","","E","NaN","","","","","","","",""
"9772","20190625","1","Q","20","0","0","1085","6643","0","0","","E","NaN","","","","","","","",""
"9773","20190625","1","Q","20","0","0","945","6648","0","0","","E","NaN","","","","","","","",""
"9774","20190625","1","Q","20","0","0","945","6648","0","0","","E","NaN","","","","","","","",""
"9775","20190625","1","Q","20","0","0","17","6644","0","0","","E","NaN","","","","","","","",""
"9776","20190625","1","Q","20","0","0","17","6644","0","0","","E","NaN","","","","","","","",""
"9777","20190625","1","Q","144","0","0","1707","6515","0","0","","E","NaN","","","","","","","",""
"9778","20190625","1","Q","144","0","0","1707","6515","0","0","","E","NaN","","","","","","","",""
"9779","20190625","1","Q","4","0","0","316","6466","0","1056.12","","E","NaN","","","","","","","",""
"9780","20190625","1","Q","4","0","0","1443","6480","0","0","","E","NaN","","","","","","","",""
"9781","20190625","1","Q","145","0","0","1573","6601","0","0","","E","NaN","","","","","","","",""
"9782","20190625","1","Q","145","0","0","1573","6601","0","0","","E","NaN","","","","","","","",""
"9783","20190626","1","Q","145","0","0","37","6615","0","0","","E","NaN","","","","","","","",""
"9784","20190626","1","A","119","0","0","889","0","0","0","","E","NaN","","","","","","","",""
"9785","20190626","1","A","119","0","0","889","0","0","0","","E","NaN","","","","","","","",""
"9786","20190626","1","Q","4","0","0","1654","6823","0","0","","E","NaN","","","","","","","",""
"9787","20190626","1","Q","4","0","0","1729","6470","0","0","","E","NaN","","","","","","","",""
"9788","20190626","1","Q","4","0","0","1443","6480","0","0","","E","NaN","","","","","","","",""
"9789","20190626","1","Q","4","0","0","1443","6480","0","0","","E","NaN","","","","","","","",""
"9790","20190626","1","Q","4","0","0","33","6622","0","0","","E","NaN","","","","","","","",""
"9791","20190626","1","Q","4","0","0","1238","6482","0","0","","E","NaN","","","","","","","",""
"9792","20190626","1","Q","4","0","0","1238","6482","0","0","","E","NaN","","","","","","","",""
"9793","20190626","1","Q","4","0","0","1222","6491","0","0","","E","NaN","","","","","","","",""
"9794","20190626","1","Q","4","0","0","1222","6491","0","0","","E","NaN","","","","","","","",""
"9795","20190627","1","Q","4","0","0","1566","6587","0","0","","E","NaN","","","","","","","",""
"9796","20190628","1","Q","4","0","0","1499","6568","0","0","","E","NaN","","","","","","","",""
"9797","20190628","1","Q","4","0","0","1499","6568","0","0","","E","NaN","","","","","","","",""
"9798","20190628","1","Q","112","0","0","1073","6869","0","0","","E","NaN","","","","","","","",""
"9799","20190628","1","Q","4","0","0","1471","6479","0","0","","E","NaN","","","","","","","",""
"9800","20190628","1","Q","4","0","0","33","6531","0","0","","E","NaN","","","","","","","",""
"9801","20190701","1","Q","145","0","0","37","6615","0","0","","E","NaN","","","","","","","",""
"9802","20190701","1","Q","144","0","0","1776","6475","0","0","","E","NaN","","","","","","","",""
"9803","20190701","1","Q","146","0","0","1184","6516","0","0","","E","NaN","","","","","","","",""
"9804","20190701","1","Q","146","0","0","1187","6880","0","0","","E","NaN","","","","","","","",""
"9805","20190701","1","Q","146","0","0","1187","6880","0","0","","E","NaN","","","","","","","",""
"9806","20190701","1","Q","144","0","0","1756","6477","0","0","","E","NaN","","","","","","","",""
"9807","20190701","1","Q","144","0","0","1756","6477","0","0","","E","NaN","","","","","","","",""
"9808","20190701","1","Q","4","0","0","1571","6542","0","0","","E","NaN","","","","","","","",""
"9809","20190701","1","Q","4","0","0","1571","6542","0","0","","E","NaN","","","","","","","",""
"9810","20190701","1","A","4","0","0","1471","0","0","0","","E","NaN","","","","","","","",""
"9811","20190701","1","A","4","0","0","1471","0","0","0","","E","NaN","","","","","","","",""
"9812","20190702","1","Q","4","0","0","1471","6612","0","0","","E","NaN","","","","","","","",""
"9813","20190702","1","Q","4","0","0","1471","6612","0","0","","E","NaN","","","","","","","",""
"9814","20190702","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9815","20190702","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9816","20190702","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9817","20190702","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9818","20190702","1","Q","4","0","0","1238","6614","0","0","","E","NaN","","","","","","","",""
"9819","20190702","1","Q","4","0","0","1238","6614","0","0","","E","NaN","","","","","","","",""
"9820","20190702","1","Q","4","0","0","1238","6614","0","0","","E","NaN","","","","","","","",""
"9821","20190702","1","Q","4","0","0","1758","6485","0","0","","E","NaN","","","","","","","",""
"9822","20190702","1","Q","4","0","0","1758","6485","0","0","","E","NaN","","","","","","","",""
"9823","20190702","1","Q","144","0","0","1753","6488","0","0","","E","NaN","","","","","","","",""
"9824","20190702","1","Q","144","0","0","1753","6488","0","0","","E","NaN","","","","","","","",""
"9825","20190702","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9826","20190702","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9827","20190702","1","Q","145","0","0","209","6492","0","0","","E","NaN","","","","","","","",""
"9828","20190702","1","Q","145","0","0","209","6492","0","0","","E","NaN","","","","","","","",""
"9829","20190703","1","Q","122","0","0","1019","6757","0","0","","E","NaN","","","","","","","",""
"9830","20190703","1","Q","139","0","0","1617","6494","0","0","","E","NaN","","","","","","","",""
"9831","20190703","1","Q","144","0","0","1782","6486","0","0","","E","NaN","","","","","","","",""
"9832","20190703","1","Q","4","0","0","628","6509","0","0","","E","NaN","","","","","","","",""
"9833","20190703","1","Q","4","0","0","628","6509","0","0","","E","NaN","","","","","","","",""
"9834","20190703","1","Q","4","0","0","1238","6614","0","0","","E","NaN","","","","","","","",""
"9835","20190703","1","Q","4","0","0","1238","6614","0","0","","E","NaN","","","","","","","",""
"9836","20190703","1","Q","4","0","0","1471","6612","0","0","","E","NaN","","","","","","","",""
"9837","20190703","1","Q","4","0","0","1471","6612","0","0","","E","NaN","","","","","","","",""
"9838","20190703","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9839","20190703","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9840","20190703","1","Q","4","0","0","1238","6614","0","0","","E","NaN","","","","","","","",""
"9841","20190703","1","Q","4","0","0","1","6487","0","0","","E","NaN","","","","","","","",""
"9842","20190704","1","A","119","0","0","889","0","0","0","","E","NaN","","","","","","","",""
"9843","20190704","1","Q","119","0","0","889","6514","0","0","","E","NaN","","","","","","","",""
"9844","20190704","1","Q","4","0","0","185","6678","0","0","","E","NaN","","","","","","","",""
"9845","20190704","1","Q","4","0","0","185","6539","0","0","","E","NaN","","","","","","","",""
"9846","20190704","1","Q","4","0","0","1762","6499","0","0","","E","NaN","","","","","","","",""
"9847","20190704","1","Q","4","0","0","1762","6499","0","0","","E","NaN","","","","","","","",""
"9848","20190704","1","Q","4","0","0","1762","6499","0","0","","E","NaN","","","","","","","",""
"9849","20190704","1","Q","20","0","0","1213","6751","0","0","","E","NaN","","","","","","","",""
"9850","20190704","1","Q","145","0","0","1232","6974","0","0","","E","NaN","","","","","","","",""
"9851","20190704","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9852","20190704","1","S","146","0","0","1181","0","0","0","","E","NaN","","","","","","","",""
"9853","20190704","1","Q","20","0","0","313","6754","0","0","","E","NaN","","","","","","","",""
"9854","20190704","1","Q","4","0","0","1238","6614","0","0","","E","NaN","","","","","","","",""
"9855","20190705","1","A","20","0","0","57","0","0","0","","E","NaN","","","","","","","",""
"9856","20190705","1","Q","4","0","0","1593","6632","0","0","","E","NaN","","","","","","","",""
"9857","20190705","1","Q","4","0","0","1593","6632","0","0","","E","NaN","","","","","","","",""
"9858","20190705","1","Q","4","0","0","1499","6568","0","0","","E","NaN","","","","","","","",""
"9859","20190705","1","Q","4","0","0","1499","6568","0","0","","E","NaN","","","","","","","",""
"9860","20190705","1","Q","4","0","0","1471","6612","0","0","","E","NaN","","","","","","","",""
"9861","20190705","1","Q","4","0","0","1471","6612","0","0","","E","NaN","","","","","","","",""
"9862","20190705","1","Q","4","0","0","1238","6614","0","0","","E","NaN","","","","","","","",""
"9863","20190705","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9864","20190705","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9865","20190704","1","A","119","0","0","889","0","0","0","","E","NaN","","","","","","","",""
"9866","20190708","1","Q","145","0","0","37","6615","0","0","","E","NaN","","","","","","","",""
"9867","20190708","1","Q","143","0","0","1761","6506","0","0","","E","NaN","","","","","","","",""
"9868","20190708","1","Q","4","0","0","1333","6512","0","0","","E","NaN","","","","","","","",""
"9869","20190708","1","Q","4","0","0","1721","6505","0","0","","E","NaN","","","","","","","",""
"9870","20190708","1","Q","4","0","0","1721","6505","0","0","","E","NaN","","","","","","","",""
"9871","20190704","1","Q","119","0","0","889","6514","0","0","","E","NaN","","","","","","","",""
"9872","20190710","1","S","146","0","0","1161","0","0","0","","E","NaN","","","","","","","",""
"9873","20190710","1","Q","25","0","0","240","6718","0","0","","E","NaN","","","","","","","",""
"9874","20190710","1","Q","25","0","0","493","6719","0","0","","E","NaN","","","","","","","",""
"9875","20190710","1","Q","25","0","0","690","6720","0","0","","E","NaN","","","","","","","",""
"9876","20190710","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9877","20190710","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9878","20190710","1","Q","4","0","0","710","6530","0","0","","E","NaN","","","","","","","",""
"9879","20190710","1","Q","4","0","0","1272","6540","0","0","","E","NaN","","","","","","","",""
"9880","20190710","1","Q","4","0","0","1272","6540","0","0","","E","NaN","","","","","","","",""
"9881","20190710","1","Q","4","0","0","1471","6612","0","0","","E","NaN","","","","","","","",""
"9882","20190710","1","Q","4","0","0","1471","6612","0","0","","E","NaN","","","","","","","",""
"9883","20190710","1","Q","4","0","0","1238","6614","0","0","","E","NaN","","","","","","","",""
"9884","20190710","1","Q","4","0","0","1238","6614","0","0","","E","NaN","","","","","","","",""
"9885","20190711","1","Q","146","0","0","1783","6881","0","0","","E","NaN","","","","","","","",""
"9886","20190711","1","Q","146","0","0","1475","6882","0","0","","E","NaN","","","","","","","",""
"9887","20190711","1","Q","146","0","0","1475","6882","0","0","","E","NaN","","","","","","","",""
"9888","20190711","1","Q","4","0","0","1238","6614","0","0","","E","NaN","","","","","","","",""
"9889","20190711","1","Q","144","0","0","1648","6510","0","0","","E","NaN","","","","","","","",""
"9890","20190711","1","Q","144","0","0","1648","6510","0","0","","E","NaN","","","","","","","",""
"9891","20190712","1","Q","20","0","0","714","6543","0","0","","E","NaN","","","","","","","",""
"9892","20190712","1","Q","147","0","0","104","6700","0","0","","E","NaN","","","","","","","",""
"9893","20190712","1","Q","144","0","0","1753","6517","0","0","","E","NaN","","","","","","","",""
"9894","20190712","1","Q","144","0","0","1753","6517","0","0","","E","NaN","","","","","","","",""
"9895","20190712","1","Q","112","0","0","623","6708","0","0","","E","NaN","","","","","","","",""
"9896","20190712","1","Q","144","0","0","1707","6639","0","0","","E","NaN","","","","","","","",""
"9897","20190712","1","Q","144","0","0","1707","6639","0","0","","E","NaN","","","","","","","",""
"9898","20190712","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9899","20190712","1","Q","145","0","0","401","6610","0","0","","E","NaN","","","","","","","",""
"9900","20190712","1","Q","145","0","0","946","6630","0","0","","E","NaN","","","","","","","",""
"9901","20190712","1","Q","145","0","0","946","6630","0","0","","E","NaN","","","","","","","",""
"9902","20190712","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9903","20190712","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9904","20190712","1","Q","4","0","0","1471","6612","0","0","","E","NaN","","","","","","","",""
"9905","20190712","1","Q","4","0","0","1471","6612","0","0","","E","NaN","","","","","","","",""
"9906","20190712","1","Q","4","0","0","1238","6614","0","0","","E","NaN","","","","","","","",""
"9907","20190715","1","Q","145","0","0","37","6615","0","0","","E","NaN","","","","","","","",""
"9908","20190715","1","Q","4","0","0","1762","6532","0","0","","E","NaN","","","","","","","",""
"9909","20190715","1","Q","4","0","0","710","6530","0","0","","E","NaN","","","","","","","",""
"9910","20190715","1","Q","4","0","0","1651","6989","0","0","","E","NaN","","","","","","","",""
"9911","20190715","1","Q","4","0","0","1651","6989","0","0","","E","NaN","","","","","","","",""
"9912","20190715","1","Q","4","0","0","1238","6614","0","0","","E","NaN","","","","","","","",""
"9913","20190715","1","Q","4","0","0","1238","6614","0","0","","E","NaN","","","","","","","",""
"9914","20190715","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9915","20190715","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9916","20190716","1","Q","4","0","0","1471","6612","0","0","","E","NaN","","","","","","","",""
"9917","20190716","1","Q","4","0","0","1471","6612","0","0","","E","NaN","","","","","","","",""
"9918","20190716","1","Q","4","0","0","1265","6741","0","0","","E","NaN","","","","","","","",""
"9919","20190716","1","Q","104","0","0","1713","6680","0","0","","E","NaN","","","","","","","",""
"9920","20190716","1","Q","4","0","0","33","6622","0","0","","E","NaN","","","","","","","",""
"9921","20190716","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9922","20190716","1","Q","4","0","0","33","6622","0","0","","E","NaN","","","","","","","",""
"9923","20190716","1","Q","4","0","0","1729","6603","0","0","","E","NaN","","","","","","","",""
"9924","20190716","1","Q","4","0","0","1729","6538","0","0","","E","NaN","","","","","","","",""
"9925","20190716","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9926","20190716","1","A","4","0","0","83","0","0","0","","E","NaN","","","","","","","",""
"9927","20190717","1","Q","146","0","0","1730","6960","0","0","","E","NaN","","","","","","","",""
"9928","20190717","1","S","146","0","0","1730","0","0","0","","E","NaN","","","","","","","",""
"9929","20190717","1","Q","146","0","0","1164","6946","0","0","","E","NaN","","","","","","","",""
"9930","20190717","1","Q","146","0","0","1164","6946","0","0","","E","NaN","","","","","","","",""
"9931","20190717","1","Q","103","0","0","1784","6961","0","0","","E","NaN","","","","","","","",""
"9932","20190717","1","Q","143","0","0","432","6805","0","0","","E","NaN","","","","","","","",""
"9933","20190717","1","Q","143","0","0","1777","7009","0","0","","E","NaN","","","","","","","",""
"9934","20190717","1","Q","4","0","0","1729","6603","0","0","","E","NaN","","","","","","","",""
"9935","20190717","1","Q","4","0","0","1278","6761","0","0","","E","NaN","","","","","","","",""
"9936","20190717","1","Q","4","0","0","1278","6761","0","0","","E","NaN","","","","","","","",""
"9937","20190717","1","Q","143","0","0","1597","6806","0","0","","E","NaN","","","","","","","",""
"9938","20190717","1","Q","143","0","0","1597","6806","0","0","","E","NaN","","","","","","","",""
"9939","20190717","1","Q","4","0","0","1758","6541","0","0","","E","NaN","","","","","","","",""
"9940","20190717","1","Q","4","0","0","1758","6541","0","0","","E","NaN","","","","","","","",""
"9941","20190717","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9942","20190717","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9943","20190717","1","Q","4","0","0","1471","6612","0","0","","E","NaN","","","","","","","",""
"9944","20190717","1","Q","4","0","0","1238","6614","0","0","","E","NaN","","","","","","","",""
"9945","20190717","1","Q","4","0","0","1238","6614","0","0","","E","NaN","","","","","","","",""
"9946","20190718","1","Q","146","0","0","1580","6943","0","0","","E","NaN","","","","","","","",""
"9947","20190718","1","Q","112","0","0","632","6870","0","0","","E","NaN","","","","","","","",""
"9948","20190718","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9949","20190718","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9950","20190719","1","Q","4","0","0","1571","6638","0","0","","E","NaN","","","","","","","",""
"9951","20190719","1","Q","4","0","0","1571","6638","0","0","","E","NaN","","","","","","","",""
"9952","20190719","1","Q","4","0","0","33","6622","0","0","","E","NaN","","","","","","","",""
"9953","20190719","1","Q","139","0","0","153","6654","0","0","","E","NaN","","","","","","","",""
"9954","20190719","1","Q","139","0","0","153","6654","0","0","","E","NaN","","","","","","","",""
"9955","20190719","1","Q","4","0","0","1485","6545","0","0","","E","NaN","","","","","","","",""
"9956","20190719","1","Q","4","0","0","1485","6545","0","0","","E","NaN","","","","","","","",""
"9957","20190719","1","Q","4","0","0","628","6633","0","0","","E","NaN","","","","","","","",""
"9958","20190719","1","Q","4","0","0","628","6633","0","0","","E","NaN","","","","","","","",""
"9959","20190719","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9960","20190719","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9961","20190719","1","Q","4","0","0","1471","6612","0","0","","E","NaN","","","","","","","",""
"9962","20190719","1","Q","4","0","0","1471","6612","0","0","","E","NaN","","","","","","","",""
"9963","20190719","1","Q","4","0","0","1238","6614","0","0","","E","NaN","","","","","","","",""
"9964","20190719","1","Q","4","0","0","1238","6614","0","0","","E","NaN","","","","","","","",""
"9965","20190722","1","Q","144","0","0","1782","6569","0","0","","E","NaN","","","","","","","",""
"9966","20190722","1","Q","145","0","0","37","6615","0","0","","E","NaN","","","","","","","",""
"9967","20190722","1","Q","20","0","0","322","6753","0","0","","E","NaN","","","","","","","",""
"9968","20190722","1","Q","146","0","0","1584","7246","0","0","","E","NaN","","","","","","","",""
"9969","20190722","1","Q","146","0","0","1584","6954","0","0","","E","NaN","","","","","","","",""
"9970","20190722","1","Q","146","0","0","1751","6944","0","0","","E","NaN","","","","","","","",""
"9971","20190722","1","Q","146","0","0","1751","6944","0","0","","E","NaN","","","","","","","",""
"9972","20190722","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9973","20190722","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"9974","20190722","1","Q","146","0","0","1691","6942","0","0","","E","NaN","","","","","","","",""
"9975","20190722","1","A","145","0","0","37","0","0","0","","E","NaN","","","","","","","",""
"9976","20190722","1","Q","145","0","0","37","6615","0","0","","E","NaN","","","","","","","",""
"9977","20190722","1","Q","143","0","0","1547","6807","0","0","","E","NaN","","","","","","","",""
"9978","20190722","1","Q","143","0","0","1547","6807","0","0","","E","NaN","","","","","","","",""
"9979","20190722","1","Q","20","0","0","57","6752","0","0","","E","NaN","","","","","","","",""
"9980","20190722","1","Q","4","0","0","1238","6614","0","0","","E","NaN","","","","","","","",""
"9981","20190723","1","Q","146","0","0","1558","6949","0","0","","E","NaN","","","","","","","",""
"9982","20190723","1","Q","146","0","0","1616","6950","0","0","","E","NaN","","","","","","","",""
"9983","20190723","1","Q","146","0","0","1616","6950","0","0","","E","NaN","","","","","","","",""
"9984","20190723","1","Q","146","0","0","1785","6951","0","0","","E","NaN","","","","","","","",""
"9985","20190723","1","Q","146","0","0","1601","6945","0","0","","E","NaN","","","","","","","",""
"9986","20190723","1","Q","146","0","0","1601","6945","0","0","","E","NaN","","","","","","","",""
"9987","20190723","1","Q","4","0","0","1735","6635","0","0","","E","NaN","","","","","","","",""
"9988","20190723","1","Q","4","0","0","1735","6582","0","0","","E","NaN","","","","","","","",""
"9989","20190723","1","Q","146","0","0","1194","6948","0","0","","E","NaN","","","","","","","",""
"9990","20190723","1","Q","4","0","0","1471","6612","0","0","","E","NaN","","","","","","","",""
"9991","20190723","1","Q","4","0","0","1471","6612","0","0","","E","NaN","","","","","","","",""
"9992","20190724","1","Q","25","0","0","69","6721","0","0","","E","NaN","","","","","","","",""
"9993","20190724","1","Q","25","0","0","1748","6722","0","0","","E","NaN","","","","","","","",""
"9994","20190724","1","Q","139","0","0","1627","6730","0","0","","E","NaN","","","","","","","",""
"9995","20190724","1","Q","146","0","0","1586","6952","0","0","","E","NaN","","","","","","","",""
"9996","20190724","1","Q","146","0","0","1586","6952","0","0","","E","NaN","","","","","","","",""
"9997","20190724","1","Q","146","0","0","1582","6958","0","0","","E","NaN","","","","","","","",""
"9998","20190724","1","Q","144","0","0","1750","6584","0","0","","E","NaN","","","","","","","",""
"9999","20190724","1","Q","144","0","0","1750","6584","0","0","","E","NaN","","","","","","","",""
"10000","20190724","1","Q","146","0","0","1562","6953","0","0","","E","NaN","","","","","","","",""
"10001","20190724","1","Q","146","0","0","1562","6953","0","0","","E","NaN","","","","","","","",""
"10002","20190724","1","Q","146","0","0","1621","6947","0","0","","E","NaN","","","","","","","",""
"10003","20190724","1","Q","146","0","0","1621","6947","0","0","","E","NaN","","","","","","","",""
"10004","20190724","1","Q","146","0","0","1771","7126","0","0","","E","NaN","","","","","","","",""
"10005","20190724","1","Q","146","0","0","1771","6955","0","0","","E","NaN","","","","","","","",""
"10006","20190724","1","Q","146","0","0","1602","6956","0","0","","E","NaN","","","","","","","",""
"10007","20190724","1","Q","146","0","0","1602","6956","0","0","","E","NaN","","","","","","","",""
"10008","20190724","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"10009","20190724","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"10010","20190724","1","Q","144","0","0","1756","6619","0","0","","E","NaN","","","","","","","",""
"10011","20190724","1","Q","144","0","0","1756","6619","0","0","","E","NaN","","","","","","","",""
"10012","20190725","1","Q","4","0","0","1499","6690","0","0","","E","NaN","","","","","","","",""
"10013","20190725","1","Q","4","0","0","1499","6690","0","0","","E","NaN","","","","","","","",""
"10014","20190725","1","Q","4","0","0","1787","6590","0","0","","E","NaN","","","","","","","",""
"10015","20190725","1","Q","4","0","0","1471","6612","0","0","","E","NaN","","","","","","","",""
"10016","20190725","1","Q","4","0","0","1471","6612","0","0","","E","NaN","","","","","","","",""
"10017","20190725","1","Q","4","0","0","1238","6614","0","0","","E","NaN","","","","","","","",""
"10018","20190725","1","Q","4","0","0","1238","6614","0","0","","E","NaN","","","","","","","",""
"10019","20190726","1","Q","4","0","0","1571","6638","0","0","","E","NaN","","","","","","","",""
"10020","20190726","1","Q","104","0","0","476","6736","0","0","","E","NaN","","","","","","","",""
"10021","20190726","1","Q","25","0","0","225","6815","0","0","","E","NaN","","","","","","","",""
"10022","20190726","1","Q","25","0","0","351","6800","0","0","","E","NaN","","","","","","","",""
"10023","20190726","1","Q","144","0","0","1692","6602","0","0","","E","NaN","","","","","","","",""
"10024","20190726","1","Q","144","0","0","1692","6602","0","0","","E","NaN","","","","","","","",""
"10025","20190726","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"10026","20190726","1","Q","4","0","0","1443","6613","0","0","","E","NaN","","","","","","","",""
"10027","20190726","1","Q","4","0","0","1471","6612","0","0","","E","NaN","","","","","","","",""
