"REMNUM","REMFEC","USUCOD","ESTCOD","VENCOD","REMPED","REMFACNUM","CLICOD","REMPAGNUM","REMLIQNUM","REMDES","REMFACLET","REMEMI","REMFACPV"," ","","","","","","",""
"10929","20191209","1","Q","4","0","0","1485","7050","0","0","","E","NaN","","","","","","","",""
"10930","20191209","1","Q","4","0","0","1485","7050","0","0","","E","NaN","","","","","","","",""
"10931","20191209","1","Q","103","0","0","547","7203","0","0","","E","NaN","","","","","","","",""
"10932","20191209","1","Q","146","0","0","1709","7307","0","0","","E","NaN","","","","","","","",""
"10933","20191209","1","Q","146","0","0","1709","7307","0","0","","E","NaN","","","","","","","",""
"10934","20191210","1","Q","20","0","0","1450","7314","0","0","","E","NaN","","","","","","","",""
"10935","20191210","1","Q","4","0","0","1571","7109","0","0","","E","NaN","","","","","","","",""
"10936","20191210","1","Q","4","0","0","1571","7177","0","0","","E","NaN","","","","","","","",""
"10937","20191210","1","Q","146","0","0","1231","7306","0","0","","E","NaN","","","","","","","",""
"10938","20191210","1","Q","146","0","0","1231","7306","0","0","","E","NaN","","","","","","","",""
"10939","20191210","1","Q","145","0","0","209","7149","0","0","","E","NaN","","","","","","","",""
"10940","20191210","1","Q","145","0","0","37","7100","0","0","","E","NaN","","","","","","","",""
"10941","20191210","1","Q","144","0","0","1641","7057","0","0","","E","NaN","","","","","","","",""
"10942","20191210","1","Q","144","0","0","1641","7057","0","0","","E","NaN","","","","","","","",""
"10943","20191210","1","Q","4","0","0","1471","7118","0","0","","E","NaN","","","","","","","",""
"10944","20191210","1","Q","4","0","0","1471","7118","0","0","","E","NaN","","","","","","","",""
"10945","20191210","1","Q","4","0","0","1443","7116","0","0","","E","NaN","","","","","","","",""
"10946","20191210","1","Q","4","0","0","1443","7116","0","0","","E","NaN","","","","","","","",""
"10947","20191211","1","Q","4","0","0","1221","7058","0","0","","E","NaN","","","","","","","",""
"10948","20191211","1","Q","139","0","0","1454","7143","0","0","","E","NaN","","","","","","","",""
"10949","20191211","1","Q","139","0","0","1454","7143","0","0","","E","NaN","","","","","","","",""
"10950","20191211","1","Q","143","0","0","29","7082","0","0","","E","NaN","","","","","","","",""
"10951","20191211","1","Q","143","0","0","29","7082","0","0","","E","NaN","","","","","","","",""
"10952","20191211","1","Q","4","0","0","1238","7115","0","0","","E","NaN","","","","","","","",""
"10953","20191211","1","Q","4","0","0","1238","7115","0","0","","E","NaN","","","","","","","",""
"10954","20191211","1","Q","4","0","0","1729","7062","0","0","","E","NaN","","","","","","","",""
"10955","20191211","1","Q","4","0","0","1729","7062","0","0","","E","NaN","","","","","","","",""
"10956","20191211","1","Q","4","0","0","1443","7116","0","0","","E","NaN","","","","","","","",""
"10957","20191212","1","Q","144","0","0","1776","7067","0","0","","E","NaN","","","","","","","",""
"10958","20191212","1","Q","144","0","0","1776","7067","0","0","","E","NaN","","","","","","","",""
"10959","20191212","1","Q","139","0","0","1806","7144","0","0","","E","NaN","","","","","","","",""
"10960","20191212","1","Q","20","0","0","1780","7170","0","0","","E","NaN","","","","","","","",""
"10961","20191212","1","Q","25","0","0","1205","7274","0","0","","E","NaN","","","","","","","",""
"10962","20191212","1","Q","143","0","0","514","7083","0","0","","E","NaN","","","","","","","",""
"10963","20191212","1","Q","143","0","0","1578","7762","0","0","","E","NaN","","","","","","","",""
"10964","20191212","1","Q","143","0","0","1578","7762","0","0","","E","NaN","","","","","","","",""
"10965","20191212","1","Q","143","0","0","603","7863","0","0","","E","NaN","","","","","","","",""
"10966","20191212","1","Q","143","0","0","603","7863","0","0","","E","NaN","","","","","","","",""
"10967","20191212","1","S","146","0","0","1771","0","0","0","","E","NaN","","","","","","","",""
"10968","20191212","1","S","146","0","0","1771","0","0","0","","E","NaN","","","","","","","",""
"10969","20191213","1","Q","143","0","0","189","7483","0","0","","E","NaN","","","","","","","",""
"10970","20191213","1","Q","146","0","0","1580","7248","0","0","","E","NaN","","","","","","","",""
"10971","20191213","1","Q","146","0","0","1625","7309","0","0","","E","NaN","","","","","","","",""
"10972","20191213","1","Q","146","0","0","1625","7309","0","0","","E","NaN","","","","","","","",""
"10973","20191213","1","Q","143","0","0","1545","7489","0","0","","E","NaN","","","","","","","",""
"10974","20191213","1","Q","143","0","0","1545","7489","0","0","","E","NaN","","","","","","","",""
"10975","20191213","1","Q","4","0","0","1238","7115","0","0","","E","NaN","","","","","","","",""
"10976","20191213","1","Q","4","0","0","1238","7115","0","0","","E","NaN","","","","","","","",""
"10977","20191213","1","Q","4","0","0","1443","7116","0","0","","E","NaN","","","","","","","",""
"10978","20191213","1","Q","4","0","0","1443","7116","0","0","","E","NaN","","","","","","","",""
"10979","20191216","1","Q","139","0","0","1807","7142","0","0","","E","NaN","","","","","","","",""
"10980","20191216","1","Q","139","0","0","1474","7094","0","0","","E","NaN","","","","","","","",""
"10981","20191216","1","Q","139","0","0","1474","7094","0","0","","E","NaN","","","","","","","",""
"10982","20191216","1","Q","139","0","0","1474","7094","0","0","","E","NaN","","","","","","","",""
"10983","20191216","1","Q","139","0","0","1474","7094","0","0","","E","NaN","","","","","","","",""
"10984","20191216","1","Q","4","0","0","1471","7118","0","0","","E","NaN","","","","","","","",""
"10985","20191216","1","Q","139","0","0","1627","7145","0","0","","E","NaN","","","","","","","",""
"10986","20191216","1","S","143","0","0","1547","0","0","0","","E","NaN","","","","","","","",""
"10987","20191216","1","S","143","0","0","1547","0","0","0","","E","NaN","","","","","","","",""
"10988","20191216","1","Q","4","0","0","37","7100","0","0","","E","NaN","","","","","","","",""
"10989","20191216","1","Q","4","0","0","1238","7115","0","0","","E","NaN","","","","","","","",""
"10990","20191216","1","Q","4","0","0","1238","7115","0","0","","E","NaN","","","","","","","",""
"10991","20191216","1","Q","4","0","0","1443","7116","0","0","","E","NaN","","","","","","","",""
"10992","20191216","1","Q","4","0","0","1443","7117","0","0","","E","NaN","","","","","","","",""
"10993","20191216","1","Q","4","0","0","1471","7118","0","0","","E","NaN","","","","","","","",""
"10994","20191216","1","Q","4","0","0","1471","7118","0","0","","E","NaN","","","","","","","",""
"10995","20191217","1","Q","139","0","0","1474","7093","0","0","","E","NaN","","","","","","","",""
"10996","20191217","1","Q","139","0","0","1808","7091","0","0","","E","NaN","","","","","","","",""
"10997","20191217","1","Q","4","0","0","1238","7115","0","0","","E","NaN","","","","","","","",""
"10998","20191217","1","Q","4","0","0","1443","7116","0","0","","E","NaN","","","","","","","",""
"10999","20191217","1","Q","4","0","0","1651","7080","0","0","","E","NaN","","","","","","","",""
"11000","20191217","1","Q","4","0","0","1651","7080","0","0","","E","NaN","","","","","","","",""
"11001","20191218","1","Q","4","0","0","1499","7179","0","0","","E","NaN","","","","","","","",""
"11002","20191218","1","Q","4","0","0","1499","7180","0","0","","E","NaN","","","","","","","",""
"11003","20191218","1","Q","20","0","0","329","7229","0","0","","E","NaN","","","","","","","",""
"11004","20191218","1","S","143","0","0","1547","0","0","0","","E","NaN","","","","","","","",""
"11005","20191218","1","Q","4","0","0","33","7105","0","0","","E","NaN","","","","","","","",""
"11006","20191218","1","Q","4","0","0","1758","7090","0","0","","E","NaN","","","","","","","",""
"11007","20191218","1","Q","4","0","0","1758","7090","0","0","","E","NaN","","","","","","","",""
"11008","20191218","1","Q","4","0","0","1708","7199","0","0","","E","NaN","","","","","","","",""
"11009","20191218","1","Q","4","0","0","1471","7118","0","0","","E","NaN","","","","","","","",""
"11010","20191218","1","Q","4","0","0","1471","7118","0","0","","E","NaN","","","","","","","",""
"11011","20191218","1","Q","4","0","0","1238","7115","0","0","","E","NaN","","","","","","","",""
"11012","20191218","1","Q","4","0","0","1238","7115","0","0","","E","NaN","","","","","","","",""
"11013","20191218","1","Q","4","0","0","942","7122","0","0","","E","NaN","","","","","","","",""
"11014","20191218","1","Q","4","0","0","942","7125","0","0","","E","NaN","","","","","","","",""
"11015","20191219","1","Q","4","0","0","37","7275","0","0","","E","NaN","","","","","","","",""
"11016","20191219","1","Q","25","0","0","1748","7153","0","0","","E","NaN","","","","","","","",""
"11017","20191219","1","Q","146","0","0","1580","7248","0","0","","E","NaN","","","","","","","",""
"11018","20191219","1","Q","4","0","0","1729","7085","0","0","","E","NaN","","","","","","","",""
"11019","20191219","1","Q","4","0","0","1729","7086","0","0","","E","NaN","","","","","","","",""
"11020","20191220","1","Q","4","0","0","1443","7116","0","0","","E","NaN","","","","","","","",""
"11021","20191220","1","Q","4","0","0","1443","7116","0","0","","E","NaN","","","","","","","",""
"11022","20191220","1","Q","4","0","0","1238","7115","0","0","","E","NaN","","","","","","","",""
"11023","20191220","1","Q","4","0","0","1238","7115","0","0","","E","NaN","","","","","","","",""
"11024","20191220","1","Q","4","0","0","37","7275","0","0","","E","NaN","","","","","","","",""
"11025","20191220","1","Q","4","0","0","825","7205","0","0","","E","NaN","","","","","","","",""
"11026","20191220","1","Q","4","0","0","825","7205","0","0","","E","NaN","","","","","","","",""
"11027","20191220","1","Q","139","0","0","1308","7092","0","0","","E","NaN","","","","","","","",""
"11028","20191220","1","Q","4","0","0","1809","7089","0","0","","E","NaN","","","","","","","",""
"11029","20191220","1","S","143","0","0","1792","0","0","0","","E","NaN","","","","","","","",""
"11030","20191220","1","S","143","0","0","1792","0","0","0","","E","NaN","","","","","","","",""
"11031","20191220","1","Q","143","0","0","431","7176","0","0","","E","NaN","","","","","","","",""
"11032","20191220","1","Q","145","0","0","580","7541","0","0","","E","NaN","","","","","","","",""
"11033","20191220","1","Q","4","0","0","1238","7115","0","0","","E","NaN","","","","","","","",""
"11034","20191220","1","Q","4","0","0","1238","7115","0","0","","E","NaN","","","","","","","",""
"11035","20191220","1","Q","4","0","0","1443","7116","0","0","","E","NaN","","","","","","","",""
"11036","20191220","1","Q","4","0","0","1443","7116","0","0","","E","NaN","","","","","","","",""
"11037","20191220","1","Q","4","0","0","1471","7118","0","0","","E","NaN","","","","","","","",""
"11038","20191220","1","Q","4","0","0","1735","7137","0","0","","E","NaN","","","","","","","",""
"11039","20191220","1","Q","4","0","0","1238","7115","0","0","","E","NaN","","","","","","","",""
"11040","20191223","1","Q","139","0","0","1810","7437","0","0","","E","NaN","","","","","","","",""
"11041","20191223","1","Q","4","0","0","37","7275","0","0","","E","NaN","","","","","","","",""
"11042","20191223","1","Q","145","0","0","946","7441","0","0","","E","NaN","","","","","","","",""
"11043","20191223","1","Q","145","0","0","946","7441","0","0","","E","NaN","","","","","","","",""
"11044","20191223","1","Q","147","0","0","104","7279","0","0","","E","NaN","","","","","","","",""
"11045","20191223","1","Q","144","0","0","1679","7097","0","0","","E","NaN","","","","","","","",""
"11046","20191223","1","Q","144","0","0","1679","7097","0","0","","E","NaN","","","","","","","",""
"11047","20191223","1","Q","4","0","0","1443","7116","0","0","","E","NaN","","","","","","","",""
"11048","20191223","1","Q","4","0","0","1443","7116","0","0","","E","NaN","","","","","","","",""
"11049","20191223","1","Q","4","0","0","1238","7115","0","0","","E","NaN","","","","","","","",""
"11050","20191223","1","Q","4","0","0","1238","7115","0","0","","E","NaN","","","","","","","",""
"11051","20191223","1","Q","4","0","0","1471","7118","0","0","","E","NaN","","","","","","","",""
"11052","20191223","1","Q","4","0","0","1471","7118","0","0","","E","NaN","","","","","","","",""
"11053","20191224","1","Q","139","0","0","1779","7107","0","0","","E","NaN","","","","","","","",""
"11054","20191226","1","Q","4","0","0","1443","7116","0","0","","E","NaN","","","","","","","",""
"11055","20191226","1","Q","144","0","0","1707","7110","0","0","","E","NaN","","","","","","","",""
"11056","20191226","1","Q","144","0","0","1707","7110","0","0","","E","NaN","","","","","","","",""
"11057","20191227","1","Q","4","0","0","1443","7116","0","0","","E","NaN","","","","","","","",""
"11058","20191227","1","Q","4","0","0","1443","7116","0","0","","E","NaN","","","","","","","",""
"11059","20191227","1","Q","4","0","0","1471","7118","0","0","","E","NaN","","","","","","","",""
"11060","20191227","1","Q","4","0","0","1471","7118","0","0","","E","NaN","","","","","","","",""
"11061","20191227","1","Q","4","0","0","409","7234","0","0","","E","NaN","","","","","","","",""
"11062","20191227","1","Q","4","0","0","409","7234","0","0","","E","NaN","","","","","","","",""
"11063","20191227","1","Q","112","0","0","1801","7534","0","0","","E","NaN","","","","","","","",""
"11064","20191227","1","Q","4","0","0","163","7217","0","0","","E","NaN","","","","","","","",""
"11065","20191227","1","Q","4","0","0","163","7217","0","0","","E","NaN","","","","","","","",""
"11066","20191227","1","Q","146","0","0","1186","7797","0","0","","E","NaN","","","","","","","",""
"11067","20191227","1","Q","4","0","0","1443","7116","0","0","","E","NaN","","","","","","","",""
"11068","20191227","1","Q","4","0","0","1443","7116","0","0","","E","NaN","","","","","","","",""
"11069","20191227","1","Q","4","0","0","1238","7115","0","0","","E","NaN","","","","","","","",""
"11070","20191227","1","Q","4","0","0","1238","7115","0","0","","E","NaN","","","","","","","",""
"11071","20191230","1","Q","144","0","0","1753","7108","0","0","","E","NaN","","","","","","","",""
"11072","20191230","1","Q","144","0","0","1753","7108","0","0","","E","NaN","","","","","","","",""
"11073","20191230","1","Q","4","0","0","37","7275","0","0","","E","NaN","","","","","","","",""
"11074","20191230","1","Q","4","0","0","33","7272","0","0","","E","NaN","","","","","","","",""
"11075","20191230","1","Q","4","0","0","1443","7116","0","0","","E","NaN","","","","","","","",""
"11076","20191230","1","Q","4","0","0","1238","7115","0","0","","E","NaN","","","","","","","",""
"11077","20191230","1","Q","4","0","0","1238","7115","0","0","","E","NaN","","","","","","","",""
"11078","20200102","1","Q","139","0","0","1779","7107","0","0","","E","NaN","","","","","","","",""
"11079","20200102","1","Q","139","0","0","1613","7106","0","0","","E","NaN","","","","","","","",""
"11080","20200102","1","Q","4","0","0","1571","7177","0","0","","E","NaN","","","","","","","",""
"11081","20200102","1","Q","4","0","0","1571","7177","0","0","","E","NaN","","","","","","","",""
"11082","20200102","1","Q","4","0","0","185","7187","0","0","","E","NaN","","","","","","","",""
"11083","20200102","1","Q","4","0","0","185","7201","0","0","","E","NaN","","","","","","","",""
"11084","20200103","1","Q","27","0","0","1234","7131","0","0","","E","NaN","","","","","","","",""
"11085","20200103","1","Q","25","0","0","948","7262","0","0","","E","NaN","","","","","","","",""
"11086","20200103","1","Q","4","0","0","1567","7439","0","0","","E","NaN","","","","","","","",""
"11087","20200103","1","Q","103","0","0","1541","7644","0","0","","E","NaN","","","","","","","",""
"11088","20200106","1","Q","4","0","0","37","7275","0","0","","E","NaN","","","","","","","",""
"11089","20200106","1","Q","4","0","0","1758","7123","0","0","","E","NaN","","","","","","","",""
"11090","20200106","1","Q","4","0","0","1758","7123","0","0","","E","NaN","","","","","","","",""
"11091","20200106","1","Q","4","0","0","184","7148","0","0","","E","NaN","","","","","","","",""
"11092","20200106","1","Q","4","0","0","184","7148","0","0","","E","NaN","","","","","","","",""
"11093","20200106","1","Q","4","0","0","710","7129","0","0","","E","NaN","","","","","","","",""
"11094","20200106","1","Q","4","0","0","1238","7174","0","0","","E","NaN","","","","","","","",""
"11095","20200106","1","Q","4","0","0","1238","7174","0","0","","E","NaN","","","","","","","",""
"11096","20200106","1","Q","4","0","0","1238","7174","0","0","","E","NaN","","","","","","","",""
"11097","20200106","1","Q","4","0","0","1443","7171","0","0","","E","NaN","","","","","","","",""
"11098","20200106","1","Q","4","0","0","1443","7171","0","0","","E","NaN","","","","","","","",""
"11099","20200106","1","Q","4","0","0","1443","7171","0","0","","E","NaN","","","","","","","",""
"11100","20200107","1","Q","4","0","0","1471","7159","0","0","","E","NaN","","","","","","","",""
"11101","20200107","1","Q","4","0","0","1471","7159","0","0","","E","NaN","","","","","","","",""
"11102","20200107","1","Q","4","0","0","37","7275","0","0","","E","NaN","","","","","","","",""
"11103","20200107","1","Q","4","0","0","1221","7121","0","0","","E","NaN","","","","","","","",""
"11104","20200107","1","Q","4","0","0","1221","7121","0","0","","E","NaN","","","","","","","",""
"11105","20200107","1","Q","139","0","0","1488","7146","0","0","","E","NaN","","","","","","","",""
"11106","20200107","1","Q","139","0","0","1498","7440","0","0","","E","NaN","","","","","","","",""
"11107","20200107","1","Q","4","0","0","1238","7174","0","0","","E","NaN","","","","","","","",""
"11108","20200107","1","Q","4","0","0","1471","7159","0","0","","E","NaN","","","","","","","",""
"11109","20200107","1","Q","4","0","0","1471","7159","0","0","","E","NaN","","","","","","","",""
"11110","20200108","1","Q","4","0","0","1729","7192","0","0","","E","NaN","","","","","","","",""
"11111","20200108","1","Q","4","0","0","1729","7192","0","0","","E","NaN","","","","","","","",""
"11112","20200108","1","Q","4","0","0","1499","7179","0","0","","E","NaN","","","","","","","",""
"11113","20200108","1","Q","4","0","0","1499","7179","0","0","","E","NaN","","","","","","","",""
"11114","20200108","1","Q","4","0","0","1471","7159","0","0","","E","NaN","","","","","","","",""
"11115","20200108","1","Q","4","0","0","710","7129","0","0","","E","NaN","","","","","","","",""
"11116","20200108","1","Q","4","0","0","1443","7171","0","0","","E","NaN","","","","","","","",""
"11117","20200108","1","Q","4","0","0","1443","7171","0","0","","E","NaN","","","","","","","",""
"11118","20200108","1","Q","4","0","0","1238","7174","0","0","","E","NaN","","","","","","","",""
"11119","20200108","1","Q","4","0","0","1238","7174","0","0","","E","NaN","","","","","","","",""
"11120","20200109","1","Q","139","0","0","1474","7147","0","0","","E","NaN","","","","","","","",""
"11121","20200109","1","Q","139","0","0","1474","7147","0","0","","E","NaN","","","","","","","",""
"11122","20200109","1","Q","4","0","0","1443","7171","0","0","","E","NaN","","","","","","","",""
"11123","20200109","1","Q","4","0","0","1443","7171","0","0","","E","NaN","","","","","","","",""
"11124","20200110","1","Q","4","0","0","1471","7159","0","0","","E","NaN","","","","","","","",""
"11125","20200110","1","Q","4","0","0","1443","7171","0","0","","E","NaN","","","","","","","",""
"11126","20200110","1","Q","4","0","0","1443","7171","0","0","","E","NaN","","","","","","","",""
"11127","20200110","1","Q","4","0","0","1238","7174","0","0","","E","NaN","","","","","","","",""
"11128","20200110","1","Q","4","0","0","1238","7174","0","0","","E","NaN","","","","","","","",""
"11129","20200113","1","Q","25","0","0","493","7266","0","0","","E","NaN","","","","","","","",""
"11130","20200113","1","Q","4","0","0","37","7275","0","0","","E","NaN","","","","","","","",""
"11131","20200114","1","Q","4","0","0","1443","7171","0","0","","E","NaN","","","","","","","",""
"11132","20200114","1","Q","4","0","0","1443","7171","0","0","","E","NaN","","","","","","","",""
"11133","20200114","1","Q","104","0","0","1713","7216","0","0","","E","NaN","","","","","","","",""
"11134","20200114","1","Q","104","0","0","1713","7287","0","0","","E","NaN","","","","","","","",""
"11135","20200114","1","Q","144","0","0","1753","7132","0","0","","E","NaN","","","","","","","",""
"11136","20200114","1","Q","144","0","0","1753","7132","0","0","","E","NaN","","","","","","","",""
"11137","20200114","1","Q","144","0","0","1811","7134","0","0","","E","NaN","","","","","","","",""
"11138","20200114","1","Q","144","0","0","1811","7134","0","0","","E","NaN","","","","","","","",""
"11139","20200114","1","Q","144","0","0","1648","7135","0","0","","E","NaN","","","","","","","",""
"11140","20200114","1","Q","144","0","0","1648","7135","0","0","","E","NaN","","","","","","","",""
"11141","20200114","1","Q","144","0","0","1596","7136","0","0","","E","NaN","","","","","","","",""
"11142","20200114","1","Q","144","0","0","1596","7136","0","0","","E","NaN","","","","","","","",""
"11143","20200114","1","Q","144","0","0","1796","7547","0","0","","E","NaN","","","","","","","",""
"11144","20200114","1","Q","4","0","0","1471","7159","0","0","","E","NaN","","","","","","","",""
"11145","20200114","1","Q","4","0","0","1471","7159","0","0","","E","NaN","","","","","","","",""
"11146","20200114","1","Q","4","0","0","1471","7159","0","0","","E","NaN","","","","","","","",""
"11147","20200114","1","Q","4","0","0","1238","7174","0","0","","E","NaN","","","","","","","",""
"11148","20200114","1","Q","4","0","0","1238","7174","0","0","","E","NaN","","","","","","","",""
"11149","20200114","1","Q","4","0","0","1238","7174","0","0","","E","NaN","","","","","","","",""
"11150","20200114","1","Q","4","0","0","1443","7171","0","0","","E","NaN","","","","","","","",""
"11151","20200115","1","Q","4","0","0","1721","7172","0","0","","E","NaN","","","","","","","",""
"11152","20200115","1","Q","4","0","0","1721","7172","0","0","","E","NaN","","","","","","","",""
"11153","20200115","1","Q","4","0","0","1471","7159","0","0","","E","NaN","","","","","","","",""
"11154","20200116","1","S","146","0","0","1663","0","0","0","","E","NaN","","","","","","","",""
"11155","20200116","1","Q","4","0","0","1443","7171","0","0","","E","NaN","","","","","","","",""
"11156","20200116","1","Q","4","0","0","1238","7174","0","0","","E","NaN","","","","","","","",""
"11157","20200116","1","Q","4","0","0","1238","7174","0","0","","E","NaN","","","","","","","",""
"11158","20200117","1","Q","145","0","0","946","7441","0","0","","E","NaN","","","","","","","",""
"11159","20200117","1","Q","145","0","0","946","7441","0","0","","E","NaN","","","","","","","",""
"11160","20200117","1","Q","20","0","0","758","7269","0","0","","E","NaN","","","","","","","",""
"11161","20200117","1","Q","143","0","0","1547","7911","0","0","","E","NaN","","","","","","","",""
"11162","20200117","1","Q","139","0","0","1462","7442","0","0","","E","NaN","","","","","","","",""
"11163","20200117","1","Q","4","0","0","1238","7174","0","0","","E","NaN","","","","","","","",""
"11164","20200117","1","Q","4","0","0","1471","7159","0","0","","E","NaN","","","","","","","",""
"11165","20200117","1","Q","4","0","0","1443","7171","0","0","","E","NaN","","","","","","","",""
"11166","20200117","1","Q","4","0","0","1443","7171","0","0","","E","NaN","","","","","","","",""
"11167","20200120","1","Q","4","0","0","37","7275","0","0","","E","NaN","","","","","","","",""
"11168","20200120","1","Q","145","0","0","209","7493","0","0","","E","NaN","","","","","","","",""
"11169","20200120","1","Q","145","0","0","209","7280","0","0","","E","NaN","","","","","","","",""
"11170","20200120","1","Q","4","0","0","1443","7171","0","0","","E","NaN","","","","","","","",""
"11171","20200120","1","Q","4","0","0","1443","7190","0","0","","E","NaN","","","","","","","",""
"11172","20200121","1","Q","4","0","0","710","7178","0","0","","E","NaN","","","","","","","",""
"11173","20200121","1","Q","25","0","0","1022","7264","0","0","","E","NaN","","","","","","","",""
"11174","20200121","1","Q","4","0","0","1471","7159","0","0","","E","NaN","","","","","","","",""
"11175","20200121","1","Q","4","0","0","1238","7174","0","0","","E","NaN","","","","","","","",""
"11176","20200121","1","Q","4","0","0","1238","7174","0","0","","E","NaN","","","","","","","",""
"11177","20200121","1","Q","4","0","0","1651","7197","0","0","","E","NaN","","","","","","","",""
"11178","20200122","1","Q","25","0","0","1748","7265","0","0","","E","NaN","","","","","","","",""
"11179","20200122","1","Q","139","0","0","410","7443","0","0","","E","NaN","","","","","","","",""
"11180","20200122","1","Q","145","0","0","254","7173","0","0","","E","NaN","","","","","","","",""
"11181","20200122","1","Q","4","0","0","1471","7159","0","0","","E","NaN","","","","","","","",""
"11182","20200122","1","Q","4","0","0","1471","7175","0","0","","E","NaN","","","","","","","",""
"11183","20200122","1","Q","4","0","0","1443","7190","0","0","","E","NaN","","","","","","","",""
"11184","20200123","1","Q","4","0","0","1485","7158","0","0","","E","NaN","","","","","","","",""
"11185","20200123","1","Q","4","0","0","1485","7193","0","0","","E","NaN","","","","","","","",""
"11186","20200123","1","Q","4","0","0","628","7297","0","0","","E","NaN","","","","","","","",""
"11187","20200123","1","Q","20","0","0","57","7679","0","0","","E","NaN","","","","","","","",""
"11188","20200123","1","Q","20","0","0","57","7679","0","0","","E","NaN","","","","","","","",""
"11189","20200123","1","Q","20","0","0","1213","7583","0","0","","E","NaN","","","","","","","",""
"11190","20200123","1","Q","4","0","0","1238","7174","0","0","","E","NaN","","","","","","","",""
"11191","20200123","1","Q","4","0","0","1443","7190","0","0","","E","NaN","","","","","","","",""
"11192","20200123","1","Q","4","0","0","1443","7190","0","0","","E","NaN","","","","","","","",""
"11193","20200124","1","Q","4","0","0","1443","7190","0","0","","E","NaN","","","","","","","",""
"11194","20200124","1","Q","4","0","0","1443","7190","0","0","","E","NaN","","","","","","","",""
"11195","20200124","1","Q","146","0","0","1231","7306","0","0","","E","NaN","","","","","","","",""
"11196","20200124","1","Q","4","0","0","1238","7189","0","0","","E","NaN","","","","","","","",""
"11197","20200124","1","Q","4","0","0","1238","7189","0","0","","E","NaN","","","","","","","",""
"11198","20200124","1","Q","4","0","0","1812","7235","0","0","","E","NaN","","","","","","","",""
"11199","20200124","1","Q","4","0","0","1813","7210","0","0","","E","NaN","","","","","","","",""
"11200","20200124","1","Q","4","0","0","960","7209","0","0","","E","NaN","","","","","","","",""
"11201","20200127","1","Q","4","0","0","37","7275","0","0","","E","NaN","","","","","","","",""
"11202","20200127","1","Q","139","0","0","1110","7445","0","0","","E","NaN","","","","","","","",""
"11203","20200127","1","Q","139","0","0","1474","7218","0","0","","E","NaN","","","","","","","",""
"11204","20200127","1","Q","139","0","0","1474","7218","0","0","","E","NaN","","","","","","","",""
"11205","20200127","1","A","139","0","0","245","0","0","0","","E","NaN","","","","","","","",""
"11206","20200127","1","Q","139","0","0","245","7444","0","0","","E","NaN","","","","","","","",""
"11207","20200127","1","Q","4","0","0","1443","7190","0","0","","E","NaN","","","","","","","",""
"11208","20200127","1","Q","139","0","0","1464","7446","0","0","","E","NaN","","","","","","","",""
"11209","20200127","1","Q","139","0","0","1464","7446","0","0","","E","NaN","","","","","","","",""
"11210","20200127","1","Q","4","0","0","1571","7260","0","0","","E","NaN","","","","","","","",""
"11211","20200127","1","Q","4","0","0","1571","7260","0","0","","E","NaN","","","","","","","",""
"11212","20200127","1","Q","4","0","0","960","7209","0","0","","E","NaN","","","","","","","",""
"11213","20200127","1","Q","4","0","0","1813","7210","0","0","","E","NaN","","","","","","","",""
"11214","20200127","1","Q","4","0","0","1812","7235","0","0","","E","NaN","","","","","","","",""
"11215","20200128","1","Q","4","0","0","1469","7206","0","0","","E","NaN","","","","","","","",""
"11216","20200128","1","Q","4","0","0","1469","7294","0","0","","E","NaN","","","","","","","",""
"11217","20200128","1","Q","139","0","0","245","7444","0","0","","E","NaN","","","","","","","",""
"11218","20200128","1","Q","4","0","0","1443","7190","0","0","","E","NaN","","","","","","","",""
"11219","20200128","1","Q","4","0","0","1443","7190","0","0","","E","NaN","","","","","","","",""
"11220","20200128","1","Q","4","0","0","1499","7226","0","0","","E","NaN","","","","","","","",""
"11221","20200128","1","Q","4","0","0","1499","7226","0","0","","E","NaN","","","","","","","",""
"11222","20200129","1","Q","112","0","0","1056","7717","0","0","","E","NaN","","","","","","","",""
"11223","20200129","1","Q","112","0","0","632","7676","0","0","","E","NaN","","","","","","","",""
"11224","20200129","1","Q","4","0","0","1443","7190","0","0","","E","NaN","","","","","","","",""
"11225","20200129","1","Q","4","0","0","1443","7190","0","0","","E","NaN","","","","","","","",""
"11226","20200129","1","Q","4","0","0","1238","7189","0","0","","E","NaN","","","","","","","",""
"11227","20200129","1","Q","4","0","0","1238","7189","0","0","","E","NaN","","","","","","","",""
"11228","20200130","1","Q","4","0","0","1814","7208","0","0","","E","NaN","","","","","","","",""
"11229","20200130","1","Q","144","0","0","1539","7186","0","0","","E","NaN","","","","","","","",""
"11230","20200130","1","Q","144","0","0","1539","7186","0","0","","E","NaN","","","","","","","",""
"11231","20200130","1","Q","4","0","0","1443","7190","0","0","","E","NaN","","","","","","","",""
"11232","20200130","1","Q","4","0","0","1443","7190","0","0","","E","NaN","","","","","","","",""
"11233","20200130","1","A","4","0","0","1238","0","0","0","","E","NaN","","","","","","","",""
"11234","20200130","1","Q","4","0","0","1471","7188","0","0","","E","NaN","","","","","","","",""
"11235","20200130","1","Q","4","0","0","1471","7188","0","0","","E","NaN","","","","","","","",""
"11236","20200130","1","Q","4","0","0","1238","7189","0","0","","E","NaN","","","","","","","",""
"11237","20200130","1","Q","4","0","0","1238","7189","0","0","","E","NaN","","","","","","","",""
"11238","20200131","1","Q","25","0","0","1041","7329","0","0","","E","NaN","","","","","","","",""
